"","Player","Nation","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"370","k.namuwaya","People's Land of Maneau",25,1995,1.99,0.53,0.54,0.42,0.08,0,0.01,0.05,0,0.04,16.93,3.48,1,4,3.5,9.58,0.95,0.06,0.08,0.99,0.98,1.53,0.58,0,13600000,12600000,11700000,10900000,1e+07,9200000,8500000,7800000,7100000,6400000
"371","t.aguti","People's Land of Maneau",26,1994,7.09,0.69,0.55,0.38,0.28,0.09,0.31,0.41,1,0.11,9.47,2.81,1,2.45,3.31,3.59,0.72,0.03,0.04,0.61,1.2,2.03,0,0.1,64500000,59800000,55400000,51100000,47100000,43200000,39500000,36100000,32800000,29800000
"372","x.neri","People's Land of Maneau",26,1994,7.78,0.07,0.09,0.01,0,0,0.06,0.06,0,0.07,0.03,0.08,0,0,0,0,0.02,0,0.03,0,0,0.09,0.18,0.21,79900000,74200000,68700000,63400000,58300000,53500000,4.9e+07,44700000,40700000,36900000
"373","a.ono","People's Land of Maneau",17,2003,0.61,6.61,1.74,1.66,1.64,3.3,0,1.65,0.09,1.62,38.33,8.36,1,11.63,19.96,6.57,0,0,0,0,5.06,11.73,0,0,1.2e+07,11400000,10800000,10200000,9700000,9100000,8500000,8e+06,7500000,6900000
"374","c.saad","People's Land of Maneau",25,1995,7.35,2.24,1.65,0.75,1.05,0.31,0.48,2.07,1,1.73,30.89,6.42,1,7.83,19.16,3.96,1.25,0.02,0,1.24,1.18,3.19,1.96,0,69300000,64500000,59900000,55400000,51200000,47100000,43200000,39600000,36100000,32900000
"375","h.twongirwe","People's Land of Maneau",30,1990,1.69,1.16,1.11,1.16,0,0.06,0.53,2.43,1,1.75,20.04,5.8,1,6.56,11.19,2.4,1.66,0.1,0.05,1.75,1.15,2.27,1.69,0.01,7600000,7e+06,6400000,5800000,5300000,4800000,4400000,3900000,3500000,3200000
"376","i.iddrisu","People's Land of Maneau",22,1999,5.97,2.14,0.91,0.51,1.45,0.24,1.07,2.45,1,1.37,18.71,6.21,1,5.32,11.41,2.2,1.26,0.43,0.05,0.63,3.15,5.35,2.09,0,56700000,53200000,49800000,46500000,43300000,40200000,37200000,34300000,31600000,2.9e+07
"377","o.nampeera","People's Land of Maneau",22,1999,5.02,1.64,0.8,0.61,0.31,0.59,0.44,1.45,1,1.07,23.34,5.55,1,4.47,10.85,8.11,1.84,0.11,0,1.56,0.22,1.77,0,0,44400000,41700000,3.9e+07,36400000,33900000,31500000,29100000,26900000,24800000,22700000
"378","h.arthur","Quewenia",24,1996,5.75,1.92,0.97,1.55,0.39,0.09,1.27,2.08,1,0.85,10.24,2.3,1,6.19,3.23,0.72,0.64,0.55,0,0.15,2.67,4.55,5.37,0.09,42200000,39400000,36700000,3.4e+07,31500000,29100000,26800000,24600000,22500000,20500000
"379","k.oloya","Quewenia",29,1992,0.15,0.01,0,0.04,0,0.02,0,0.04,0,0,29.99,10.04,1,19.95,0.09,9.96,0.07,0,0.05,0,0,0,0.05,0,4e+06,3700000,3400000,3100000,2800000,2600000,2400000,2100000,1900000,1700000
"380","l.kule","Quewenia",27,1993,3.26,2.46,0.87,1.14,1.2,0,1.26,2.71,1,1.52,17.84,4.59,1,8.82,6.67,2.43,0.9,0.25,0.07,0.61,2.07,4.63,1.6,0.05,14900000,13800000,12700000,11700000,10800000,9800000,9e+06,8200000,7400000,6700000
"381","q.yadav","Quewenia",25,1995,5.69,2.19,1.39,1.65,0.52,0,1.29,2.02,1,0.76,11.42,3.44,1,6.47,4.71,0.15,1.99,1.08,0.09,0.84,1.76,4,3.43,0.03,38800000,36100000,33500000,3.1e+07,28700000,26400000,24200000,22200000,20200000,18400000
"382","t.candia","Quewenia",28,1992,5.34,2.52,1.04,1.05,0.79,0.67,0.39,0.73,1,0.41,12.68,2.54,1,7.04,4.26,1.3,2.09,0.97,0.04,1.1,1.56,3.94,1.91,0,27200000,25100000,23100000,21200000,19400000,17700000,16100000,14600000,13200000,1.2e+07
"383","w.okeke","Quewenia",25,1995,2.44,4.1,2.4,2.45,1.34,0.51,2.98,4.5,1,1.57,20.88,5.38,1,10.31,5.79,4.67,2.52,0.84,0.03,1.67,2.5,6.62,3.3,0.04,13100000,12200000,11300000,10500000,9700000,8900000,8200000,7500000,6800000,6200000
"384","j.anguko","Quewenia",29,1991,3.27,1.27,0.63,0.24,0.55,0.3,0,1.34,0,1.3,14.48,3.42,1,3.97,7.15,3.23,0.08,0.07,0,0.08,0.68,1.9,0.6,0,14400000,13200000,12100000,11100000,10100000,9200000,8400000,7600000,6800000,6100000
"385","m.nabukwasi","Quewenia",29,1991,2.14,0.53,0.52,0,0.56,0,0,0.42,0.04,0.48,10.99,2.33,1,5.81,4.68,0.56,1.81,0.88,0.01,0.92,1.84,2.43,1.47,0,9100000,8400000,7700000,7e+06,6400000,5900000,5300000,4800000,4300000,3900000
"386","g.were","Quewenia",28,1992,4.13,0,0,0,0.04,0,0,0.31,0,0.27,13.57,2.82,1,1.17,5.91,6.37,0.87,0.92,0.1,0.07,0.67,0.77,0.75,0.08,22500000,20800000,19100000,17600000,16100000,14700000,13300000,12100000,1.1e+07,9900000
"387","m.mathieu","Quewenia",23,1997,4.13,1.39,0.52,0.5,0.2,0.77,0.55,1.28,1,0.66,17.84,4.53,1,2.38,6.58,8.83,0.64,0,0.01,0.72,0.54,1.95,1.04,0,32700000,30600000,28600000,26600000,24700000,22900000,21100000,19400000,17800000,16300000
"388","g.odoch","Quewenia",22,1998,1.96,2.06,1.15,1.57,0,0.44,0.63,1.66,1,1.02,16.33,5.87,1,5.82,6.91,3.75,1.02,0,0,1.09,4.24,6.38,2.67,0,15400000,14500000,13500000,12600000,11800000,10900000,10100000,9300000,8600000,7900000
"389","h.kurnia","Quewenia",31,1989,1.6,0.51,0,0.57,0,0,0,0.62,0,0.68,22.33,6.48,1,4.22,10.54,7.68,1.15,0.6,0,0.68,0,0.65,0.62,0,7600000,7e+06,6400000,5800000,5300000,4800000,4300000,3900000,3500000,3100000
"390","v.nyakudya","Quewenia",27,1993,0.83,7.49,6.34,5.1,1.18,1.2,4.99,6.33,1,1.26,37.49,8.66,1,11.37,15.01,11.2,0.07,0,0.1,0,2.45,9.97,3.68,0.03,7300000,6800000,6200000,5700000,5300000,4800000,4400000,4e+06,3600000,3300000
"391","z.uy","Quewenia",29,1991,0.38,5,5.01,2.51,2.46,0,0,0.06,0,0.1,50.06,14.98,1,12.48,20.07,17.43,0.02,0.03,0,0.04,2.59,7.44,0,0,6100000,5600000,5100000,4700000,4300000,3900000,3500000,3200000,2900000,2600000
"392","r.yiga","Quewenia",32,1988,5.63,0.02,0,0.1,0.06,0,0.03,0,0,0.09,0,0,0,0.04,0.05,0,0,0,0.08,0,0.07,0.04,0.06,0.05,24400000,22200000,20200000,18400000,16600000,1.5e+07,13500000,12100000,10800000,9700000
"393","h.adjei","Quewenia",28,1992,5.05,2.17,1.47,0.89,1.04,0.1,0.41,2.2,1,1.72,20.77,5.97,1,8.85,8.72,3.29,1.47,0.47,0,1.25,1.8,3.89,1.35,0,25300000,23400000,21500000,19700000,18100000,16500000,1.5e+07,13600000,12300000,11100000
"394","k.abalo","Quewenia",28,1992,4.36,2.28,1.31,1.17,1.01,0.14,0.6,2.13,1,1.4,16.4,2.7,1,5.49,9.13,1.65,1.47,0.69,0.08,0.75,1.56,3.85,1.46,0.03,20700000,19100000,17600000,16200000,14800000,13500000,12300000,11200000,10100000,9100000
"395","o.obeng","Quewenia",24,1996,1.34,2.13,0,2.06,0.07,0,0,0,0,0.04,13.53,4.2,1,7.11,5.06,1.43,1.5,0.68,0.01,0.78,2.04,4.2,0.06,0,10200000,9600000,8900000,8300000,7600000,7100000,6500000,6e+06,5500000,5e+06
"396","q.nakityo","Quewenia",29,1991,4.11,0.65,0.15,0.47,0.33,0,0.21,0.24,1,0.05,11.53,1.48,1,1.62,5.93,3.97,0.44,0.08,0,0.42,0.54,1.28,0,0,19600000,1.8e+07,16500000,15100000,13800000,12600000,11400000,10300000,9300000,8400000
"397","q.ow","Quewenia",23,1997,0.55,4.09,2,2.03,0,2.02,0,4.03,0,3.98,37.93,12,1,24.03,9.93,4.08,4.1,0.03,0,4,2.05,6.04,3.98,0,6300000,5900000,5500000,5100000,4700000,4400000,4e+06,3700000,3400000,3100000
"398","c.alanazi","Sobianitedrucy",32,1988,2.58,0.28,0.44,0.38,0.08,0.01,0.41,0.82,1,0.41,8.16,2.61,1,5.47,2.34,0.4,1.61,0.39,0.09,1.21,3.51,3.89,3.52,0,8200000,7500000,6800000,6200000,5600000,5100000,4600000,4100000,3700000,3300000
"399","l.yulianti","Sobianitedrucy",33,1987,7.41,0.49,0.35,0.58,0,0.01,0.05,0.42,1,0.34,4.23,1.27,1,2.44,1.57,0.13,1,0.52,0,0.45,1.65,2.31,3.01,0.07,37900000,34500000,31300000,28400000,25600000,2.3e+07,20700000,18500000,16500000,14700000
"400","m.ayebazibwe","Sobianitedrucy",27,1993,6.57,3.07,1.59,1.91,0.75,0.31,0.76,1.76,1,1,14.43,4.62,1,7.07,5.85,1.63,2.72,0.68,0,2.05,2.04,5.13,3.52,0,45300000,41900000,38700000,35600000,32700000,29900000,27300000,24800000,22500000,20400000
"401","r.bogere","Sobianitedrucy",36,1984,4.94,1.31,0.56,1.13,0,0,0.74,0.9,1,0,5.8,2.24,1,3.27,2.18,0.3,1.56,0.66,0.06,1.1,0.98,2.25,6.2,0.08,12700000,11400000,10300000,9200000,8300000,7400000,6600000,5800000,5200000,4600000
"402","s.kamoga","Sobianitedrucy",21,1999,1.08,1.08,1.01,1.08,0,0,0.95,0.91,1,0.07,10.05,3.08,1,6.07,4.07,0.03,0.94,0,0.01,1.03,0.03,0.91,4.07,0.05,11300000,10700000,1e+07,9400000,8800000,8200000,7600000,7e+06,6500000,6e+06
"403","t.neves","Sobianitedrucy",29,1991,0.4,0.04,0.08,0.05,0,0.06,0,0,0,0.1,11.99,2.01,1,0,6.09,5.92,0.04,0,0.01,0,0,0,2.01,0,6300000,5800000,5300000,4900000,4400000,4e+06,3700000,3300000,3e+06,2700000
"404","v.binali","Sobianitedrucy",26,1994,3.1,1.52,1.24,0.93,0,0.62,0.56,1.26,1,0.59,9.46,2.8,1,2.55,4.37,2.59,0,0.07,0.08,0,0.36,1.88,1.89,0.01,17500000,16300000,1.5e+07,13900000,12800000,11700000,10700000,9800000,8900000,8100000
"405","y.opio","Sobianitedrucy",30,1990,1.8,2.24,0.64,0.59,0.58,1.18,1.08,1.63,1,0.57,11.78,3.97,1,5.55,2.68,3.31,1.11,0.1,0.07,1.17,0.51,2.75,0,0,7900000,7300000,6700000,6100000,5500000,5e+06,4600000,4100000,3700000,3300000
"406","y.vitali","Sobianitedrucy",27,1993,4.26,0.44,0.17,0.23,0.01,0.31,0.2,0.62,1,0.45,9.74,2.68,1,3.02,4.27,2.45,2.2,0.78,0.26,1.53,1.35,1.84,0.9,0.06,23300000,21600000,19900000,18300000,16800000,15400000,14100000,12800000,11600000,10500000
"407","b.sah","Sobianitedrucy",30,1990,4.93,0.1,0,0.02,0,0.04,0.01,0.33,0,0.37,21.08,4.33,1,0.66,8.26,12.16,0.86,0.13,0,0.53,0.12,0.15,0.46,0,2.7e+07,24800000,22700000,20700000,18900000,17100000,15500000,1.4e+07,12600000,11300000
"408","e.zacarias","Sobianitedrucy",27,1993,2.49,0.73,0.75,0.09,0.85,0.04,0,0.43,0,0.48,14.61,4.21,1,2.01,7.14,5.45,0,0,0,0,0,0.87,0.74,0.08,14200000,13100000,12100000,11100000,10200000,9400000,8500000,7800000,7100000,6400000
"409","g.chimwaza","Sobianitedrucy",20,2000,0.25,0,0.07,0,0.05,0,0.04,0,0,0.05,5.08,0.07,0.06,5.02,0.04,0.09,0,0,0.06,0.08,0,0,0.06,0.05,9e+06,8500000,8e+06,7500000,7100000,6600000,6100000,5700000,5300000,4900000
"410","p.mlotshwa","Sobianitedrucy",23,1997,4.83,1.04,0.24,0.47,0.13,0.49,0.15,1.38,1,1.19,14.45,2.12,1,2.39,5.92,6.05,0.49,0.1,0.02,0.4,0,1.11,0.21,0.07,38600000,36200000,33700000,31400000,29200000,2.7e+07,24900000,22900000,2.1e+07,19300000
"411","r.nkosi","Sobianitedrucy",29,1991,5.51,0.69,0.28,0.27,0.61,0,0,0.89,0,0.88,11.51,2.92,1,3.77,4.25,3.58,0.24,0.1,0.05,0.26,0.68,1.34,0.21,0,29700000,27300000,25100000,22900000,20900000,1.9e+07,17300000,15600000,14100000,12700000
"412","v.golob","Sobianitedrucy",26,1994,4.29,0.57,0.17,0,0.49,0,0.08,1.24,0.05,1.21,20.23,4.71,1,3.83,8.57,7.79,1.14,0.31,0.02,0.94,2.07,2.53,1.7,0.03,26800000,24900000,2.3e+07,21300000,19600000,1.8e+07,16400000,1.5e+07,13700000,12400000
"413","y.smit","Sobianitedrucy",26,1994,1.35,1.44,0.8,1.39,0,0,0,0.01,0,0,10.1,2.92,1,2.93,2.78,4.2,0.02,0,0.02,0,1.39,2.88,0,0,1e+07,9300000,8600000,7900000,7300000,6700000,6100000,5600000,5100000,4600000
"414","a.khainza","Sobianitedrucy",21,1999,7.92,0,0,0.01,0,0,0,0,0,0,0.06,0.01,0,0.06,0,0,0,0.03,0.02,0.08,0.02,0.02,0.07,0.27,1.16e+08,109200000,102500000,9.6e+07,89600000,83400000,77400000,71600000,66100000,60900000
"415","d.sigauke","Sobianitedrucy",23,1997,5.1,1.35,1,0.79,0.62,0.07,0,1.47,0.09,1.64,21.23,5.09,1,2.78,11.24,7.29,0.79,0,0,0.79,0.89,2.41,0.07,0,44100000,41300000,38500000,35900000,33300000,30800000,28500000,26200000,2.4e+07,2.2e+07
"416","f.lee","Sobianitedrucy",23,1998,3,2.62,1.41,0.62,1.3,0.67,0.93,1.77,1,0.71,19.78,4.42,1,6.7,9.29,3.6,0.6,0.01,0,0.7,0.77,3.41,3.08,0.03,19300000,18100000,16900000,15700000,14600000,13500000,12500000,11500000,10500000,9600000
"417","i.makavan","Sobianitedrucy",29,1991,7.74,1.98,1.1,1.17,0.36,0.43,1.25,3.7,1,2.57,17.38,5.77,1,5.53,10.09,1.95,1.87,0.21,0,1.73,2.35,4.13,1.11,0.07,6e+07,55200000,50700000,46400000,42300000,38500000,3.5e+07,31700000,28600000,25700000
"418","i.marie","Sobianitedrucy",28,1992,4.34,3.88,2.59,1.82,2.05,0,1.2,2.64,1,1.64,17.28,5.98,1,5.17,6.69,5.38,1.16,0.3,0.09,0.87,1.61,5.49,0.83,0.02,22600000,20800000,19200000,17600000,16100000,14700000,13400000,12100000,1.1e+07,9900000
"419","x.wouters","Sobianitedrucy",23,1997,2.09,0.96,1.01,0.5,0.02,0.4,0.43,0.96,1,0.42,13.87,2.77,1,2.87,5.27,5.66,2.29,0,0,2.38,1.43,2.35,0.92,0.06,15800000,14800000,13800000,12900000,11900000,1.1e+07,10200000,9400000,8600000,7900000
"420","z.delemovi","Sobianitedrucy",25,1995,1.47,2.07,1.29,0.66,0.6,0.6,0.04,1.4,0,1.35,17.22,4.61,1,4.67,9.33,3.25,1.95,0.1,0,2.04,0.76,2.62,0.73,0,10900000,10100000,9400000,8700000,8e+06,7400000,6800000,6200000,5700000,5100000
"421","a.acheng","Southern Ristan",25,1995,0.37,3.36,3.4,3.27,0.03,0.06,0.03,0,0,0,16.79,3.38,1,3.33,6.59,6.64,0,0.02,0.03,0.09,0,3.36,0,0.05,8e+06,7400000,6900000,6400000,5900000,5400000,5e+06,4500000,4100000,3800000
"422","f.cho","Southern Ristan",26,1994,0.71,7.51,3.67,6.16,1.26,0.1,3.79,3.75,1,0,23.81,5.06,1,3.7,13.84,6.22,3.78,0,0.06,3.78,3.71,11.36,1.26,0,8400000,7800000,7200000,6600000,6100000,5600000,5100000,4700000,4300000,3900000
"423","h.nyombi","Southern Ristan",25,1995,2.07,0.59,0.48,0.01,0.56,0.04,0.56,0.44,1,0.09,11,2.45,1,6.03,4.46,0.42,3.09,2.41,0,0.43,2.47,3.06,2.44,0.43,1.2e+07,11200000,10400000,9600000,8900000,8200000,7500000,6900000,6300000,5700000
"424","i.permana","Southern Ristan",27,1993,4.07,2.42,0.98,2.08,0.42,0.05,1.84,2.98,1,1.34,18.53,2.03,1,9.7,7.49,1.29,1.5,0.33,0.03,1.17,2.48,5.05,1.72,0.07,1.8e+07,16700000,15400000,14200000,1.3e+07,11900000,10900000,9900000,9e+06,8100000
"425","j.kondowe","Southern Ristan",29,1991,3.75,2.52,1.4,1.68,0.8,0.07,1.36,2.7,1,1.27,11.53,2.88,1,6.55,3.76,1.31,1.62,0.24,0.07,1.4,2.46,4.79,3.41,0.07,15300000,14100000,12900000,11800000,10800000,9800000,8900000,8100000,7300000,6500000
"426","l.oroma","Southern Ristan",30,1990,2.06,2.02,0.93,1.05,1.06,0.05,1.01,0.91,1,0.04,5.56,1.98,1,3.45,1.96,0,1.05,0,0.1,1.07,3.01,5.02,3.96,0,8600000,7900000,7200000,6600000,6e+06,5500000,4900000,4500000,4e+06,3600000
"427","o.salonen","Southern Ristan",31,1989,1.01,1.93,1.91,0,2.03,0.03,0.08,0.96,0,1.02,15.91,6.95,1,0.02,5.94,9.96,0,0,0,0,0,2.01,3.93,0.06,7200000,6600000,6e+06,5500000,5e+06,4500000,4100000,3700000,3300000,2900000
"428","r.auer","Southern Ristan",35,1985,3.11,3.15,2.15,2.21,0.87,0,1.31,1.25,1,0.08,8.67,4.46,1,5.93,1.85,0.97,2.1,1.82,0,0.26,1.61,4.67,3.69,0,7500000,6800000,6100000,5500000,5e+06,4400000,4e+06,3500000,3100000,2800000
"429","w.karlsson","Southern Ristan",31,1989,3.95,0.84,0.02,0.15,0.41,0,0.51,0.65,1,0.28,3.74,1.27,1,0.98,2.57,0.21,2.26,1.67,0.04,0.49,0.25,0.97,3.01,0.09,15400000,14100000,12900000,11700000,10600000,9600000,8700000,7800000,7e+06,6300000
"430","x.nakibuuka","Southern Ristan",33,1987,3.79,1.42,1.23,0.44,0.56,0.23,0.17,0.74,1,0.58,5.49,1.32,1,4.18,1.28,0,1.63,0.45,0.07,1.14,0.45,1.87,4.95,0.04,11200000,10200000,9300000,8400000,7600000,6800000,6100000,5500000,4900000,4300000
"431","x.boateng","Southern Ristan",26,1994,0.24,0,0.09,0,0.03,0,0.08,3.32,0,3.39,19.99,0,0.05,0.05,9.91,9.96,0,0,0.04,0,0.07,0.1,0,0.01,7600000,7e+06,6500000,6e+06,5500000,5100000,4600000,4200000,3900000,3500000
"432","b.phillips","Southern Ristan",27,1993,4.94,0,0.1,0.07,0.06,0.06,0.07,0,0,0,3.62,0.65,1,0,1.53,1.95,0.14,0.21,0,0.03,0.03,0.07,0.33,0.08,30300000,28100000,25900000,23900000,21900000,2e+07,18300000,16700000,15100000,13700000
"433","f.diaz","Southern Ristan",30,1990,0.05,0,0.08,0.06,0,0.1,0.03,0.09,0,0.02,19.91,19.94,1,0,9.91,10.06,0,0,0.03,0,0.08,0,0.03,0,7e+06,6500000,5900000,5400000,4900000,4500000,4e+06,3600000,3300000,2900000
"434","y.ruggiero","Southern Ristan",28,1992,5.07,0.09,0.01,0,0,0.09,0.06,0,0,0,0,0,0,0,0.1,0,0.02,0,0.1,0.1,0,0.07,0.12,0,28500000,26300000,24200000,22200000,20400000,18600000,16900000,15300000,13900000,12500000
"435","a.lefevre","Southern Ristan",29,1991,2.95,0.74,0.38,0.25,0,0.39,0.69,1.25,1,0.64,17.05,2.57,1,3.03,7.41,6.75,1.74,0,0,1.73,0.01,0.63,0.05,0.07,13500000,12400000,11400000,10400000,9500000,8700000,7900000,7100000,6400000,5800000
"436","b.amin","Southern Ristan",18,2002,1.78,1.59,1.2,1.14,0.56,0.05,0.55,1.16,1,0.6,13.33,3.9,1,2.8,3.97,6.58,0.54,0,0.06,0.51,0.05,1.7,0,0,19600000,18600000,17600000,16600000,15700000,14700000,13800000,12800000,1.2e+07,11100000
"437","c.mitrovi","Southern Ristan",25,1995,1.67,1.26,0.61,0.01,1.15,0.07,0.5,1.27,1,0.58,20.04,4.15,1,10.08,9.48,0.67,1.72,0.63,0.05,1.18,1.77,2.97,1.74,0,9800000,9100000,8400000,7800000,7200000,6600000,6100000,5600000,5100000,4600000
"438","h.leong","Southern Ristan",23,1997,3.86,1.82,1.92,1.13,0.54,0.17,0.51,2.03,1,1.62,13.44,4.39,1,5.23,7.02,1.14,1.23,0.35,0,1.11,0.49,2.42,0.79,0.05,2.6e+07,24300000,22700000,21100000,19600000,18100000,16700000,15400000,14100000,12900000
"439","i.reilly","Southern Ristan",32,1989,3.33,2.12,1.75,1.47,0.22,0.3,0.58,2.06,1,1.54,13.29,4.05,1,7,4.94,1.09,0.33,0.29,0.04,0,0.01,2.14,0.91,0,10400000,9500000,8600000,7800000,7100000,6400000,5700000,5200000,4600000,4100000
"440","k.clark","Southern Ristan",33,1987,2,1.96,1.91,0.47,0.91,0.54,0.05,2.56,0,2.54,23.5,4.48,1,4.97,12.09,6.46,1.04,0.51,0,0.58,1.54,3.46,0.51,0,6800000,6200000,5600000,5100000,4600000,4200000,3700000,3300000,3e+06,2600000
"441","n.utami","Southern Ristan",30,1991,2.49,1.19,0.47,0.44,0.71,0.08,0.44,0.8,1,0.41,8.06,0.88,1,1.6,1.96,4.43,2.07,0.1,0.08,2.07,1.3,2.45,0.03,0,10600000,9700000,8900000,8100000,7400000,6700000,6100000,5500000,4900000,4400000
"442","o.nalubega","Southern Ristan",27,1993,1.44,0.75,0,0.02,0.76,0,0.08,0.04,0,0,14.79,2.62,1,2.61,1.93,9.99,1.98,0.01,0.09,2,0.72,1.42,0.08,0,10100000,9300000,8600000,7900000,7300000,6700000,6100000,5500000,5e+06,4500000
"443","x.nakanwagi","Southern Ristan",27,1993,0.12,0.08,0,0,0,0,0.06,0.09,0,0.01,14.92,0,0,0,10.08,5.06,0,0.09,0,0,0,0.08,0,0,6500000,6e+06,5500000,5100000,4700000,4300000,3900000,3600000,3200000,2900000
"444","a.ansah","Varijitri Isles",22,1998,2.59,1.91,0.7,1.18,0.82,0.09,0.07,0.74,0,0.86,16.87,4.41,1,11.22,5.68,0.02,2.36,1.19,0.08,1.15,4.83,6.72,6.89,0.06,15500000,14600000,13600000,12700000,11900000,1.1e+07,10200000,9400000,8700000,7900000
"445","c.malkah","Varijitri Isles",21,1999,1.12,4.94,2.45,0.84,3.39,0.89,0.9,1.69,1,0.85,10.74,3.25,1,3.33,4.08,3.34,0.83,0.09,0.04,0.83,4.09,9.23,1.73,0.01,12700000,1.2e+07,11300000,10500000,9800000,9200000,8500000,7900000,7300000,6700000
"446","e.amony","Varijitri Isles",25,1995,1.77,0.56,0.04,0.6,0.08,0.07,0.47,1.57,1,1.04,15.64,3.81,1,10.09,4.93,0.51,2.72,0,0.07,2.84,0.48,1.07,2.16,0.09,1e+07,9300000,8700000,8e+06,7400000,6800000,6200000,5700000,5200000,4700000
"447","l.james","Varijitri Isles",23,1997,3.04,1.67,0.62,0.98,0.4,0.29,1.1,3.62,1,2.73,22.31,4.41,1,11.99,7.67,2.59,3.36,0.34,0,2.95,3.3,4.98,1.34,0,16900000,15800000,14800000,13700000,12800000,11800000,10900000,1e+07,9200000,8400000
"448","m.happy","Varijitri Isles",24,1996,3.01,1.67,1,1.76,0.07,0,0.9,2.07,1,1.07,11.25,3.02,1,10.34,1.08,0,1.95,1.58,0.1,0.35,0.93,2.71,4.65,0,15700000,14600000,13600000,12600000,11700000,10800000,9900000,9100000,8300000,7600000
"449","n.rebane","Varijitri Isles",35,1985,2.91,0.76,0.25,0,0.73,0.06,0.3,1.63,1,1.32,20.95,4.24,1,2.02,7.63,11.25,0.02,0,0,0,0,0.65,1.93,0.09,8500000,7700000,7e+06,6300000,5600000,5e+06,4500000,4e+06,3500000,3100000
"450","v.nanyonjo","Varijitri Isles",24,1996,3.08,0,0.05,0,0.06,0.06,0.03,0.02,0,0,0.34,0,0.09,0.28,0,0,0,0.07,0.09,0.07,0,0,0,0.03,19900000,18600000,17300000,16100000,14900000,13700000,12600000,11600000,10600000,9700000
"451","c.kalua","Varijitri Isles",26,1994,1.46,3.29,1.96,2.59,0.7,0,1.3,2.71,1,1.27,16.76,5.37,1,8.06,8.06,0.59,2.75,2.09,0.05,0.59,2.73,5.99,6.1,0,9100000,8500000,7800000,7200000,6600000,6100000,5600000,5100000,4600000,4200000
"452","f.krause","Varijitri Isles",24,1996,0.05,9.92,10.03,0,0,10.03,0,0,0,0.05,50.03,9.95,1,30.09,10.08,10.01,9.93,0,0,10.01,0.04,10.07,0.04,0.01,4300000,4100000,3800000,3500000,3200000,3e+06,2800000,2500000,2300000,2100000
"453","h.adokorach","Varijitri Isles",25,1995,1.9,1.05,1.14,0.51,0.58,0,0,0,0,0,24.15,5.28,1,8.97,13.26,2.12,1.01,0.6,0,0.51,3.08,4.25,0,0.04,11200000,10400000,9600000,8900000,8200000,7600000,7e+06,6400000,5800000,5300000
"454","k.atto","Varijitri Isles",26,1994,1.84,1.09,1.21,0.54,0.61,0,0.51,1.6,1,1.21,19.37,3.32,1,6.67,9.36,3.26,0.58,0.62,0,0,1.63,2.69,0.02,0,10600000,9800000,9100000,8400000,7700000,7100000,6500000,5900000,5400000,4900000
"455","k.deboer","Varijitri Isles",25,1995,1.35,1.49,1.54,1.47,0.06,0.05,0,3.02,0,3.16,30.74,4.55,1,10.71,11.55,8.52,1.47,0.68,0,0.86,2.26,3.93,0,0,9300000,8700000,8100000,7500000,6900000,6300000,5800000,5300000,4900000,4400000
"456","k.mawanda","Varijitri Isles",26,1994,2.92,0.36,0.34,0.3,0.01,0,0.09,1.44,0.09,1.38,20.74,5.18,1,4.39,11.45,4.92,0.26,0.43,0,0.08,1,1.4,0.03,0,16700000,15500000,14300000,13200000,12200000,11200000,10200000,9300000,8500000,7700000
"457","l.nyarko","Varijitri Isles",20,2000,0.12,0.08,0,0.05,0.03,0,0.06,0.1,0,0,20.03,0,0,10.07,9.94,0.04,0,0.04,0.02,0,0,0,0,0.02,7600000,7200000,6700000,6300000,5900000,5500000,5100000,4800000,4400000,4100000
"458","q.higenyi","Varijitri Isles",23,1997,2.28,1.31,0.44,1.2,0.01,0.08,0.43,1.67,1,1.31,22.5,3.55,1,4.88,11.7,6.01,1.81,0,0.03,1.81,0.5,1.77,0.52,0.01,16200000,15200000,14100000,13200000,12200000,11300000,10400000,9600000,8800000,8100000
"459","w.murakami","Varijitri Isles",21,1999,0.32,0.06,0,0,0,0,0,0,0,0,26.66,0,0,0.1,23.28,3.27,0,0.07,0.04,0,3.38,3.28,0.04,0.03,10200000,9600000,9e+06,8400000,7900000,7300000,6800000,6300000,5800000,5300000
"460","n.singh","Varijitri Isles",26,1994,2.04,0.53,0.54,0.6,0,0.03,0.44,0.95,1,0.47,13.47,5.08,1,6.58,4.92,2.02,0.59,0.43,0,0.09,2.56,2.92,3.02,0.01,11500000,10700000,9900000,9100000,8400000,7700000,7100000,6400000,5900000,5300000
"461","k.koppel","Varijitri Isles",24,1997,1.36,0.7,0,0.81,0.09,0,0.08,0.82,0.03,0.79,25.39,5.41,1,11.4,9.95,3.89,0,0,0.04,0,0.09,0.76,0,0.08,9600000,8900000,8300000,7700000,7200000,6600000,6100000,5600000,5100000,4700000
