"","Player","Nation","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Performance.PK","Performance.PKatt","Standard.FK","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"440","k.clark","Southern Ristan",33,1987,2.05,0,0.58,0.43,1,0.47,0.52,0,0,7.23,0.02,0.1,0.02,0,0.12,0.07,-0.14,-0.14,4200000,3300000,2600000,2e+06,1500000,1100000,8e+05,6e+05,4e+05,3e+05
"441","n.utami","Southern Ristan",30,1991,2.53,0.08,1.96,0.87,1,2.07,0.89,0.01,0,17.48,0,0.06,0,0.12,0.12,0.1,-0.19,-0.2,11400000,9500000,7800000,6200000,4900000,3800000,2900000,2200000,1600000,1100000
"442","o.nalubega","Southern Ristan",27,1993,1.45,0.09,0.72,0.01,0.08,0.74,0.04,0,0,13.03,0,0.03,0.01,0.04,0.03,0.09,-0.06,-0.16,11100000,9700000,8400000,7100000,5900000,4900000,3900000,3100000,2400000,1800000
"443","x.nakanwagi","Southern Ristan",27,1993,0.19,0.05,0.08,0,0,0.05,0,0,0,0,0,0.04,0.03,0,0,0,0.06,-0.06,6600000,5800000,5e+06,4200000,3500000,2900000,2300000,1800000,1400000,1100000
"444","a.ansah","Varijitri Isles",22,1998,2.57,0,1.13,0.39,1,1.25,0.45,0,0.02,9.32,0.06,0,0.09,0.13,0,0.1,-0.08,-0.13,3.1e+07,29800000,28100000,26100000,23700000,21200000,18600000,16100000,13600000,11400000
"445","c.malkah","Varijitri Isles",21,1999,1.18,0,3.39,3.24,1,3.27,3.32,0,0,18.27,0,0,0.1,0.48,0.42,0.13,-0.5,-0.51,23500000,22900000,2.2e+07,20800000,19300000,17500000,15700000,13800000,11900000,10100000
"446","e.amony","Varijitri Isles",25,1995,1.7,0,0.48,0.09,0,0.63,0.09,0.02,0,22,0.02,0.04,0,0,0,0.05,-0.07,0.01,14500000,13200000,11800000,10300000,8900000,7600000,6300000,5100000,4100000,3300000
"447","l.james","Varijitri Isles",23,1997,3.05,0,0.31,0,0,0.29,0.07,0.05,0,21.93,0.07,0,0,0.04,0,0.04,-0.07,-0.01,24700000,23300000,21600000,19700000,17600000,15500000,13300000,11300000,9400000,7700000
"448","m.happy","Varijitri Isles",24,1996,3.02,0,0.3,0.08,0.02,0.42,0,0,0,11.04,0,0,0.03,0.02,0,0.07,-0.02,0.05,25700000,23800000,21700000,19400000,1.7e+07,14700000,12500000,10400000,8500000,6800000
"449","n.rebane","Varijitri Isles",35,1985,3.03,0.05,3.41,0.38,1,3.35,0.26,0,0,14.27,0,0.06,0,0.28,0.43,0.07,-0.41,-0.42,3e+06,2300000,1700000,1300000,9e+05,6e+05,4e+05,3e+05,2e+05,1e+05
"450","v.nanyonjo","Varijitri Isles",24,1996,3.03,0.1,0,0.1,0,0.06,0,0,0,0,0,0,0,0,0.07,0,0.01,0.09,20600000,19100000,17400000,15500000,13600000,11800000,1e+07,8300000,6800000,5500000
"451","c.kalua","Varijitri Isles",26,1994,1.59,0,0,0.08,0,0.04,0,0,0,0,0.08,0,0,0.01,0.03,0,-0.1,0.02,12200000,10900000,9600000,8300000,7e+06,5900000,4800000,3800000,3e+06,2400000
"452","f.krause","Varijitri Isles",24,1996,0.13,0.09,0.02,0.02,0,0.07,0,0,0,0,0.04,0.08,0,0,0,0,-0.06,0.04,9100000,8500000,7700000,6900000,6e+06,5200000,4400000,3700000,3e+06,2400000
"453","h.adokorach","Varijitri Isles",25,1995,1.96,0,1.07,0,0,0.97,0,0.1,0,26.97,0.09,0,0.05,0,0.01,0.09,-0.03,0.08,19600000,17900000,1.6e+07,1.4e+07,12100000,10300000,8500000,7e+06,5600000,4400000
"454","k.atto","Varijitri Isles",26,1994,1.86,0,1.09,0,0.07,1.23,0,0.04,0,8.51,0,0.08,0.07,0.13,0.17,0.01,-0.17,-0.16,11400000,10200000,9e+06,7700000,6500000,5400000,4500000,3600000,2800000,2200000
"455","k.deboer","Varijitri Isles",25,1995,1.3,0.7,1.52,0.72,1,1.61,0.71,0.56,0.96,24.73,0.02,0.02,0,0,0.15,0.05,0.78,0.77,16500000,1.5e+07,13400000,11800000,10200000,8600000,7200000,5900000,4700000,3700000
"456","k.mawanda","Varijitri Isles",26,1994,2.97,0.01,0.31,0.26,1,0.34,0.44,0.08,0.05,29.2,0,0.05,0,0,0,0.06,-0.09,0.04,17400000,15600000,13700000,11800000,1e+07,8300000,6800000,5500000,4300000,3300000
"457","l.nyarko","Varijitri Isles",20,2000,0.17,0,0,0.08,0,0.1,0.08,0,0,0,0.04,0.02,0.07,0,0,0,-0.05,0.08,11500000,11500000,11200000,10800000,10200000,9400000,8600000,7700000,6700000,5800000
"458","q.higenyi","Varijitri Isles",23,1997,2.34,0,4.01,0.38,1,3.92,0.34,0.05,0.02,18.83,0,0,0.02,0.17,0.15,0.06,-0.17,-0.27,25400000,2.4e+07,22200000,20200000,18100000,15900000,13700000,11600000,9700000,7900000
"459","w.murakami","Varijitri Isles",21,1999,0.21,0,3.41,0,0,2.98,0,0,0,22.07,0,0,0,0.02,0,0.06,-0.03,-0.06,16800000,16400000,15800000,14900000,13800000,12600000,11200000,9900000,8500000,7200000
"460","n.singh","Varijitri Isles",26,1994,1.92,0.06,1.55,1.07,1,1.46,0.96,0,0.08,13.96,0,0.06,0.07,0.09,0,0,-0.07,-0.02,17800000,15900000,13900000,1.2e+07,10200000,8500000,6900000,5600000,4400000,3400000
"461","k.koppel","Varijitri Isles",24,1997,1.26,0.02,0.85,0,0.04,0.7,0,0.03,0,23.92,0.08,0,0.04,0,0,0.05,-0.03,0,15200000,14100000,12800000,11500000,10100000,8700000,7400000,6100000,5e+06,4e+06
"462","h.komujuni","Xikong",34,1986,3.42,0.03,0.24,0,0.04,0.21,0.06,0,0,10.84,0,0.01,0.02,0,0.04,0.1,0.07,0.05,6100000,4700000,3600000,2700000,2e+06,1400000,1e+06,7e+05,5e+05,3e+05
"463","q.sarfo","Xikong",26,1994,4.27,0.03,0.07,0,0,0,0,0,0,0,0.03,0,0.04,0.05,0,0,0.08,-0.07,28200000,25200000,22100000,19100000,16200000,13500000,1.1e+07,8800000,7e+06,5400000
"464","t.mbedzi","Xikong",31,1989,4.11,0,0.33,0.03,0.06,0.24,0,0,0,3.94,0,0.04,0,0.11,0.17,0.33,-0.08,0,19300000,15800000,12700000,1e+07,7800000,5900000,4400000,3200000,2300000,1700000
"465","v.lao","Xikong",26,1994,0.83,0.02,1.13,0.04,0,1.18,0,0.06,0,23.94,0,0.08,0.04,0,0.04,0.04,0.09,-0.08,9500000,8500000,7500000,6500000,5500000,4600000,3700000,3e+06,2400000,1800000
"466","x.ahmad","Xikong",26,1994,3.86,0,0.31,0.33,1,0.32,0.35,0.01,0.06,7,0.05,0,0,0.03,0.07,0.16,-0.02,-0.05,30300000,27100000,23800000,20500000,17400000,14500000,11800000,9500000,7500000,5800000
"467","c.meunier","Xikong",32,1988,0.41,0,0.06,0.07,0,0,0,0,0,0,0.07,0,0,0.1,0,0,-0.03,-0.06,3300000,2600000,2100000,1600000,1200000,9e+05,7e+05,5e+05,3e+05,2e+05
"468","u.mariani","Xikong",27,1993,0.28,0.03,0.07,0,0,0,0,0,0,0,0,0,0.07,0.05,0.09,0,-0.01,-0.04,6300000,5600000,4800000,4100000,3400000,2800000,2200000,1800000,1400000,1e+06
"469","a.ngabirano","Xikong",27,1993,1.31,0.1,0.61,0.67,1,0.79,0.62,0,0,16.18,0,0.08,0,0.14,0.04,0.02,-0.13,-0.04,9400000,8300000,7100000,6100000,5e+06,4100000,3300000,2600000,2e+06,1500000
"470","i.amolo","Xikong",34,1986,1.98,0.05,0.92,0.03,0.06,0.96,0,0,0,9.05,0.09,0.08,0,0.41,0.38,0.39,-0.42,-0.49,4200000,3300000,2500000,1900000,1400000,1e+06,7e+05,5e+05,3e+05,2e+05
"471","o.zen","Xikong",21,1999,3.63,0.03,2.19,0.32,1,2.23,0.21,0.05,0,14.66,0.05,0,0,0.34,0.18,0.06,-0.27,-0.24,30500000,29800000,28700000,2.7e+07,25100000,22800000,20400000,17900000,15500000,13100000
"472","u.taaka","Xikong",20,2000,1.53,0,2.09,0.6,1,2.15,0.69,0,0,13.56,0,0,0,0.07,0.09,0,-0.04,-0.1,17500000,17400000,1.7e+07,16400000,15400000,14300000,1.3e+07,11700000,10200000,8800000
"473","m.ngamita","Xikong",31,1990,4.24,0.05,0,0,0,0.07,0,0,0,0,0.08,0,0.07,0,0.01,0,0.04,-0.1,14100000,11500000,9300000,7300000,5700000,4300000,3200000,2400000,1700000,1200000
"474","o.avako","Xikong",31,1989,4.28,0,0.54,0.06,0,0.38,0.05,0,0,21.49,0.07,0.06,0.01,0,0.1,0,-0.07,0.04,12600000,10300000,8300000,6500000,5100000,3800000,2900000,2100000,1500000,1100000
"475","o.macamo","Xikong",25,1995,3.61,0,0.27,0,0.02,0.34,0,0.08,0,24.43,0,0,0.07,0.01,0,0.13,0.05,0.04,29400000,26800000,23900000,2.1e+07,18200000,15400000,12800000,10500000,8400000,6600000
"476","p.uddin","Xikong",29,1991,4,0.89,3.2,0.67,1,3.14,0.77,0.21,0.96,19.71,0.16,0.33,0,0.41,0.32,0,0.62,0.47,31400000,26600000,22100000,18100000,14500000,11500000,8900000,6800000,5100000,3700000
"477","s.yamamoto","Xikong",35,1985,4.03,0.03,0.99,0.41,1,0.89,0.54,0,0.05,28.97,0.08,0.02,0.15,0.01,0.03,0.02,0.06,0.05,6400000,4800000,3600000,2700000,1900000,1400000,9e+05,6e+05,4e+05,3e+05
"478","x.arab","Xikong",33,1987,0.01,0.09,0,0.08,0,0.04,0.03,0,0,0,0,0,0.1,0,0,0,0.07,0,2400000,1900000,1500000,1100000,8e+05,6e+05,4e+05,3e+05,2e+05,1e+05
"479","b.goldberg","Xikong",29,1992,1.01,0.98,2.06,1.09,1,2.05,1.05,0.43,1.05,13.77,0.04,0.07,0.01,0.38,0.5,0.13,0.52,0.59,9200000,7800000,6500000,5300000,4300000,3400000,2600000,2e+06,1500000,1100000
