"","Player","Nation","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","League","Year","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"88","i.abeja","Janmico","Green Fleet",33,1987,15.39,0.56,2.38,1.05,1,2.38,0.9,0.23,0.67,11.05,0.1,0,0.09,0.56,0.49,0.21,0.22,0.25,"A",2021,111918324.132445,87516484.9449045,67136654.4257379,50525507.7613296,37302920.9172102,27018183.9439677,19197763.1962261,13382161.5481029,9151305.80076239,6139330.72494713
"90","t.ichikawa","People's Land of Maneau","Green Fleet",22,1997,32.39,0.25,2.35,1.12,1,2.34,1.2,0.24,0.36,18.34,0.23,0,0.07,0.36,0.22,0.07,-0.03,0.12,"A",2021,23401153174.8163,22590879980.4289,21394896945.9446,19877804332.0566,18117896957.7583,16200496368.3715,14211176018.3278,12229617606.358,10324687097.6048,8551101890.64808
"91","z.nabaweesi","People's Land of Maneau","Green Fleet",18,2001,20.28,0.45,3.22,1.19,1,3.34,1.22,0.05,0.35,16.45,0,0.03,0.02,0.3,0.29,0.07,0.05,0.02,"A",2021,1467107508.64887,1529090471.18868,1563455720.11893,1568263920.83484,1543241446.39913,1489806166.21685,1410934386.94092,1310886317.41683,1194825284.80226,1068378009.45704
"93","l.amadu","Xikong","Green Fleet",18,2002,1.71,0.59,1.79,0.67,1,1.64,0.58,0.3,0.93,16.31,0.01,0,0,0.22,0.1,0.11,0.42,0.45,"A",2021,19599728.4388538,20427785.8419099,20886886.1755909,20951121.0239274,20616834.8854428,19902969.6952963,18849287.230866,17512701.4783264,15962191.5748817,14272927.3294264
"94","s.avraham","Nganion","Green Fleet",32,1988,5.71,0.26,0.66,0.53,1,0.78,0.51,0,0.06,20.69,0,0.16,0.25,0.27,0.08,0,-0.04,-0.09,"A",2021,8959966.21179289,7141901.85808318,5584734.68295731,4284226.02559025,3224210.33873064,2380430.57091596,1724125.33521414,1225076.78438709,853962.790869371,583977.006526717
"97","c.ji","Greri Landmoslands","Green Fleet",25,1994,34.41,0.53,3.11,1.24,1,3.22,1.07,0.08,0.25,21.98,0.51,0.36,0.21,0.47,0.31,0.16,0.11,0.06,"A",2021,46778575697.5356,42636973388.044,38124741196.0569,33443259729.2585,28780044485.5141,24297158221.3328,20123367772.7643,16350348305.1892,13032703492.5025,10191149732.0424
"98","q.nabutono","Lefghau","Green Fleet",27,1993,26.65,0.12,0.87,0.19,1,0.98,0.27,0,0.15,22.04,0,0.03,0,0.16,0.08,0.07,0.03,-0.1,"A",2021,2915289572.29682,2557310116.57085,2200727426.51261,1857933976.12424,1538776195.90245,1250264222.71081,996573442.824014,779287979.707293,597816375.105525,449902905.627425
"99","p.bauri","Ngoque Blicri","Green Fleet",23,1996,23.62,0.19,1.06,0.24,1,1.16,0.35,0.13,0.49,16,0.04,0,0,0.13,0.05,0.16,0.01,0.01,"A",2021,2960940471.38879,2804185419.21878,2605343190.70897,2374675727.77835,2123365951.00567,1862629798.18185,1602910986.71875,1353235637.93035,1120775449.42579,910636289.956309
"100","a.miura","Rosvi","Green Fleet",31,1988,12.27,0.09,0.51,0.33,1,0.51,0.3,0.03,0,21.01,0,0.06,0.08,0.06,0.09,0.01,-0.11,-0.03,"A",2021,42747273.8569694,34732397.9043267,27684856.3114123,21648656.1013218,16607366.5363853,12498323.5165156,9227497.04835469,6683396.5401311,4748885.57980079,3310299.92154728
"102","g.hartmann","Byasier Pujan","Green Fleet",23,1997,5.77,0.11,0.32,0.23,1,0.43,0.23,0.58,0.9,18.64,0,0,0.08,0.11,0.01,0.16,0.18,0.04,"A",2021,35418904.9728615,33543793.8889088,31165234.0819033,28405979.3691469,25399800.3566767,22280862.6039279,19174094.3349389,16187466.424566,13406767.0467245,10893072.8363051
"103","j.rukundo","Dosqaly","Green Fleet",27,1993,21.13,0.12,1.51,0.56,1,1.56,0.46,0,0.32,15.33,0.08,0,0.08,0.03,0.01,0,-0.05,0.02,"A",2021,1069553325.53908,938218819.017063,807396753.996266,681633646.852494,564541928.60546,458693458.759686,365620091.412253,285903005.371745,219325208.079443,165059126.014848
"104","a.haruna","Dosqaly","Horrible Grizzlies",25,1994,22.47,0.16,1.1,0.49,1,1.2,0.62,0.17,0.49,12.22,0,0,0.07,0.1,0.01,0,0.14,0.05,"A",2021,1632587329.78808,1488044077.7828,1330565723.73175,1167180515.5811,1004432804.48709,847978632.750333,702312004.343719,570632412.009925,454845541.521377,355674401.804886
"105","d.svensson","Esia","Horrible Grizzlies",27,1993,19.08,0.13,0.73,0.39,1,0.74,0.4,0.02,0.13,17.35,0.06,0,0.02,0,0,0,-0.03,-0.03,"A",2021,490579947.394702,430339776.323095,370334650.591172,312649954.546971,258942628.688269,210392326.867108,167701675.950626,131137249.528502,100599518.016284,75708892.1364124
"106","o.khainza","Lefghau","Horrible Grizzlies",35,1984,21.49,0.14,0.55,0.17,1,0.68,0.13,0.22,0.51,8.04,0.04,0.09,0,0.05,0.11,0.16,-0.06,0.03,"A",2021,216618151.246239,163021857.071283,120358838.763836,87174869.0195297,61942079.2888861,43177890.2154719,29526924.7627295,19808709.3094327,13036929.0472652,8417353.89289813
"107","y.eyotaru","Mico","Horrible Grizzlies",24,1996,15.2,0.08,0.26,0,0,0.22,0.01,0.06,0,11.15,0,0,0,0.05,0.05,0.12,-0.02,-0.04,"A",2021,260336029.852923,241875839.602103,220461046.163683,197129853.761131,172923531.882391,148811658.326876,125632203.569627,104050976.394214,84541997.3809249,67387603.2463374
"108","d.martini","Nganion","Horrible Grizzlies",29,1990,10.64,0.11,2.13,0.82,1,2.11,0.88,0.16,0.21,17.25,0.47,0,0,0.18,0.23,0,0.07,0.06,"A",2021,56675413.1575844,47847441.0087292,39628159.1301043,32198099.8303677,25664791.9835443,20069031.5786352,15395586.7697643,11586365.830701,8554199.79829079,6195733.14799171
"109","s.namugere","Nganion","Horrible Grizzlies",30,1989,24.29,0,0.37,0.13,1,0.55,0.25,0.06,0.23,16.02,0,0.05,0,0,0.08,0.04,-0.01,-0.02,"A",2021,952469914.351772,788853667.757964,640947995.152451,510893408.447127,399502008.588888,306470584.483661,230642739.460252,170283253.972547,123334692.439192,87635431.9090208
"110","f.kalule","People's Land of Maneau","Horrible Grizzlies",23,1996,25.43,0.1,0.97,0.47,1,1,0.4,0.16,0.28,14,0,0,0,0.19,0.07,0.07,-0.02,0.07,"A",2021,3386306131.93269,3207031810.30955,2979624111.91225,2715819198.67367,2428406518.03278,2130213277.85943,1833183529.25957,1547640076.84493,1281784896.92163,1041457362.09047
"112","v.thompson","People's Land of Maneau","Horrible Grizzlies",20,1999,26.49,0,1.26,0.51,1,1.32,0.39,0.02,0.11,21.04,0.21,0,0,0.03,0.01,0.02,0.03,-0.01,"A",2021,4671081561.16091,4685446853.00602,4610688087.88901,4451041384.26762,4215398948.64836,3916488856.87536,3569737399.54983,3191955330.81354,2800003038.01746,2409580066.24024
"114","s.mlakar","Dosqaly","Horrible Grizzlies",33,1986,8.22,0.43,3.58,1.3,1,3.56,1.28,0.06,0.45,10.82,0.07,0,0,0.6,0.6,0.24,-0.18,-0.12,"A",2021,23181397.4323112,18127097.9092384,13905868.2354553,10465237.7969727,7726472.33481256,5596217.28398303,3976390.65731953,2771817.8212073,1895489.93372201,1271626.13098975
"115","q.gunther","Esia","Horrible Grizzlies",24,1996,28.83,0.31,2.83,1.11,1,2.78,1.14,0.15,0.09,13.89,0,0,0,0.37,0.39,0.17,-0.14,-0.12,"A",2021,8793107040.87879,8169595846.66509,7446290005.8688,6658255893.56063,5840663417.15245,5026261026.32874,4243352003.15264,3514424698.184,2855489625.62017,2276082987.46846
"117","z.makore","People's Land of Maneau","Horrible Grizzlies",22,1997,11.52,0.52,2.84,1.09,1,2.72,1.23,0.13,0.42,9.79,0,0.01,0.05,0.48,0.58,0.16,-0.09,-0.08,"A",2021,152278282.862875,147005593.53131,139222975.236228,129350801.140318,117898558.981403,105421461.501168,92476360.689007,79581769.1228107,67185818.1763331,55644570.2810366
"118","n.nantege","People's Land of Maneau","Horrible Grizzlies",19,2000,11.75,0.1,1.99,0.45,1,2,0.59,0.12,0.39,19.09,0,0,0.07,0.02,0.12,0.01,0.1,0.12,"A",2021,157681584.102708,161225368.457857,161721195.696241,159140849.090507,153630540.97933,145497191.559161,135180118.510688,123211770.123145,110172380.330592,96643896.1890639
"119","a.olobo","Biarizea","Horrible Grizzlies",27,1993,13.07,0.22,2.68,0.87,1,2.74,1.01,0.13,0.24,21.81,0,0,0.09,0.21,0.2,0.1,-0.01,-0.05,"A",2021,184569056.302929,161905122.350349,139329618.625634,117627121.471927,97421015.4071815,79155117.1821476,63093773.4715914,49337276.2587946,37848179.9009535,28483672.9457988
"120","d.kayira","Slandsganiamayotteque","Horrible Grizzlies",21,1998,19.39,0.15,2.24,0.84,1,2.22,0.8,0.12,0.23,13.83,0,0,0.04,0.34,0.27,0.2,-0.09,-0.06,"A",2021,1228665144.71946,1209061147.09805,1167196977.81757,1105404440.98057,1027021221.04696,936092555.572251,837026730.109199,734245045.53146,631864394.940432,533442857.811489
"124","m.matsumoto","Dosqaly","Horrible Grizzlies",29,1991,23.89,0.02,0.39,0.09,1,0.51,0.04,0.07,0.08,19.56,0,0.05,0.04,0.03,0,0.19,0.04,0.05,"A",2021,1488223705.08272,1256412471.81996,1040584664.8569,845480831.219327,673924541.312609,526987045.517139,404268375.083828,304243115.741666,224622322.248153,162692011.006083
"125","c.nyesiga","Manlisgamncent","Horrible Grizzlies",26,1994,20.23,0,1.22,0.17,1,1.24,0.17,0.06,0,22.82,0,0,0.06,0.08,0,0,0.01,0.02,"A",2021,715409487.195477,639698350.544259,561147365.581136,482902871.164351,407684132.389783,337651739.206147,274343917.191899,218676866.143514,170998188.294884,131178100.699636
"126","y.diallo","Ngoque Blicri","Horrible Grizzlies",19,2001,2.9,0,0.34,0.05,0.01,0.38,0,0,0,19.9,0.06,0.07,0,0.1,0.02,0,-0.01,-0.02,"A",2021,12609804.5440673,12893201.1646622,12932852.4948998,12726502.0416151,12285842.413194,11635418.0338314,10810361.1614741,9853251.71371567,8810491.02867021,7728617.44290594
"127","g.baey","People's Land of Maneau","Horrible Grizzlies",26,1993,0.45,0,1.96,1.97,1,2.23,2.16,0.09,0,27.97,0.03,0.07,0,0,0,0,-0.07,-0.05,"A",2021,10064177.8747612,8999095.06555047,7894062.07527568,6793340.70712847,5735184.81167053,4749988.95585603,3859392.46109496,3076284.16641661,2405554.04151553,1845376.33669059
"128","i.makavan","Sobianitedrucy","Horrible Grizzlies",28,1991,22.28,0.31,0.31,0,0.08,0.19,0,0,0,39.55,0.1,0.35,0.38,0.38,0.07,0.08,-0.08,-0.01,"A",2021,878828558.414962,756287670.8515,638485503.688893,528805817.176977,429657669.346769,342475946.282987,267805037.550398,205441686.452692,154610705.763539,114148895.985277
"129","h.alobo","Esia","Horrible Grizzlies",21,1999,16.92,0.16,2.1,0.82,1,2.01,0.9,0.19,0.26,12.28,0.05,0.02,0,0.39,0.45,0.1,-0.22,-0.14,"A",2021,405123932.889315,398659967.787944,384856225.589394,364481564.800647,338636509.727256,308654883.954106,275990217.751923,242100332.892668,208342679.721287,175890452.705607
"130","o.nampeera","People's Land of Maneau","Horrible Grizzlies",21,1999,32.09,0.15,2.61,0.8,1,2.54,0.78,0,0.11,20.41,0.17,0,0,0.15,0.12,0.01,0.08,0.06,"A",2021,21370380327.6283,21029404686.7779,20301254121.533,19226486094.3849,17863153514.7277,16281615882.4203,14558547252.4403,12770848057.4394,10990124114.2858,9278261700.09193
"132","a.tay","Frenchdo Stanser","Horrible Storm",32,1987,9.24,0,1.04,0.11,1,0.95,0.06,0.1,0,11.29,0,0.04,0,0.13,0.1,0.07,-0.03,-0.08,"A",2021,20003111.8908275,15944285.7934572,12467912.2781453,9564528.54059686,7198045.01944503,5314307.8816198,3849107.37148837,2734982.18784539,1906470.72238738,1303727.84083155
"133","d.yusof","Nkasland Cronestan","Horrible Storm",22,1997,26.38,0,0.43,0.08,1,0.34,0.03,0.02,0,22.4,0,0,0.01,0,0,0.13,-0.02,-0.08,"A",2021,4143322729.70389,3999858716.69156,3788102327.84609,3519491449.43206,3207888676.1999,2868400729.40489,2516178932.40948,2165331435.82602,1828051395.97236,1514026875.63554
"134","b.stewart","People's Land of Maneau","Horrible Storm",24,1995,37.9,0.09,0.15,0.13,1,0.12,0.1,0,0,20.88,0.06,0,0,0.06,0.09,0.01,-0.04,-0.05,"A",2021,38381413106.6239,35659822136.5078,32502633198.7439,29062909030.0286,25494164279.8505,21939344072.1683,18521990626.5972,15340264316.8145,12464050128.4805,9934973042.04943
"135","h.steiner","People's Land of Maneau","Horrible Storm",22,1997,35.57,0.15,0.69,0.28,1,0.53,0.11,0.13,0.25,8.57,0,0,0.07,0.07,0.06,0.14,-0.01,0.04,"A",2021,43309013859.2147,41809423956.8146,39595992617.3878,36788276922.7912,33531178766.3447,29982604553.8231,26300926904.5704,22633614439.8496,19108118871.8267,15825706858.42
"136","k.mirkovi","People's Land of Maneau","Horrible Storm",27,1993,35.53,0.04,0.51,0.19,1,0.64,0.19,0.05,0.24,8.84,0,0,0.06,0.07,0,0.03,-0.04,0.03,"A",2021,25857636858.0018,22682479626.0241,19519711235.1945,16479248757.0673,13648426714.6176,11089422661.3438,8839270867.54865,6912021974.95643,5302429948.00229,3990487279.76219
"137","y.aidoo","People's Land of Maneau","Horrible Storm",25,1995,6.98,0.23,0.75,0.17,1,0.63,0.18,0.16,1.02,7.4,0.04,0,0,0.1,0.18,0.21,-0.13,-0.03,"A",2021,53343892.6604881,48621021.4369509,43475502.8716808,38136981.0989858,32819289.1918298,27707235.2201172,22947658.2908106,18645100.0687383,14861827.7879,11621465.3671397
"138","h.nsamba","Byasier Pujan","Horrible Storm",25,1995,17.81,0.64,3.38,1.49,1,3.32,1.47,0.06,0.31,20.55,0.28,0.19,0.32,0.52,0.2,0.15,0.05,0.07,"A",2021,1274949178.37003,1162069887.30816,1039089085.9476,911495398.866534,784399557.342483,662218578.678248,548462000.506683,445628427.692012,355206082.313053,277759589.379671
"139","e.estrada","Frenchdo Stanser","Horrible Storm",25,1994,13.05,0.11,2.78,0.96,1,2.65,0.83,0.04,0.15,13.94,0,0.08,0.06,0.26,0.25,0.03,-0.05,-0.08,"A",2021,188313102.228126,171640555.715844,153475991.502925,134630092.821946,115857727.143585,97811298.6930434,81009174.735655,65820405.3019673,52464804.4216053,41025768.5851973
"140","a.popescu","People's Land of Maneau","Horrible Storm",24,1995,37.01,0.41,2.73,1.3,1,2.67,1.29,0.11,0.21,13.03,0.01,0,0.04,0.51,0.43,0.1,-0.14,-0.03,"A",2021,54818790186.2218,50931639810.8812,46422340544.6781,41509506382.4899,36412396769.9613,31335175080.0429,26454292216.129,21909947105.0871,17801953955.3062,14189764227.4113
"141","k.aliyu","Saintswacroa","Horrible Storm",24,1995,25.68,0.33,2.48,0.94,1,2.55,0.94,0.06,0.37,16.26,0.12,0.03,0,0.16,0.2,0.13,0.04,-0.08,"A",2021,5153497059.56639,4788067287.01289,4364149494.77158,3902295515.08748,3423117858.8273,2945809859.85696,2486959611.57853,2059747170.59156,1673556038.93402,1333975229.54247
"142","k.muhumuza","People's Land of Maneau","Horrible Storm",22,1998,3.01,0.32,2.87,0.61,1,2.91,0.57,0.01,0.47,9.65,0.08,0,0.06,0.28,0.4,0.06,-0.01,-0.06,"A",2021,21414942.7230789,20673442.7671481,19578970.7131463,18190643.770909,16580111.3609471,14825453.2254197,13004979.6344051,11191609.1745067,9448362.70149549,7825313.38688512
"143","k.namuwaya","People's Land of Maneau","Horrible Storm",24,1995,24.33,0.27,1.92,0.74,1,2.02,0.61,0.07,0.29,16.83,0.17,0,0,0.23,0.18,0.05,0.12,0.01,"A",2021,2735450575.93201,2541482272.42079,2316468819.31678,2071319026.83205,1816973913.08886,1563621204.12461,1320065777.3121,1093303541.06054,888315211.523903,708067408.936874
"144","n.bondarenko","People's Land of Maneau","Horrible Storm",16,2004,0.15,0,4.98,0,0,4.51,0,0.01,0,22.06,0.05,0.08,0.06,0.44,0.45,0.14,-0.43,-0.58,"A",2021,9598028.76596249,10394197.5315844,11042846.7790386,11509389.5199099,11768055.0752445,11804246.1679052,11615903.2212588,11213698.4692762,10620034.4272072,9866977.47958744
"146","k.makaza","Dosqaly","Horrible Storm",25,1994,3.24,0,0.61,0.02,0,0.54,0,0.02,0,27.1,0,0,0.1,0,0,0.11,0.06,-0.07,"A",2021,15601413.6646759,14220122.1246611,12715219.5078426,11153869.5129371,9598611.59966729,8103496.32571361,6711469.51927917,5453106.33483497,4346617.98320442,3398913.71888479
"147","r.akech","Eastern Covaki","Horrible Storm",26,1994,8.3,0,0.21,0.13,1,0.34,0.05,0.06,0.04,25.54,0,0,0,0,0,0,0,0.03,"A",2021,33226690.9340529,29710340.3924387,26062095.0914618,22428084.5285471,18934603.0603193,15681997.7687584,12741710.4599871,10156293.3897639,7941890.69959127,6092474.71171983
"148","l.egger","Lefghau","Horrible Storm",22,1998,30.99,0.08,0.87,0.17,1,0.83,0.28,0.01,0,22.41,0,0,0.01,0.13,0,0,-0.09,0,"A",2021,10825590709.7031,10450750807.5857,9897477952.59631,9195656825.06568,8381507335.13181,7494500021.76645,6574221959.43436,5657534641.71534,4776296103.4205,3955819121.11691
"149","z.cher","Ngoque Blicri","Horrible Storm",25,1994,36.97,0.06,1.16,0.2,1,1.23,0.39,0.15,0.32,22.01,0,0.01,0,0.09,0,0.07,0.1,0.01,"A",2021,48068578350.2492,43812763970.6794,39176098928.5995,34365517261.1056,29573705540.3429,24967195692.3659,20678305528.3775,16801238319.9439,13392103534.651,10472188861.4407
"150","g.baey","People's Land of Maneau","Horrible Storm",26,1993,16.95,0.24,2.28,0.74,1,2.28,0.64,0.03,0.29,18.42,0.17,0,0.03,0.14,0.11,0.09,-0.03,-0.05,"A",2021,533817902.568461,477324438.487263,418711961.593671,360328179.096129,304202128.092961,251945978.418886,204707509.585736,163170363.427231,127593910.693612,97881311.0976548
"151","t.nkhoma","Southslands","Horrible Storm",29,1991,2.45,0.31,1.98,0.83,1,1.98,0.77,0.19,0.53,21.34,0.47,0.07,0.08,0.2,0.14,0.11,0.29,0.3,"A",2021,13231680.9407742,11170665.3377135,9251757.13182424,7517104.15714202,5991810.55801711,4685400.73806742,3594318.60632611,2705001.82343016,1997099.5556734,1446481.98647377
"152","q.mbambu","Lefghau","Horrible Storm",23,1996,0.16,0,4.99,4.99,1,4.92,5.02,0,0.08,12.55,0,0,0,0.03,0,0,0.04,0.02,"A",2021,41900664.2533626,39682402.5643954,36868559.6193285,33604353.5294652,30048035.2981835,26358323.1598438,22683007.5550377,19149818.3325548,15860243.1435491,12886535.8189692
"153","y.nabulo","People's Land of Maneau","Horrible Storm",19,2001,7.07,0.03,1.62,0.17,1,1.63,0.1,0,0.01,18.49,0,0,0,0,0,0.06,-0.04,-0.14,"A",2021,50572233.1880907,51708809.0907032,51867832.675247,51040254.1663562,49272967.3375074,46664408.7932894,43355478.1594744,39516944.2623457,35334901.9206742,30995995.3921787
"155","d.asaba","Greri Landmoslands","Mighty Jays",28,1991,8.23,0,0.76,0.33,1,0.93,0.31,0.08,0.07,24.52,0.06,0,0.01,0.07,0.05,0.05,-0.07,-0.05,"A",2021,31459120.7294755,27072567.1300922,22855643.859362,18929478.2079265,15380306.3895687,12259492.5231943,9586523.93301226,7354124.70964628,5534545.74514175,4086148.39100573
"156","s.chided","Lefghau","Mighty Jays",22,1997,22.16,0.15,0.62,0.25,1,0.75,0.13,0.14,0.42,11.28,0,0,0.08,0.03,0,0,-0.03,0.01,"A",2021,1516030896.01144,1463537790.74757,1386056684.67393,1287772670.31005,1173758034.63705,1049540287.25402,920663257.553791,792289080.761915,668879200.725214,553978454.152228
"157","s.kaggwa","Lefghau","Mighty Jays",33,1987,15.43,0.04,0.96,0.1,1,1.06,0.19,0.16,0.58,17.48,0.29,0.07,0.07,0.05,0,0.05,0.1,0.06,"A",2021,93679801.6845953,73254554.3129233,56195877.8522049,42291730.007443,31223932.8176943,22615225.284767,16069242.1276966,11201367.1546219,7659983.46755067,5138848.25606013
"158","e.ta","Nganion","Mighty Jays",26,1993,10.04,0,0.15,0.08,0,0.12,0.09,0,0,21.39,0.06,0,0,0.1,0,0,-0.03,0.09,"A",2021,53463810.744534,47805784.1826522,41935530.7557254,36088181.9070265,30466953.1055314,25233309.0426959,20502204.0246638,16342107.2755638,12778995.7224286,9803170.45714056
"159","z.semakula","Nganion","Mighty Jays",25,1995,23.27,0.13,0.58,0.22,1,0.72,0.24,0.12,0.27,19.18,0,0.03,0,0,0.11,0.05,-0.06,0.07,"A",2021,1446093759.54594,1318061959.41158,1178572658.65464,1033851255.02875,889694525.952587,751112413.20716,622085562.104349,505447981.217223,402887666.191026,315045035.261327
"160","q.aini","Ngoque Blicri","Mighty Jays",23,1997,25.58,0.03,0.55,0.05,1,0.56,0.1,0.13,0.26,24.26,0.05,0.01,0,0,0,0.08,0.06,-0.07,"A",2021,3106442503.39362,2941984432.92988,2733371002.13616,2491368429.66919,2227709170.17762,1954160318.00385,1681678799.83222,1419734284.89838,1175850891.46468,955385393.116712
"161","e.ramezani","People's Land of Maneau","Mighty Jays",24,1995,28.32,0,0.54,0.09,1,0.44,0.09,0,0.06,12.21,0.08,0.04,0,0.05,0.07,0.11,-0.05,-0.12,"A",2021,5972920712.05159,5549386356.24297,5058064185.64324,4522773844.09201,3967405302.15875,3414203699.41683,2882394692.83466,2387254013.0742,1939657171.08006,1546081851.95479
"162","v.ram","People's Land of Maneau","Mighty Jays",25,1995,8.35,0,0.89,0,0,0.99,0,0,0,15.5,0.04,0.08,0,0.09,0.04,0.13,-0.15,-0.14,"A",2021,56650169.5473049,51634572.7803736,46170132.811836,40500727.2159605,34853442.5294447,29424541.3040379,24369963.7962667,19800731.2072831,15782970.1204201,12341768.6749404
"163","z.nakagawa","People's Land of Maneau","Mighty Jays",22,1997,5.44,0,0.36,0.19,1,0.41,0.16,0,0,20.56,0,0.06,0,0.05,0,0.12,-0.09,-0.03,"A",2021,31165399.5791267,30086286.610518,28493489.5000035,26473042.1674658,24129216.7955911,21575643.684254,18926288.6231231,16287270.8261335,13750305.2316494,11388263.8719989
"165","g.siddiqui","Central Diasongo","Mighty Jays",25,1995,18.06,0.63,2.66,1.16,1,2.7,1.11,0.24,0.51,15.48,0.07,0.08,0.12,0.42,0.42,0.13,0.16,0.12,"A",2021,681624684.327402,621276152.446698,555527061.16692,487311787.84129,419362677.14112,354041194.194406,293223639.266068,238245838.740977,189903439.160881,148498305.377062
"166","u.nalumansi","Czechnor","Mighty Jays",31,1989,25.81,0.39,2.17,0.7,1,2.2,0.72,0.1,0.43,13.42,0,0,0.09,0.46,0.41,0.08,-0.06,-0.1,"A",2021,1362506180.51687,1107043854.2387,882413881.110478,690018919.958009,529335265.300083,398365591.553988,294112831.642822,213023387.719241,151363709.758328,105510917.902367
"167","f.heng","Dosqaly","Mighty Jays",29,1991,21.33,0.66,1.97,1.22,1,2.03,1.21,0.27,0.44,14.27,0.1,0.23,0.17,0.37,0.43,0.11,0.2,0.07,"A",2021,745622383.515986,629481480.988467,521348514.615729,423598569.514649,337646296.781368,264028408.913631,202544515.572935,152430361.344784,112539150.353243,81511136.1356946
