"","Player","Nation","Squad","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9","trial"
"201","n.irawan","Rarita","Serious Buffaloes",13600000,12700000,11800000,10900000,1e+07,9200000,8500000,7700000,7100000,6400000,0
"202","w.nasiru","Rarita","Stacked Rocks",6e+06,5400000,4900000,4400000,3900000,3500000,3100000,2800000,2500000,2200000,0
"203","g.leitner","Rarita","Strong Oaks",9e+06,8300000,7700000,7100000,6500000,5900000,5400000,4900000,4400000,4e+06,0
"204","u.nyeko","Rarita","Strong Oaks",3e+06,2800000,2500000,2300000,2100000,1900000,1700000,1600000,1400000,1200000,0
"205","z.nyamahunge","Rarita","Strong Oaks",1600000,1400000,1300000,1100000,1e+06,9e+05,8e+05,7e+05,6e+05,5e+05,0
"206","e.miyazaki","Greri Landmoslands","Wild Hornets",6600000,6e+06,5400000,4900000,4400000,4e+06,3600000,3200000,2800000,2500000,0
"207","m.asiimwe","Rarita","Wild Hornets",2700000,2500000,2200000,2e+06,1800000,1600000,1500000,1300000,1100000,1e+06,0
"208","s.kiconco","Nkasland Cronestan","Fanatical Outlaws",1500000,7200000,1900000,6e+06,7800000,1400000,3600000,2e+06,4e+05,1600000,1
"209","r.chee","Southslands","Fanatical Outlaws",3900000,2200000,4800000,1400000,2e+05,1600000,8e+05,3200000,1e+05,1100000,1
"210","z.marini","Central Republic of Boekrainego","Fighting Cougars",8600000,6800000,1e+07,6e+05,6e+05,2100000,1700000,2e+05,3e+05,7e+05,1
"211","p.robinson","Nganion","Fighting Cougars",32500000,4e+06,5900000,1600000,5600000,8900000,11900000,4400000,10300000,2e+06,1
"212","a.soong","People's Land of Maneau","Great Galactic Gorgons",40600000,24800000,1800000,1.8e+07,9600000,10400000,1400000,11700000,1100000,1800000,1
"213","g.mwebaze","Nganion","Green Fleet",7700000,6e+06,1200000,8900000,1900000,1500000,7600000,3500000,2100000,4400000,1
"214","p.kabugo","People's Land of Maneau","Green Fleet",8e+05,12600000,2400000,1500000,10500000,1100000,1e+05,4800000,1300000,8e+05,1
"215","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",1e+07,1.2e+07,9400000,4500000,7400000,5800000,8600000,10900000,5400000,2600000,1
"216","r.wanyama","Imaar Vircoand","Horrible Grizzlies",1500000,3e+06,3e+05,6e+05,7e+05,5e+05,2e+05,2e+05,1e+05,4e+05,1
"217","j.nkrumah","Nganion","Horrible Grizzlies",3200000,5700000,2200000,4100000,1400000,2800000,4400000,3e+05,1100000,1900000,1
"218","s.tamale","Imaar Vircoand","Horrible Storm",5e+06,20100000,1.8e+07,4400000,3200000,8800000,2100000,5300000,12300000,5100000,1
"219","y.acola","Rarita","Marvelous Patriots",7500000,3400000,11200000,6300000,2700000,1700000,2900000,4e+05,1400000,2700000,1
"220","z.marini","Central Republic of Boekrainego","Mighty Jays",3400000,1100000,6900000,6e+05,3200000,1700000,5e+05,1400000,2200000,1100000,1
"221","x.adikini","Cuandbo","Mighty Jays",41700000,5e+06,2300000,7800000,1500000,4e+06,1300000,1100000,6e+05,1e+06,1
"222","v.kumwenda","Esia","Mighty Jays",9900000,4700000,3800000,17100000,2e+06,7300000,4700000,5300000,4900000,1900000,1
"223","u.nakazibwe","Lefghau","Old Mustangs",17100000,13100000,2700000,14600000,2500000,1.5e+07,4900000,4700000,3900000,4300000,1
"224","f.walker","Nganion","Old Mustangs",2100000,1400000,7e+06,4300000,1e+06,1300000,3e+05,3e+05,6e+05,1800000,1
"225","p.tetteh","Southslands","Old Mustangs",27300000,17600000,13400000,9e+05,3300000,22800000,10600000,1800000,2200000,1900000,1
"226","h.ochan","Greri Landmoslands","Punctual Rustlers",7200000,18200000,13300000,7500000,6e+06,5200000,4200000,1e+06,6800000,8300000,1
"227","x.neri","People's Land of Maneau","Punctual Rustlers",7800000,26700000,18200000,3900000,9600000,1100000,9e+05,5200000,2900000,14700000,1
"228","m.ngamita","Xikong","Punctual Rustlers",2e+06,3600000,2e+05,4300000,2e+05,5500000,2800000,2900000,1e+06,5e+05,1
"229","q.musimenta","Nganion","Silver Heels",35100000,1700000,4e+05,1900000,5900000,3400000,3e+05,4600000,2600000,5300000,1
"230","c.leroy","People's Land of Maneau","Silver Heels",3500000,16400000,5900000,1300000,1800000,6e+05,1300000,2e+05,6e+05,7400000,1
"231","s.zandamela","Mico","Solemn Cougars",5700000,5200000,9100000,7e+06,2300000,4400000,3600000,1200000,1600000,4e+05,1
"232","m.janssens","Ledian","Somber Bombers",2900000,1e+06,5700000,3e+06,3900000,6e+05,5600000,1400000,1300000,4e+05,1
"233","p.johansson","People's Land of Maneau","Somber Bombers",22800000,2500000,4e+06,7400000,7800000,1100000,2500000,4200000,1400000,3200000,1
"234","f.ribeiro","People's Land of Maneau","Swift Musketeers",5500000,5200000,7400000,1900000,3900000,2700000,7400000,3500000,6300000,1800000,1
"235","s.aslan","People's Land of Maneau","Swift Musketeers",5900000,6e+06,1100000,5e+05,8e+05,1400000,4700000,7200000,1700000,8e+05,1
"236","y.draru","Rarita","Ultimate Penguins",5200000,2e+05,4600000,1100000,8e+05,6200000,1300000,2e+06,7200000,1e+05,1
"237","n.kyohirwe","Dosqaly","Weak Tornadoes",7200000,10800000,8800000,10600000,5800000,1500000,5100000,3100000,2800000,2400000,1
"238","e.bintiismail","Ledian","Weak Tornadoes",2400000,1200000,1800000,3600000,2300000,10300000,9e+05,1300000,2e+06,2200000,1
"239","y.kyosiimire","Nganion","Flawless Cows",20500000,9e+05,9e+05,3900000,3400000,5400000,2e+06,2200000,12100000,8e+05,1
"240","x.driscoll","Nkasland Cronestan","Flawless Cows",23500000,8e+06,10400000,2300000,3e+06,2600000,1100000,7400000,2400000,1100000,1
"241","p.addae","South Sati Fatina","Flawless Cows",2700000,17100000,8300000,3e+06,2800000,1300000,3300000,2500000,9e+05,6700000,1
"242","f.kimera","Dosqaly","Glistening Paladins",24600000,6200000,2700000,3e+06,6300000,2800000,16300000,7600000,2100000,12400000,1
"243","t.okello","Dosqaly","Glistening Paladins",2e+06,7700000,5200000,1900000,1600000,4900000,2900000,3e+06,1900000,6e+05,1
"244","v.bwambale","Dosqaly","Golden Rustlers",4300000,14400000,2e+06,3600000,6500000,3100000,1900000,1600000,3700000,9e+06,1
"245","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",4100000,2100000,8e+05,4400000,2200000,6800000,3300000,4800000,3200000,7e+05,1
"246","s.bintiothman","Lylimi","Grotesque Rocks",16300000,5200000,1500000,1600000,1300000,1e+06,2800000,4e+05,2e+05,3e+05,1
"247","t.bukar","Southern Ristan","Grotesque Rocks",27600000,3900000,2e+05,2e+06,1500000,7400000,2100000,1400000,3e+05,5e+06,1
"248","a.lamunu","Dosqaly","Jumping Beans",5200000,7700000,23300000,5600000,5100000,9900000,4e+05,2400000,3e+05,4300000,1
"249","k.adero","Rosvi","Jumping Beans",17100000,9e+06,3100000,23200000,14800000,1.5e+07,13900000,9200000,1e+06,2600000,1
"250","j.ogawa","Dosqaly","Mean Colts",1200000,6900000,9e+05,6200000,9700000,1400000,1700000,3700000,1e+05,1600000,1
"251","a.chipeta","Zamlie Niabangthe","Mean Colts",1400000,2200000,3700000,5e+05,3600000,9e+05,1600000,1600000,3800000,2e+05,1
"252","a.suboti","Dosqaly","Mean Poets",9e+05,2100000,1800000,5400000,2e+05,5900000,1900000,2e+06,1800000,2e+05,1
"253","t.bonabana","Dosqaly","Mean Poets",4400000,8200000,2300000,2900000,5300000,2500000,2400000,7200000,1100000,10100000,1
"254","e.wibowo","Coastpa Barleslands","Overconfident Kangaroos",4e+05,1400000,1800000,5100000,9e+05,2900000,4600000,1200000,3200000,4900000,1
"255","v.arnold","Coastpa Barleslands","Overconfident Kangaroos",4200000,15800000,5100000,20700000,1500000,5900000,2700000,4300000,2200000,5200000,1
"256","b.ochieng","Dosqaly","Overconfident Kangaroos",1e+05,8e+05,3900000,1e+06,2400000,2200000,2500000,7e+05,6e+05,8e+05,1
"257","h.kamal","Dosqaly","Serious Thunderbirds",3700000,2e+06,4e+06,4600000,2900000,2e+05,9e+05,6e+05,8e+05,1400000,1
"258","i.sano","Dosqaly","Serious Thunderbirds",1200000,1700000,9500000,10400000,7e+06,2400000,1600000,10500000,8300000,5700000,1
"259","j.lunkuse","People's Land of Maneau","Serious Thunderbirds",8600000,4600000,2100000,17100000,9e+06,2e+05,10500000,2300000,3200000,7700000,1
"260","j.chukwu","Dosqaly","Simple Jayhawks",4700000,9e+05,5e+05,5300000,1e+05,2300000,5e+05,5e+05,4e+05,1e+06,1
"261","r.rizzi","Pierrema","Simple Jayhawks",2200000,7800000,10100000,1800000,8e+05,14200000,2600000,1100000,2900000,6e+05,1
"262","v.arnold","Coastpa Barleslands","Simple Privateers",2700000,2e+05,1100000,1400000,3800000,1800000,4600000,1200000,1500000,1100000,1
"263","z.lefevre","Quewenia","Simple Privateers",4400000,12900000,16200000,2200000,6900000,3100000,7900000,2900000,5300000,2500000,1
"264","y.goh","Tito Mia","Simple Privateers",4300000,5500000,22400000,8800000,2200000,3e+05,8e+05,4e+05,8e+05,3e+06,1
"265","a.mbusa","Dosqaly","Solemn Leopards",6100000,3300000,7e+05,10100000,1500000,1e+06,20700000,1900000,1500000,1900000,1
"266","n.tumwesigye","Dosqaly","Solemn Leopards",4e+05,9e+05,1e+06,8e+05,3700000,1100000,8e+05,1e+05,1200000,5e+05,1
"267","i.kumari","Dosqaly","Somber Stallions",15400000,54700000,9600000,29300000,6400000,1800000,2400000,6200000,5e+06,8700000,1
"268","o.burgos","Dosqaly","Supreme Janes",7100000,21900000,13600000,18100000,1200000,14900000,2400000,8400000,14800000,2800000,1
"269","q.permana","Dosqaly","Swift Rustlers",5400000,3300000,9300000,1.5e+07,2200000,3600000,4900000,5100000,6800000,9e+05,1
"270","g.ahin","Nkasland Cronestan","Swift Rustlers",5500000,20700000,4200000,8500000,7400000,16200000,9600000,6400000,14200000,5700000,1
"271","r.odur","Sobianitedrucy","Swift Rustlers",7e+05,4900000,2700000,5100000,6300000,2700000,9e+05,6e+05,4e+05,1700000,1
"272","f.carbone","Greri Landmoslands","Unaccountable Foxes",4500000,2600000,6300000,8e+05,9300000,3200000,2600000,2e+06,5300000,2200000,1
"273","l.dahl","Dosqaly","Unethical Comets",5800000,1e+05,6400000,17500000,8800000,1600000,3600000,5300000,3300000,1400000,1
"274","y.bintiomar","Quewenia","Unethical Comets",5800000,1100000,3e+05,4300000,9700000,4200000,3900000,2300000,1400000,6100000,1
"275","j.mercier","Dosqaly","Villainous Eagles",20700000,7200000,5500000,11700000,48800000,12100000,2.6e+07,9200000,16800000,10100000,1
"276","c.vtols","Imaar Vircoand","Weak Blimps",3400000,5300000,8200000,7e+05,5600000,20300000,4300000,10800000,5800000,2900000,1
"277","g.razak","Dosqaly","Wet Monarchs",5100000,4500000,10800000,7600000,4100000,6800000,6600000,2600000,1600000,1200000,1
"278","g.prasetyo","Galamily","Awkward Trailblazers",8700000,3e+06,4600000,3400000,8e+06,7600000,1e+06,2700000,1e+06,9500000,1
"279","a.mor","Esia","Blue Jaguars",3100000,1100000,3500000,1200000,3500000,5e+05,3700000,1100000,7e+05,1500000,1
"280","h.nakimera","Esia","Blue Jaguars",12600000,2700000,1e+06,2500000,5600000,2200000,8700000,3900000,7100000,2600000,1
"281","l.nalukenge","Esia","Fiery Governors",11300000,12300000,1.3e+07,8200000,4e+06,2400000,2900000,6e+06,4600000,7900000,1
"282","q.ghoe","Esia","Fiery Governors",2100000,5e+06,1500000,6900000,4e+06,3e+05,2700000,1300000,1900000,4900000,1
"283","i.agwang","Esia","Horrible Flames",3800000,3100000,6500000,2200000,3300000,2200000,1e+05,3300000,1900000,1e+05,1
"284","r.aguilar","Esia","Horrible Flames",9200000,6300000,2e+06,9200000,3100000,1500000,2900000,10500000,5e+06,2.2e+07,1
"285","m.krlievi","Leoneku Guidisia","Horrible Flames",1e+06,1400000,2700000,7600000,5800000,2800000,7e+06,4e+06,9300000,3600000,1
"286","e.namakoye","Esia","Little Lollipops",3600000,8e+05,3100000,1600000,4200000,6e+05,1700000,4e+05,3e+05,6e+05,1
"287","r.yiga","Quewenia","Little Lollipops",10400000,1500000,14700000,4900000,3e+06,4400000,2e+05,2800000,2500000,2400000,1
"288","l.namuyanja","Byasier Pujan","Marvelous Anchors",2600000,2400000,7700000,3200000,1200000,6300000,9e+05,5200000,8e+05,2900000,1
"289","e.kyomukama","Esia","Marvelous Anchors",7100000,9900000,8900000,19400000,2600000,38600000,7400000,10500000,5200000,6300000,1
"290","e.mapuranga","Nkasland Cronestan","Mean Trolls",3e+06,6e+05,2e+06,5600000,4e+05,5800000,8e+06,3200000,3900000,2100000,1
"291","b.fernandez","Esia","Punctual Archers",15100000,3400000,1500000,2e+05,6e+06,2700000,8e+05,3800000,2400000,9e+05,1
"292","w.mandizvidza","Esia","Punctual Archers",5800000,2e+06,2300000,4100000,3300000,2800000,2200000,1e+05,1e+06,4700000,1
"293","k.tsui","Esia","Red Artichokes",4500000,5500000,28500000,13500000,4800000,10400000,5400000,5200000,8e+05,3500000,1
"294","f.nabunya","Quewenia","Serious Cyclones",23800000,8100000,2300000,6500000,1600000,1300000,4600000,7e+05,1800000,1300000,1
"295","m.zhou","Quewenia","Serious Cyclones",1600000,5e+06,4700000,6500000,2e+06,3600000,10500000,5e+05,4300000,2700000,1
"296","s.achen","Giumle Lizeibon","Silver Frogs",1200000,3100000,1300000,1400000,1100000,8e+05,6e+05,1700000,2e+05,8e+05,1
"297","l.msowoya","Southern Ristan","Silver Frogs",9600000,22300000,15500000,28500000,11800000,3700000,2e+06,2500000,7300000,5600000,1
"298","i.bitton","Esia","Spicy Gophers",7500000,3900000,3400000,6300000,5300000,2400000,3400000,4800000,5100000,1600000,1
"299","p.galli","Esia","Spicy Gophers",3e+05,1e+05,2e+05,1200000,8e+05,2e+05,6e+05,3e+05,4e+05,2e+05,1
"300","q.nakyeyune","Esia","Supreme Jaguars",5e+05,1500000,2100000,2e+06,1800000,5e+06,4200000,2300000,2400000,1600000,1
"301","j.ojok","Giumle Lizeibon","Supreme Jaguars",4400000,5e+05,1800000,1e+05,4e+05,1500000,9e+05,1e+05,2e+05,3e+05,1
"302","u.ndagire","Mico","Supreme Jaguars",4400000,1e+06,3500000,1700000,5400000,1400000,4e+05,4e+05,3e+06,1700000,1
"303","b.harahap","Esia","Ultimate Dolphins",6200000,3100000,19500000,4e+06,7200000,8e+05,8600000,5900000,2100000,1500000,1
"304","s.feldman","Esia","Ultimate Dolphins",8100000,7200000,1600000,1800000,9900000,9e+05,1e+05,8200000,7e+05,1500000,1
"305","i.nassiwa","Esia","Ultimate Longhorns",3700000,1e+07,3e+06,3500000,1600000,10200000,9e+06,2300000,19800000,3300000,1
"306","t.obong","Esia","Ultimate Longhorns",1700000,7300000,1e+06,6100000,1800000,12100000,6400000,7900000,3100000,1700000,1
"307","e.kaddu","Esia","Weak Chargers",10800000,14200000,6e+05,5400000,1500000,1200000,2500000,1700000,4700000,4700000,1
"308","p.wan","Redohrainbri","Weak Chargers",4e+05,1e+06,1e+06,2400000,4e+05,5e+05,5e+05,4e+05,4e+05,1200000,1
"309","e.tushemereirwe","New Uwi","White Firebirds",4100000,4700000,12400000,8400000,5e+05,18500000,1500000,3500000,1800000,1400000,1
"310","g.aloyo","Nganion","White Firebirds",1800000,4500000,5300000,2600000,17300000,2100000,9e+05,9e+05,3100000,6800000,1
"311","b.koskinen","Esia","Wicked Gentlefolk",4500000,5900000,8100000,2200000,4400000,3100000,1300000,5e+05,8300000,7300000,1
"312","f.yaakv","Quewenia","Wicked Gentlefolk",18200000,26500000,1.5e+07,9500000,17500000,2900000,2700000,5400000,24100000,1400000,1
"313","b.klc","Sobianitedrucy","Coy Catamarans",3900000,11200000,17900000,1e+07,4600000,5700000,6500000,15300000,4800000,8e+06,1
"314","f.jansen","Sobianitedrucy","Coy Catamarans",1200000,7900000,1200000,2e+05,5e+05,3500000,5200000,4e+06,3e+06,2e+06,1
"315","k.kanyesigye","Sobianitedrucy","Coy Catamarans",2800000,2300000,3700000,8e+05,2200000,2e+05,7e+05,8e+05,1700000,1e+05,1
"316","l.foo","Sobianitedrucy","Coy Sunbirds",4e+06,7e+05,7e+05,1700000,1300000,1600000,3300000,5e+05,4e+05,2900000,1
"317","x.dahan","Sobianitedrucy","Coy Sunbirds",1200000,11200000,12500000,2300000,1200000,7e+05,17600000,4200000,6300000,9e+05,1
"318","n.busingye","Sobianitedrucy","Fighting Clippers",5e+06,6500000,3500000,1500000,8500000,4e+06,4600000,1e+05,2700000,9600000,1
"319","r.owere","Western Niasland","Fighting Clippers",8900000,1300000,10100000,10100000,1400000,1700000,2800000,1600000,2100000,3300000,1
"320","j.vasquez","Nkasland Cronestan","Fighting Wave",11400000,4600000,3900000,9200000,4e+05,3800000,2700000,3700000,12800000,8100000,1
"321","a.amongin","Sobianitedrucy","Fighting Wave",1900000,9e+05,7e+06,2400000,2e+06,1e+06,1400000,1100000,2e+05,6e+05,1
"322","n.tkachuk","Sobianitedrucy","Fighting Wave",2700000,4e+05,8e+05,7e+05,1300000,7e+05,1e+05,9e+05,8e+05,2e+05,1
"323","v.razak","Lefghau","Flying Bombadiers",2800000,1800000,1800000,4600000,2100000,1600000,3e+05,5e+05,2400000,6e+05,1
"324","u.mvula","Nkasland Cronestan","Flying Bombadiers",3400000,13300000,2700000,3700000,9500000,12500000,5900000,5200000,6e+05,3100000,1
"325","d.chiba","Sobianitedrucy","Flying Bombadiers",5e+06,1.4e+07,7100000,1200000,1500000,3400000,6e+05,3e+06,2e+05,8e+06,1
"326","q.martinez","Sobianitedrucy","Hideous Spartans",5600000,5900000,3100000,5500000,5400000,14400000,20300000,6200000,6500000,1300000,1
"327","y.nanyondo","Sobianitedrucy","Hideous Spartans",2.3e+07,12700000,4500000,3100000,3e+05,20300000,1.6e+07,3100000,6700000,4e+05,1
"328","a.kovaevi","Sobianitedrucy","Marvelous Heels",3100000,5800000,6900000,3600000,7100000,7100000,3700000,4900000,2100000,1100000,1
"329","h.okafor","Sobianitedrucy","Marvelous Heels",14600000,2600000,2e+07,10400000,9100000,15800000,7e+05,9e+05,10300000,2e+06,1
"330","k.huang","Sobianitedrucy","Marvelous Patriots",4e+05,1600000,2400000,1e+06,1e+05,7e+05,5e+05,1e+05,5e+05,1700000,1
"331","y.larsen","Imaar Vircoand","Mean Wolves",8300000,3100000,2200000,15100000,4400000,10200000,3e+06,3e+06,10600000,9300000,1
"332","g.oluka","Lefghau","Mean Wolves",6600000,2400000,2800000,4800000,7100000,1500000,5e+05,2800000,5e+05,1500000,1
"333","k.jarvinen","Sobianitedrucy","Mean Wolves",1.2e+07,1500000,4e+05,1900000,1e+06,2400000,4e+05,1400000,5e+05,7e+05,1
"334","h.saeed","Manlisgamncent","Mighty Monkeys",17600000,5400000,4200000,2600000,12300000,5e+06,4500000,3e+05,7600000,9e+05,1
"335","c.hamed","Sobianitedrucy","Mighty Monkeys",42600000,7600000,42700000,5800000,10400000,1900000,5400000,5e+06,5100000,8300000,1
"336","d.kateregga","Manlisgamncent","Red Rangers",13200000,2900000,9400000,22700000,5e+05,1e+06,3200000,1100000,1800000,4300000,1
"337","g.daud","Sobianitedrucy","Red Rangers",2900000,2800000,2e+05,3100000,3e+05,1400000,9e+05,5300000,1900000,4e+05,1
"338","v.ssali","Sobianitedrucy","Red Rangers",3400000,8e+05,4800000,2e+05,3300000,1500000,1400000,15100000,4100000,3800000,1
"339","h.tuhaise","Lefghau","Remarkable Flames",1400000,1100000,9100000,3100000,1e+07,3900000,4e+05,3100000,2e+06,3e+05,1
"340","p.solanki","Nganion","Remarkable Flames",4e+05,13500000,4600000,13800000,10500000,3900000,3300000,3200000,2e+05,1500000,1
"341","g.boadi","Sobianitedrucy","Remarkable Flames",1700000,3e+06,5900000,1100000,8e+05,1900000,1e+06,2700000,1e+06,2e+05,1
"342","w.lotfi","Moaithe","Serious Ranchers",7200000,8500000,9400000,6e+06,3600000,12400000,8400000,2e+06,4e+05,6e+06,1
"343","j.turyasingura","Nganion","Serious Ranchers",1300000,13500000,1800000,2e+06,8e+05,3e+06,2e+05,1900000,6e+05,9e+05,1
"344","a.white","Sobianitedrucy","Spicy Pointers",3200000,6500000,1900000,5e+05,9e+05,3700000,2700000,1500000,1e+05,2600000,1
"345","l.namaganda","Sobianitedrucy","Spicy Pointers",2800000,9900000,5500000,29500000,9700000,4e+05,2700000,11200000,1e+05,6e+05,1
"346","r.martin","Sobianitedrucy","Spicy Pointers",2200000,1400000,3800000,1700000,2100000,2e+05,6e+05,3e+05,2e+05,1e+05,1
"347","g.caputo","Nkasland Cronestan","Strange Pioneers",39800000,25800000,2600000,30100000,1.4e+07,29200000,5400000,4e+06,2200000,9e+06,1
"348","d.sorrentino","Sobianitedrucy","Strange Pioneers",9400000,2400000,9400000,1500000,4500000,4e+05,1200000,5e+05,1400000,1500000,1
"349","e.binmohamed","Cabral Retrea","Sugar Bengals",9900000,14800000,3600000,1300000,3700000,6200000,5200000,1400000,1100000,2500000,1
"350","j.koval","Saintu","Sugar Bengals",8e+05,4e+05,3200000,2e+05,2e+05,5500000,11200000,6300000,8400000,4e+05,1
"351","a.berkowitz","Sobianitedrucy","Sugar Bengals",3e+05,9e+05,1e+05,2e+05,4e+05,2e+05,2e+05,2e+05,8e+05,1e+05,1
"352","m.nyamahunge","Loco Phirema","Wet Flames",6e+06,9700000,5e+05,1e+05,6e+05,3800000,9e+05,2300000,6e+05,8e+05,1
