,Player,Nation,Squad,Age,Born,X90s,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League,Year,mv
2342,j.khoh,Nganion,Polar Kangaroos,25,1995,32.86,2.14,1.36,0.74,1.09,0.4,0.76,1.67,1,0.92,19.89,5.9,1,3.88,10.24,5.7,1.92,0.19,0,1.78,0.89,3.14,0.88,0,E,2021,9600153070
555,j.ogawa,Dosqaly,Mean Colts,34,1985,36.71,0.03,0.05,0.05,0,0.03,0.01,0.08,0,0.11,0.22,0.1,1,0.16,0,0,0.08,0,0,0,0.05,0,0.08,0,B,2021,9549621436
1117,n.ofosu,Esia,Marvelous Anchors,27,1993,34.07,1.42,0.81,0.85,0.39,0.22,0.67,1.7,1,1.18,11.48,3.03,1,4.43,4.6,2.53,1.58,0.27,0.03,1.27,0.96,2.25,1.33,0,C,2021,9510952137
993,e.gupta,Esia,Awkward Trailblazers,23,1996,32.65,1.92,1.44,0.63,0.94,0.33,0.52,1.4,1,0.84,15.62,5.06,1,5.7,7.61,2.4,1.81,0.13,0.03,1.57,1.27,3.09,1.43,0.02,C,2021,9482372000
5,l.rezaei,People's Land of Maneau,Fanatical Outlaws,30,1989,35.21,0.93,0.37,0.47,0.4,0.03,0.5,0.95,1,0.54,6.49,1.86,1,3.4,2.5,0.58,1.38,0.4,0.01,0.95,0.92,1.92,2.76,0.09,A,2021,9424932269
2158,k.quarshie,Nganion,Hideous Spiders,23,1997,32.07,0.55,0.2,0.22,0.19,0.25,0.05,0.42,1,0.22,13.58,3.08,1,1.13,5.78,6.64,0.78,0.06,0.1,0.58,0.32,0.72,0.74,0,E,2021,9410232502
743,a.mbusa,Dosqaly,Solemn Leopards,35,1985,37.08,0,0.07,0,0,0.08,0,0.01,0,0,0.17,0.03,1,0.07,0,0,0.08,0,0,0.02,0,0.04,0.05,0.08,B,2021,9376900681
452,w.kuhn,Dosqaly,Glistening Paladins,22,1998,32.19,2.01,1.53,0.73,1,0.25,0.58,1.67,1,1.13,16.15,5.3,1,5.55,6.84,3.81,1.39,0,0.02,1.29,1.07,3.13,0.56,0.03,B,2021,9336820625
492,b.ghorbani,Ngogalar,Grotesque Rocks,26,1994,33.04,1,0.54,0.12,0.53,0.35,0.05,0.98,1,0.69,12.02,2.9,1,0.98,5.58,5.39,0.48,0.29,0,0.23,0.29,1.37,1.34,0,B,2021,9333406241
83,u.wright,People's Land of Maneau,Green Fleet,27,1993,33.99,0.89,0.57,0.51,0.31,0.08,0.4,0.73,1,0.3,5.69,1.89,1,3.23,2.15,0.25,1.32,0.71,0.01,0.66,1.79,2.77,5.17,0.09,A,2021,9286556596
991,g.prasetyo,Galamily,Awkward Trailblazers,28,1992,34.09,0.09,0,0,0,0.04,0,0.06,0,0,0.03,0.07,0.06,0.09,0.04,0.04,0.04,0.04,0,0.11,0.08,0,0.07,0,C,2021,9242264536
222,n.ono,People's Land of Maneau,Punctual Rustlers,23,1997,31.97,0.52,0.34,0,0.27,0.22,0,0.34,1,0.31,10.97,2.98,1,0.81,4.72,5.38,1.05,0.35,0.04,0.74,0.2,0.64,1.05,0,A,2021,9212627263
1657,i.chiu,Cabral Retrea,Hideous Spartans,24,1996,32.82,2.03,1.59,0.93,0.77,0.25,0.85,1.5,1,0.79,17.4,4.75,1,5.57,9.4,2.15,0.88,0.25,0.02,0.68,0.72,2.86,0.62,0,D,2021,9130640814
22,i.iddrisu,People's Land of Maneau,Fanatical Outlaws,21,1999,32.03,2.44,1.56,1.38,0.95,0.1,0.7,1.75,1,1,15.51,4.59,1,6.7,7.73,1.13,1.75,0.35,0.03,1.29,2.04,4.44,1.37,0.02,A,2021,8889276016
1960,d.sigauke,Sobianitedrucy,Sugar Bengals,23,1997,32.2,1.92,1.36,0.71,0.9,0.25,0.52,1.8,1,1.35,17.68,4.87,1,5.06,8.36,4.44,1.39,0.21,0,1.22,0.92,2.9,0.44,0.02,D,2021,8819920597
1250,e.lam,Byasier Pujan,Silver Frogs,27,1992,32.64,0.44,0.31,0.03,0.13,0.19,0.21,0.56,1,0.3,17.75,5.41,1,0.85,6.63,10.28,0.63,0.06,0,0.49,0.1,0.5,0.73,0.07,C,2021,8808655274
514,k.ahimbisibwe,Southern Ristan,Jumping Beans,22,1998,32.23,1.43,0.96,1.25,0.38,0.06,0.57,1.31,1,0.87,7.03,2.58,1,4.63,2.17,0.09,1.54,0.9,0,0.64,1.65,3.28,5.61,0.04,B,2021,8754907707
1720,f.lee,Sobianitedrucy,Marvelous Patriots,22,1998,31.92,2.82,1.67,1.17,1.17,0.51,0.84,1.65,1,0.95,14.48,4.51,1,5.16,6.71,2.47,1.69,0.44,0.08,1.25,1.31,4,2.22,0,D,2021,8633449541
2626,h.nkiwane,People's Land of Maneau,Mad Wolverines,24,1995,32.63,1.47,0.49,0.92,0.48,0.24,0.55,1.36,1,0.74,8.96,2.57,1,4.07,3.27,1.58,2.35,0.52,0.03,2.01,0.77,2.37,3.73,0.08,RFL,2021,8594881773
1967,d.namayanja,Lefghau,Wet Flames,23,1997,32.54,2.06,1.34,1.54,0.43,0.09,0.68,1.24,1,0.5,11.15,4.12,1,6.95,3.45,0.65,1.91,0.57,0.07,1.31,2.71,4.72,6.16,0,D,2021,8521252187
1285,i.bitton,Esia,Spicy Gophers,27,1993,33.38,0.01,0.04,0,0.03,0.06,0,0.05,0,0.11,0.26,0,1,0.19,0,0,0.04,0,0.04,0,0.13,0.13,0,0,C,2021,8514109872
840,y.manjate,Byasier Pujan,Unaccountable Foxes,26,1994,32.56,0.14,0.28,0,0.07,0.22,0.06,0.55,1,0.62,10.16,2.32,1,0.33,3.67,6.37,0.42,0.08,0,0.28,0.24,0.55,0.05,0,B,2021,8482182281
912,n.nakacwa,Central Diasongo,Weak Blimps,25,1994,32.89,2.11,0.84,1.13,0.68,0.2,0.79,1.84,1,1.07,11.13,2.92,1,4.53,4.12,2.69,1.94,0.3,0,1.58,1.27,3.28,2.37,0,B,2021,8482022810
220,l.lechner,Lefghau,Punctual Rustlers,23,1997,31.84,1.6,0.99,0.77,0.67,0.06,0.51,1.27,1,0.85,18.11,4.45,1,4.06,7.54,6.51,1.02,0.16,0.07,0.97,0.71,2.24,1.22,0.02,A,2021,8417730555
1803,v.ssali,Sobianitedrucy,Red Rangers,29,1991,33.96,0.03,0.07,0,0,0,0,0,0,0.09,0.03,0.07,0,0,0,0,0.08,0,0,0,0,0,0.04,0,D,2021,8287464438
3,z.iqbal,Galamily,Fanatical Outlaws,27,1992,33.83,2.29,1.21,1.6,0.5,0.04,1.37,2.79,1,1.48,13.54,3.65,1,7.36,4.22,2.01,2.25,0.11,0,2.11,1.05,3.36,3.57,0.05,A,2021,8282811264
1691,w.nabuuma,Byasier Pujan,Marvelous Heels,29,1991,33.68,2.81,1.96,0.93,1.5,0.45,0.79,2.53,1,1.78,19.95,6.78,1,5.11,11.18,3.64,1.41,0.23,0.07,1.05,2.13,4.93,2.23,0,D,2021,8169138862
2701,y.meyer,Nkasland Cronestan,Serious Buffaloes,32,1988,35.54,1.6,0.94,1.24,0.34,0,0.67,1.45,1,0.87,8.61,3.45,1,5.78,2.55,0.39,1.64,1.02,0,0.57,1.18,2.73,6.09,0,RFL,2021,8155425040
2318,g.namuganza,Rarita,Plane Janes,31,1989,34.62,2.11,1.53,0.93,0.93,0.23,0.56,2.21,1,1.58,19.5,5.78,1,5.81,9.58,4.12,1.62,0.27,0,1.46,1.06,3.1,0.86,0,E,2021,8001302480
931,k.bintiali,Dosqaly,Weak Blimps,20,2000,30.59,1.11,0.77,0.19,0.62,0.26,0.34,1.36,1,0.85,11.68,2.87,1,1.59,4.26,5.88,1.46,0.22,0.06,1.27,0.49,1.56,0.57,0,B,2021,7979964267
201,u.nakazibwe,Lefghau,Old Mustangs,27,1992,33.07,0.1,0,0,0.03,0.1,0,0.12,0.09,0.05,0.2,0,1,0.18,0,0.07,0.01,0,0,0.06,0,0,0.01,0.12,A,2021,7956640096
2693,b.mhamid,Rarita,Red Anchormen,23,1996,31.57,2.22,1.02,0.87,0.86,0.44,0.58,1.55,1,0.94,19.93,5.61,1,5.33,7.05,7.57,1.15,0.06,0,1.2,0.71,2.91,0.85,0,RFL,2021,7909208559
2340,i.mponda,Nganion,Polar Kangaroos,28,1992,33.5,2.35,1.65,0.79,1.17,0.46,0.79,3.17,1,2.26,18.29,5.21,1,6.06,9.5,2.92,1.37,0.24,0.09,1.09,1.2,3.36,1.37,0.08,E,2021,7836009047
857,b.nassozi,Dosqaly,Unethical Comets,35,1985,36.66,1.55,1.04,1.33,0.23,0.07,0.89,1.79,1,0.91,9,3.49,1,5.63,2.98,0.3,1.87,0.87,0,0.77,1.26,2.77,5.12,0.05,B,2021,7832553557
2445,g.alali,Nganion,Sassy Knights,27,1993,32.98,0,0.07,0,0,0,0,0.16,0,0,0.03,0,0.08,0.11,0,0,0.09,0,0.06,0,0,0,0.08,0.07,E,2021,7816298093
1703,c.obi,Sobianitedrucy,Marvelous Patriots,28,1992,33.46,1.16,0.87,0.66,0.48,0.13,0.3,0.75,1,0.53,6.62,2.45,1,3.19,2.88,0.54,2.11,1.28,0,0.87,1.05,2.4,3.97,0.01,D,2021,7768548805
959,a.serrano,Pierrema,Wet Monarchs,27,1993,32.9,1.19,0.63,0.56,0.4,0.24,0.45,1.44,1,1.03,11.52,3.02,1,3.01,4.93,3.49,1.31,0,0,1.25,1.01,2.24,1.14,0.06,B,2021,7759364680
599,y.koay,Reugha,Overconfident Kangaroos,28,1992,33.36,2.15,1.34,0.84,1.17,0.19,0.76,2.2,1,1.46,11.75,4.14,1,4.47,4.84,2.49,1.87,0.13,0,1.74,1.87,4.03,2.01,0.08,B,2021,7753894843
215,s.debnath,People's Land of Maneau,Punctual Rustlers,27,1993,33.22,0.87,0.52,0.73,0.1,0.09,0.43,1.04,1,0.58,6.16,2.12,1,3.89,1.98,0.35,2.2,1.2,0,1.07,1.28,2.26,5.98,0.15,A,2021,7707311116
241,f.hove,Coastpa Barleslands,Silver Heels,30,1989,34.62,1.93,0.96,1.5,0.4,0.17,0.72,1.28,1,0.5,10.19,3.21,1,6.64,2.95,0.43,1.73,0.9,0,0.99,1.02,3.18,4.74,0,A,2021,7691044740
2764,c.busingye,Greri Landmoslands,Wild Hornets,26,1993,33.06,2.54,1.66,1.71,0.58,0.25,1.18,2.05,1,0.98,16.65,4.99,1,8.15,5.49,2.95,1.64,0.41,0,1.34,1.42,3.98,2.64,0,RFL,2021,7688892791
1164,n.nanziri,Esia,Punctual Archers,28,1992,33.7,1.51,1.02,1.06,0.42,0.07,0.6,1.16,1,0.75,10.26,3.89,1,6.4,3.37,0.59,1.66,0.86,0.12,0.94,1.24,2.81,5.63,0,C,2021,7666382420
2395,k.haim,Nganion,Rabid Greyhounds,23,1996,31.8,1.28,0.86,0.42,0.55,0.1,0.32,1.27,1,0.94,13.17,3.56,1,5.06,6.06,1.9,1.33,0.11,0,1.36,1.36,2.63,0.96,0.01,E,2021,7654373289
832,j.delemovi,Dosqaly,Unaccountable Foxes,25,1994,32.32,1.54,1.13,0.66,0.66,0.05,0.52,1.41,1,0.84,10.92,3.77,1,4.59,4.12,2.19,2.05,0.49,0,1.61,0.97,2.51,1.85,0.06,B,2021,7638586554
2470,h.namwase,Nganion,Screaming Ramblers,30,1990,33.52,0.94,0.67,0.24,0.47,0,0.21,0.9,1,0.56,16.64,3.91,1,1.56,8.11,7.02,1.12,0.12,0,0.95,0.52,1.44,1.6,0.06,E,2021,7627828591
1031,i.nalubwama,Byasier Pujan,Fiery Governors,23,1996,32.04,2.31,1.39,1.49,0.56,0.14,0.55,1.31,1,0.67,12.41,4.07,1,6.97,4.47,0.96,2.17,0.85,0.12,1.28,1.87,4.23,4.66,0.1,C,2021,7621470041
2657,a.gautier,Greri Landmoslands,Marvelous Coyotes,23,1997,31.66,0.99,0.57,0.55,0.42,0.06,0.2,0.64,1,0.6,5.75,2.15,1,2.9,2.22,0.68,1.42,0.83,0.04,0.58,0.63,1.69,3.67,0.08,RFL,2021,7600366402
796,h.pang,Dosqaly,Supreme Janes,22,1997,30.98,1.8,1.15,0.7,1.09,0.12,0.63,1.94,1,1.33,20.3,5.39,1,4.26,10.92,5.02,1.47,0.17,0,1.31,0.98,2.94,0.69,0,B,2021,7542157173
1976,e.zacarias,Sobianitedrucy,Wet Flames,26,1993,32.06,0.98,0.82,0.08,0.6,0.26,0.25,0.96,1,0.64,12.13,3.05,1,1.37,5.46,5.12,1.04,0.14,0.02,0.88,0.25,1.23,0.48,0,D,2021,7442619313
1470,h.miyazaki,Lylimi,Wicked Gentlefolk,27,1993,32.85,2.64,1.82,1.18,1.2,0.28,0.93,2.31,1,1.38,19.54,7.02,1,7.25,9.89,2.34,1.97,0.38,0,1.59,1.49,4.1,2.17,0.12,C,2021,7438729208
1854,k.supriadi,Pahon,Serious Ranchers,27,1992,32.96,1.52,0.78,0.94,0.62,0.17,0.49,1.15,1,0.76,9.27,2.67,1,4.2,3.55,1.68,1.67,0.25,0.1,1.58,1.45,3.03,2.08,0.07,D,2021,7388515982
1214,p.mudimba,Lylimi,Red Artichokes,22,1998,30.82,2.16,1.38,0.84,0.94,0.32,0.61,1.85,1,1.22,21.17,6.65,1,5.66,9.56,6.04,1.77,0.19,0,1.63,0.9,2.85,0.39,0.02,C,2021,7246849459
1484,s.chu,Republic of Denand Landsa,Coy Catamarans,28,1992,32.62,0.4,0.28,0.03,0.3,0.07,0.17,0.5,1,0.37,12.39,2.37,1,0.8,6.07,5.26,0.85,0.2,0.05,0.68,0.23,0.6,1.64,0.11,D,2021,7187852512
1127,e.kyomukama,Esia,Marvelous Anchors,22,1997,30.96,0.06,0,0,0,0,0,0.1,0.04,0,0.04,0,0,0.04,0,0,0,0.07,0.08,0.07,0.07,0,0.19,0.01,C,2021,7176937271
585,o.majhi,Dosqaly,Mean Poets,27,1993,32.85,4.91,3.36,1.93,2.44,0.51,1.56,5.35,1,3.91,29.12,8.11,1,9.82,16.42,3.01,1.65,0.21,0,1.4,1.37,6.16,0.48,0,B,2021,7061656835
1032,m.watson,Dosqaly,Fiery Governors,24,1996,31.72,1.85,1.19,1.07,0.55,0,0.54,1.08,1,0.64,10.81,4.4,1,6.03,3.96,0.94,1.65,0.45,0,1.27,1.3,3.01,4.01,0.1,C,2021,6925810630
2047,k.kravchenko,Greri Landmoslands,Deferred Dolphins,26,1994,32.07,0.04,0.04,0,0.05,0.09,0.06,0.06,0.07,0.18,0.13,0,0.03,0.26,0.06,0,0,0,0,0,0.09,0.01,0,0.12,E,2021,6873092774
2620,s.razaee,Rarita,Educated Avengers,24,1995,31.21,1.62,0.95,0.43,0.96,0.23,0.28,1.37,1,1.09,15.75,4.01,1,3.34,8.41,4.09,1.94,0.34,0.05,1.42,1.65,3.3,1.87,0.07,RFL,2021,6827861572
1952,b.phillips,Southern Ristan,Sugar Bengals,27,1993,31.9,0.31,0.17,0.07,0.31,0.16,0.16,0.35,1,0.22,9.17,2.57,1,0.39,3.15,5.81,0.57,0.14,0.04,0.53,0.07,0.48,1.09,0.1,D,2021,6802763466
727,m.tseu,Manlisgamncent,Solemn Leopards,23,1996,31.34,1.22,0.61,0.72,0.23,0,0.51,1.14,1,0.68,7.55,2.5,1,4.37,2.98,0.17,1.31,0.64,0.05,0.6,1.15,2.15,5.73,0,B,2021,6786295422
2422,n.mucunguzi,Biarizea,Running Bigfoots,29,1991,33.08,0,0,0.04,0,0.1,0.04,0,0.08,0,0.07,0,1,0.14,0.08,0,0,0,0.02,0.09,0,0,0.08,0.03,E,2021,6776450013
385,l.barman,People's Land of Maneau,Weak Tornadoes,22,1997,30.4,1.15,0.96,0.38,0.58,0.27,0.07,1.2,1,0.95,17.05,5.09,1,3.56,7.62,5.83,1.37,0,0.05,1.33,0.8,2,0.5,0,A,2021,6767951970
2460,n.binhashim,Dosqaly,Screaming Ramblers,29,1991,33.48,1.42,0.93,1.23,0.35,0.03,0.69,0.93,1,0.33,7.77,2.76,1,5.2,2.53,0.24,1.63,0.72,0.08,0.82,1.8,3.19,6.71,0,E,2021,6755438765
2744,i.saha,Rarita,Strong Oaks,26,1994,31.72,1.05,0.68,0.51,0.44,0.28,0.25,0.64,1,0.32,12.79,3.9,1,2.78,5.39,4.49,0.72,0.08,0,0.63,0.64,1.8,0.18,0.09,RFL,2021,6726878189
1954,j.koval,Saintu,Sugar Bengals,36,1984,36.02,0,0,0.1,0.05,0,0.06,0.07,0,0,0.07,0,1,0.02,0,0,0,0,0.07,0.03,0,0,0.08,0,D,2021,6694208011
2150,g.kiggundu,Ingre,Hideous Spiders,31,1988,34.11,1.41,0.98,1.1,0.31,0.16,0.42,0.9,1,0.38,7.74,2.68,1,4.46,2.7,0.59,1.68,0.55,0.09,1.21,1.12,2.53,5.34,0.03,E,2021,6682063345
2605,v.mansoor,Rarita,Educated Avengers,31,1989,34.03,1.89,1.15,0.99,0.76,0.11,0.96,2.17,1,1.26,8.61,2.45,1,3.88,3.27,1.24,2,0.36,0.03,1.48,1.62,3.65,3.35,0,RFL,2021,6677058473
1824,j.bahri,Sobianitedrucy,Remarkable Flames,24,1996,31.6,1.99,1.23,1.09,0.85,0.25,0.48,1.18,1,0.64,13.91,4.92,1,6.86,5.99,0.83,1.59,0.64,0,1.03,2.27,4.3,3.3,0,D,2021,6651953551
1376,k.nasution,Greri Landmoslands,Ultimate Longhorns,24,1995,30.65,0.27,0.17,0,0.11,0.22,0.11,0.18,1,0.19,11.15,3.4,1,0.6,3.52,7.23,0.49,0,0.03,0.43,0.23,0.48,0.54,0,C,2021,6626870249
2124,j.ko,Southern Viout Aman,Flying Penguins,28,1991,32.68,1.93,1.01,0.86,0.89,0.12,0.66,0.97,1,0.46,8.5,3.17,1,4.07,3.84,0.58,1.21,0.44,0.04,0.77,1.62,3.63,6.38,0,E,2021,6497828129
455,w.santoro,Coastpa Barleslands,Golden Rustlers,27,1993,32.27,1.74,1.28,0.91,0.56,0.21,0.81,1.52,1,0.8,10.05,2.9,1,4.11,4.08,1.98,2.1,0.27,0.06,1.99,1.48,3.34,1.37,0,B,2021,6419617251
1153,e.mapuranga,Nkasland Cronestan,Mean Trolls,32,1987,34,0,0,0.08,0.05,0.07,0.02,0.12,0.01,0.17,0.29,0.18,1,0.23,0.01,0.05,0.1,0.02,0,0,0,0,0.02,0.01,C,2021,6369727701
204,v.waswa,Byasier Pujan,Old Mustangs,29,1990,32.63,0.97,0.72,0.27,0.39,0.14,0.21,1.01,1,0.86,12.93,4.72,1,3.76,6.56,2.59,1.19,0.11,0,0.97,0.68,1.7,0.78,0.07,A,2021,6339867256
26,d.ikeda,People's Land of Maneau,Fighting Cougars,28,1991,32.56,1.03,0.58,0.71,0.27,0.09,0.47,0.8,1,0.31,5.78,2.15,1,3.07,2.34,0.36,1.13,0.7,0.12,0.41,0.83,1.91,3.83,0.15,A,2021,6338537336
2012,x.arnaud,Imaar Vircoand,Big Foxes,27,1993,32.03,0,0,0.08,0,0.04,0,0,0.07,0.06,0.02,0,0.06,0.12,0,0,0.05,0.07,0.08,0,0.03,0,0.09,0.2,E,2021,6334441197
149,l.egger,Lefghau,Horrible Storm,22,1998,30.84,1.97,1.43,0.87,0.91,0.12,0.55,2.03,1,1.41,19.97,5.19,1,7.81,9.75,2.34,1.98,0.54,0,1.27,1.15,3.02,1.5,0.06,A,2021,6328299742
677,r.rizzi,Pierrema,Simple Jayhawks,32,1988,33.98,0,0,0,0.09,0,0.01,0,0.01,0.11,0.16,0,1,0.13,0,0,0.09,0,0,0.05,0.08,0.09,0.04,0.08,B,2021,6327195532
976,p.konadu,Giumle Lizeibon,Awkward Trailblazers,22,1998,30.95,2.24,1.31,1.3,0.87,0.15,0.89,2.02,1,1.09,11.08,3.11,1,6.48,4.12,0.58,2.12,0.58,0,1.64,1.94,4.2,4.66,0.06,C,2021,6310575390
2567,c.sung,Imaar Vircoand,Ultimate Penguins,26,1994,31.88,3.4,2.25,1.63,1.46,0.1,1.24,2.77,1,1.61,22.23,7.03,1,8.08,12.12,1.99,2.42,0.35,0.01,1.99,1.88,5.12,2.09,0,E,2021,6294808456
2097,v.nazziwa,Nganion,Festive Governors,31,1989,33.62,1.39,0.72,0.76,0.51,0.25,0.71,1.85,1,1.05,10.36,2.83,1,3.62,4.57,2.05,1.83,0.04,0.1,1.69,1.2,2.83,1.28,0,E,2021,6257980758
1898,l.namaganda,Sobianitedrucy,Spicy Pointers,27,1992,31.97,0.04,0,0.08,0.03,0.08,0,0,0,0,0,0,0.01,0.16,0.08,0,0.01,0.05,0,0,0,0,0.01,0.1,D,2021,6242663694
1437,e.tushemereirwe,New Uwi,White Firebirds,30,1990,33.06,0.03,0.02,0.06,0.09,0,0,0.1,0.04,0.02,0.07,0,0,0.13,0,0.02,0.07,0,0.02,0,0,0,0,0.05,C,2021,6191701713
1608,b.angella,Lylimi,Flying Bombadiers,21,1998,30.28,1.38,0.95,1.01,0.34,0.08,0.6,1.05,1,0.38,11.46,4.13,1,5.67,4.5,1.28,1.91,0.53,0.06,1.29,1.78,3.07,4.89,0,D,2021,6175671705
488,u.muller,Dosqaly,Grotesque Rocks,23,1997,31.06,3.08,1.87,1.89,0.84,0.35,1.01,2.07,1,1.32,14.81,5.15,1,7.91,5.32,1.71,2.38,0.19,0.03,2.06,1.8,4.95,2.01,0,B,2021,6175158412
2523,q.namazzi,Nganion,Swift Bison,25,1995,31.67,1.87,1.1,1.25,0.47,0.12,0.94,2.22,1,1.16,11.54,3.5,1,6.23,3.99,1.19,1.13,0.05,0,0.97,1.03,2.88,2.45,0.03,E,2021,6171991898
905,n.kigongo,Dosqaly,Villainous Eagles,23,1996,30.34,0.84,0.42,0.29,0.59,0.27,0.38,1.39,1,1.03,11.53,3.04,1,1.82,6.81,2.89,0.62,0.14,0,0.52,0.55,1.49,0.34,0,B,2021,6140331199
2329,h.nakagolo,Pahon,Polar Kangaroos,29,1991,32.89,1.39,0.87,1.09,0.52,0.06,0.65,0.97,1,0.41,6.82,3.06,1,4.49,2.14,0.15,1.56,0.55,0.09,0.91,1.12,2.49,4.45,0,E,2021,6134758138
1492,k.kanyesigye,Sobianitedrucy,Coy Catamarans,37,1983,36.07,0,0,0.09,0,0,0.07,0,0,0,0.16,0,1,0.03,0.03,0.01,0.05,0,0,0,0,0,0.04,0,D,2021,6081367050
2368,k.roger,Nganion,Punctual Leopards,26,1994,31.68,2.08,1.07,0.76,0.82,0.47,0.7,3.31,1,2.5,21.22,5.5,1,6.95,11.24,3.01,1.18,0.01,0,1.11,0.86,2.98,0.66,0,E,2021,6012384129
1380,t.obong,Esia,Ultimate Longhorns,30,1990,32.9,0.01,0,0,0,0.08,0.04,0.08,0.1,0.04,0.13,0.06,1,0.05,0,0,0.01,0.03,0,0,0.02,0.06,0.09,0.12,C,2021,6003581494
18,s.kiconco,Nkasland Cronestan,Fanatical Outlaws,35,1985,35.1,0,0.02,0,0,0,0.01,0,0,0,0.3,0,1,0.35,0,0.05,0.18,0.07,0,0.02,0,0,0.05,0,A,2021,5993075180
1755,q.zyu,Imaar Vircoand,Mean Wolves,29,1991,32.43,0.72,0.57,0.19,0.18,0.23,0.14,0.95,1,0.59,11.13,2.86,1,2.9,4.68,3.55,1.37,0.27,0.08,1.14,0.87,1.5,0.64,0,D,2021,5929808915
1050,l.nalukenge,Esia,Fiery Governors,25,1994,31.03,0,0.09,0,0.04,0.06,0,0.15,0,0.1,0.1,0.03,1,0.18,0.08,0,0.07,0.09,0,0.03,0.02,0,0.02,0.16,C,2021,5906980775
198,f.njoku,Lefghau,Old Mustangs,28,1991,31.45,1.17,0.77,0.07,0.47,0.52,0.37,1.24,1,0.86,18.93,5.64,1,2.36,8.89,7.83,1.94,0.2,0.05,1.71,0.33,1.45,0.39,0.03,A,2021,5894518198
2260,e.okurut,Lefghau,Mad Kingsmen,28,1992,32.27,2.84,1.78,1.49,1.15,0.21,0.81,2.39,1,1.32,15.84,5.71,1,6.95,7.16,1.78,2.18,0.66,0.03,1.55,1.99,4.64,2.98,0.01,E,2021,5840243301
688,h.amponsah,Pierrema,Simple Jayhawks,27,1993,31.37,0.95,0.6,0.33,0.57,0.18,0.25,1.74,1,1.59,13.2,3.72,1,2.15,7.21,3.92,0.95,0.19,0,0.82,0.35,1.29,0.37,0,B,2021,5838741571
2107,l.ndyanabo,Imaar Vircoand,Festive Governors,33,1987,33.55,0.64,0.44,0.16,0.41,0.09,0.18,0.7,1,0.33,8.57,2.9,1,0.26,3.68,4.71,0.36,0.09,0.04,0.25,0.27,0.96,0.06,0.02,E,2021,5836669512
1258,l.msowoya,Southern Ristan,Silver Frogs,28,1992,31.99,0,0.08,0,0.04,0.04,0.09,0.14,0,0,0.1,0,0,0.09,0.07,0,0.09,0.06,0,0.01,0.08,0,0.02,0.14,C,2021,5799699968
2614,f.ithungu,Rarita,Educated Avengers,28,1992,31.97,0.1,0.02,0,0,0,0.04,0.11,0,0.07,0.17,0.14,1,0.15,0.05,0.03,0,0.02,0,0.05,0,0.01,0.17,0.07,RFL,2021,5788424982
2675,t.nakirijja,Nganion,Marvelous Coyotes,24,1996,30.49,2.67,1.97,1.14,1.32,0.37,1.11,2.35,1,1.32,16.99,6.48,1,5.51,8.84,2.36,1.3,0.36,0,0.85,1.31,3.93,2.39,0.08,RFL,2021,5775173067
2299,n.andama,Nganion,Plane Janes,34,1985,34.56,0.88,0.53,0.73,0.14,0.05,0.41,0.76,1,0.42,5.7,2.37,1,3.04,2.54,0.17,1.38,0.72,0,0.6,0.61,1.57,4.83,0.07,E,2021,5759924892
2537,b.tong,Nganion,Swift Bison,23,1997,30.43,1.18,0.76,0.35,0.79,0.14,0.54,1.67,1,1.05,12.76,3.32,1,4.39,6.4,2.11,1.43,0.4,0,1.18,0.71,1.88,1.83,0.1,E,2021,5750327660
1253,i.khalili,Esia,Silver Frogs,22,1998,29.83,1.86,0.96,0.77,0.78,0.23,0.77,1.78,1,1.05,17.46,5.42,1,5.29,6.44,5.7,2.56,0.04,0.09,2.35,1.6,3.48,1.14,0.04,C,2021,5671999545
2387,e.blazevi,Imaar Vircoand,Rabid Greyhounds,24,1996,30,1.53,0.85,0.39,1.02,0.16,0.42,1.64,1,1.4,21.2,4.61,1,2.11,11.65,7.42,1.63,0.18,0.03,1.45,0.66,2.22,0.81,0,E,2021,5657444509
1812,u.nambuya,Galamily,Red Rangers,25,1994,30.67,1.23,0.98,0.42,0.51,0.28,0.44,1.52,1,1.13,17.49,4.85,1,4.11,8.71,4.42,1.51,0.31,0.03,1.34,0.64,1.87,1.2,0.11,D,2021,5646414119
2527,i.kiiza,Janmico,Swift Bison,23,1996,29.9,0.33,0.26,0.13,0.29,0,0.14,0.43,1,0.35,8.39,1.89,1,0.64,4.07,3.71,0.41,0.14,0,0.27,0,0.44,1.08,0,E,2021,5627543692
756,i.nabatanzi,Greri Landmoslands,Somber Stallions,36,1983,35.45,1.35,0.81,0.99,0.27,0.1,0.79,1,1,0.36,5.56,2.02,1,3.43,1.57,0.45,1.75,0.89,0.07,0.89,0.96,2.31,5.04,0,B,2021,5581094643
2176,o.okamoto,Dosqaly,Horrible Bison,23,1996,30.52,1.23,0.77,0.88,0.38,0.09,0.38,0.68,1,0.36,8.28,2.48,1,4.87,3.02,0.28,1.46,0.68,0.07,0.59,1.2,2.52,5.75,0.13,E,2021,5564206936
