,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
5,l.rezaei,People's Land of Maneau,Fanatical Outlaws,30,1989,35.2,0,0.6,0.08,1,0.62,0.18,0.02,0.1,24.66,0.31,0.04,0.07,0.02,0,0.01,-0.06,-0.11,A,2021,13023997012
1471,h.miyazaki,Lylimi,Wicked Gentlefolk,27,1993,32.77,0.01,0.87,0.47,1,0.76,0.41,0.13,0.3,18.54,0,0,0.09,0.08,0,0.01,0.04,-0.08,C,2021,12823001001
2258,e.okurut,Lefghau,Mad Kingsmen,28,1992,32.11,0.29,1.43,0.36,1,1.4,0.3,0.07,0.61,17.71,0,0,0,0.05,0.15,0.12,-0.06,0.13,E,2021,12791592121
2522,q.namazzi,Nganion,Swift Bison,25,1995,31.5,0.1,0.76,0.14,1,0.69,0.17,0.1,0.19,17.91,0.13,0.02,0,0.07,0,0.1,0.07,-0.13,E,2021,12711829863
1290,f.dutta,Tabhu Striary,Spicy Gophers,25,1995,30.87,0.12,0.61,0.24,1,0.48,0.18,0.29,0.62,10.19,0,0,0.07,0.16,0.2,0.23,0.07,0.09,C,2021,12704413645
2763,c.busingye,Greri Landmoslands,Wild Hornets,26,1993,33.08,0.04,0.72,0.36,1,0.66,0.31,0,0.01,20.89,0.09,0.08,0.05,0.11,0.16,0.06,-0.05,-0.11,RFL,2021,12697814531
2700,y.meyer,Nkasland Cronestan,Serious Buffaloes,32,1988,35.68,0.12,0.84,0.35,1,0.87,0.28,0.06,0.2,10.09,0,0,0,0.18,0.18,0.18,0.04,0.03,RFL,2021,12665063982
740,s.abdullahi,Dosqaly,Solemn Leopards,27,1993,30.41,0.34,2.24,0.56,1,2.2,0.55,0.04,0.47,18.59,0.11,0,0.05,0.24,0.2,0.17,0.01,-0.03,B,2021,12413381124
1871,b.putra,Rosvi,Serious Ranchers,25,1995,30.48,0.22,2.05,0.61,1,2.12,0.69,0.19,0.35,17.41,0.43,0,0,0.2,0.18,0.08,0.04,0.15,D,2021,12397169706
1609,b.angella,Lylimi,Flying Bombadiers,21,1998,30.26,0.1,0.58,0.1,1,0.54,0.19,0.16,0.48,15.2,0.07,0.05,0.07,0.14,0.1,0.15,-0.05,0.03,D,2021,12329956358
194,y.niemi,Coastpa Barleslands,Old Mustangs,28,1992,31.2,0.26,3.04,1.12,1,2.99,1.16,0.11,0.39,12.89,0.07,0,0.01,0.45,0.4,0.17,-0.09,-0.09,A,2021,12264706537
831,j.delemovi,Dosqaly,Unaccountable Foxes,25,1994,32.34,0.01,0.62,0.07,1,0.65,0.04,0.14,0.68,20.4,0.08,0.03,0.04,0.12,0.11,0.01,0.09,0.03,B,2021,12233818243
2566,c.sung,Imaar Vircoand,Ultimate Penguins,26,1994,31.85,0,1.03,0.2,1,0.93,0.29,0.01,0.08,19.04,0,0.06,0.01,0,0.08,0.09,0.05,-0.09,E,2021,11964804583
727,m.tseu,Manlisgamncent,Solemn Leopards,23,1996,31.33,0.03,0.27,0.05,1,0.41,0.17,0.16,0.69,8.81,0.01,0.05,0,0.01,0.03,0,0.06,0,B,2021,11773584391
203,v.waswa,Byasier Pujan,Old Mustangs,29,1990,32.78,0.12,1,0.37,1,0.85,0.36,0.04,0.18,16.99,0,0,0.06,0.07,0.04,0.09,0.02,0.06,A,2021,11699129390
454,w.santoro,Coastpa Barleslands,Golden Rustlers,27,1993,32.36,0.01,0.35,0.08,1,0.34,0.1,0.16,0.55,22.07,0.08,0,0.06,0,0,0.07,-0.08,-0.09,B,2021,11655773318
2469,h.namwase,Nganion,Screaming Ramblers,30,1990,33.57,0.29,2.66,0.98,1,2.56,0.84,0.18,0.27,15.5,0.04,0.08,0.14,0.34,0.41,0.12,-0.03,-0.08,E,2021,11626756623
487,u.muller,Dosqaly,Grotesque Rocks,23,1997,31.17,0.1,0.3,0,0,0.32,0,0.07,0,23.72,0.01,0.08,0.03,0,0,0.12,0.05,-0.08,B,2021,11484733142
1853,k.supriadi,Pahon,Serious Ranchers,27,1992,33.1,0,0.75,0.38,1,0.73,0.33,0.09,0.09,14.56,0,0,0.03,0.05,0.1,0,-0.04,0.1,D,2021,11475823246
1789,l.fuchs,Sobianitedrucy,Red Rangers,28,1991,32.07,0.12,1.06,0.18,1,1.1,0.2,0.11,0.42,12.86,0.05,0,0.07,0.21,0.19,0.15,0.01,0.01,D,2021,11461767944
1948,e.gayakwad,Imaar Vircoand,Sugar Bengals,22,1997,28.5,0.54,3.87,1.2,1,3.72,1.33,0.09,0.45,14.31,0.09,0.14,0.17,0.54,0.51,0.12,-0.01,-0.06,D,2021,11401903952
2153,k.mahmood,Nganion,Hideous Spiders,29,1991,32.18,0.11,0.59,0.11,1,0.49,0,0.11,0.51,13.2,0.03,0,0.03,0.12,0.02,0.16,0,0.04,E,2021,11312165748
241,f.hove,Coastpa Barleslands,Silver Heels,30,1989,34.63,0,0.21,0,1,0.13,0,0.18,0.58,9.68,0,0.03,0,0,0,0.02,0.02,-0.04,A,2021,11249458394
1775,i.kolar,Redohrainbri,Mighty Monkeys,24,1996,29.44,0.19,0.75,0.34,1,0.78,0.21,0.16,0.29,8.81,0,0.03,0.05,0.07,0.13,0.25,-0.06,0.02,D,2021,11227760612
1703,c.obi,Sobianitedrucy,Marvelous Patriots,28,1992,33.53,0.02,0.77,0.12,1,0.7,0.17,0.04,0,12.16,0,0,0,0.12,0.05,0,-0.01,-0.05,D,2021,11141362028
977,p.konadu,Giumle Lizeibon,Awkward Trailblazers,22,1998,30.89,0,0.22,0,1,0.24,0.05,0,0.03,25.94,0.02,0,0.06,0.01,0.01,0.11,-0.04,-0.09,C,2021,11138939745
15,b.derosa,People's Land of Maneau,Fanatical Outlaws,23,1996,28.57,0.35,1.98,0.62,1,1.86,0.62,0.09,0.43,16.17,0.02,0,0.06,0.28,0.22,0.2,0.02,0.09,A,2021,11124052768
583,o.majhi,Dosqaly,Mean Poets,27,1993,32.97,0.14,0.91,0.38,1,0.85,0.37,0.16,0.38,25.82,0.06,0.03,0,0.09,0.09,0,0,0.05,B,2021,11019237381
197,f.njoku,Lefghau,Old Mustangs,28,1991,31.41,0.35,2.6,0.93,1,2.54,1,0.14,0.33,13.71,0,0.09,0,0.32,0.41,0.18,-0.18,-0.06,A,2021,10927143952
2629,o.rosario,Republic of Denand Landsa,Mad Wolverines,26,1993,30.84,0.05,0.37,0.13,1,0.46,0.12,0.13,0.43,9.1,0.05,0,0,0,0.03,0.14,0.07,-0.06,RFL,2021,10909173749
200,u.nakazibwe,Lefghau,Old Mustangs,27,1992,33.08,0.05,0.1,0,1,0,0.01,0.98,1.04,6.05,0.08,0,0,0,0.06,0.13,-0.07,-0.01,A,2021,10853298673
1730,d.biribawa,Lefghau,Mean Wolves,24,1996,30.9,0.04,0.38,0.1,1,0.42,0.14,0.07,0.48,8.96,0,0,0.01,0,0,0.01,-0.03,0,D,2021,10821913289
2328,h.nakagolo,Pahon,Polar Kangaroos,29,1991,32.82,0.11,0.13,0.16,1,0.31,0.13,0.16,0.45,4.93,0.07,0,0,0.06,0.05,0.11,0,0.08,E,2021,10806864299
148,l.egger,Lefghau,Horrible Storm,22,1998,30.99,0.08,0.87,0.17,1,0.83,0.28,0.01,0,22.41,0,0,0.01,0.13,0,0,-0.09,0,A,2021,10754423644
1714,v.golob,Sobianitedrucy,Marvelous Patriots,25,1994,27.45,0.62,3.79,1.14,1,3.8,1.14,0.08,0.42,20.81,0.44,0.29,0.32,0.6,0.37,0.15,0.06,0.01,D,2021,10718124015
2386,e.blazevi,Imaar Vircoand,Rabid Greyhounds,24,1996,29.85,0.2,1.85,0.7,1,1.85,0.65,0.13,0.36,15.96,0.18,0.02,0,0.22,0.18,0.07,0.12,0.07,E,2021,10452415903
2568,i.tukahirwa,Dosqaly,Ultimate Penguins,27,1993,29.11,0.24,2.97,0.89,1,2.91,0.79,0,0.09,21.26,0.36,0,0.09,0.3,0.17,0.14,-0.12,-0.02,E,2021,10431653228
1692,w.nabuuma,Byasier Pujan,Marvelous Heels,29,1991,33.7,0.12,0.62,0.18,1,0.52,0.06,0.05,0.39,25.51,0.06,0,0.01,0,0,0,0.04,-0.05,D,2021,10355982128
841,f.got,Central Namemo Laand,Unaccountable Foxes,27,1992,31.2,0.49,2.87,1.2,1,2.98,1.3,0.21,0.42,13.3,0.02,0.03,0,0.63,0.61,0.19,-0.22,-0.09,B,2021,10286467248
2421,n.mucunguzi,Biarizea,Running Bigfoots,29,1991,32.97,0.12,0,0,1,0.01,0.09,1.03,0.99,8.07,0,0,0,0.1,0.09,0.28,0.02,0.08,E,2021,10186808652
1446,e.musisi,Esia,Wicked Gentlefolk,25,1995,30.36,0.05,0.55,0.14,1,0.43,0.19,0.04,0.24,17.19,0.03,0.05,0.07,0.12,0.12,0.15,0,0.07,C,2021,10147496420
579,n.soto,Lenia Gerdanho,Mean Poets,23,1996,29.67,0.34,1.68,0.62,1,1.74,0.59,0.19,0.31,16.27,0,0.18,0.17,0.49,0.23,0.11,0.01,-0.08,B,2021,10131726023
2138,q.naturinda,Rosvi,Flying Penguins,25,1995,30.36,0,0.61,0.16,1,0.48,0.05,0.01,0.31,15.89,0.06,0,0.02,0.06,0.04,0.1,-0.07,0.04,E,2021,10121646255
2456,v.phung,Nganion,Sassy Knights,27,1993,30.27,0.16,0.98,0.14,1,1.08,0.29,0.01,0.2,22.83,0.05,0.13,0,0.12,0.02,0.17,0.04,0.06,E,2021,10096831088
1052,l.nalukenge,Esia,Fiery Governors,25,1994,31.1,0.03,0.1,0.01,0.06,0.04,0,0.04,0,20.1,0,0.01,0.1,0,0.01,0.11,-0.05,-0.08,C,2021,10020135627
1811,u.nambuya,Galamily,Red Rangers,25,1994,30.63,0.26,1.36,0.47,1,1.44,0.39,0.23,0.42,15.24,0.05,0,0.06,0.19,0.21,0.1,0.05,-0.01,D,2021,9952154327
2784,s.nyarko,Greri Landmoslands,Wild Hornets,23,1997,29.67,0.14,2.07,0.42,1,2.2,0.41,0.11,0.06,25.43,0.46,0.08,0.12,0.16,0.08,0,-0.1,-0.03,RFL,2021,9914533512
1665,q.juhasz,Janmico,Hideous Spartans,24,1995,30.46,0.01,0.97,0.51,1,1.06,0.52,0.11,0.1,17.62,0,0.03,0,0.18,0.05,0.05,0.02,0.03,D,2021,9914045595
360,a.lombardi,Ngoque Blicri,Swift Musketeers,28,1992,30.71,0.18,1.73,0.45,1,1.74,0.48,0.15,0.37,20.78,0,0.03,0,0.06,0.02,0.11,0.08,0,A,2021,9909902783
2415,g.nadunga,Imaar Vircoand,Running Bigfoots,26,1994,29.3,0.1,2.17,0.41,1,2.18,0.61,0.09,0.08,16.5,0,0.08,0.17,0.28,0.21,0.19,-0.14,-0.15,E,2021,9909880678
1193,i.tarigan,Esia,Red Artichokes,22,1998,29.72,0.03,0.47,0.13,1,0.5,0.16,0.04,0.29,14.91,0.05,0,0.03,0.05,0.02,0.08,-0.09,0.05,C,2021,9891160318
2148,g.kiggundu,Ingre,Hideous Spiders,31,1988,34.18,0.04,0.87,0.17,1,0.92,0.31,0.01,0.25,10.56,0.09,0,0,0.1,0,0,-0.06,-0.04,E,2021,9848791916
2536,b.tong,Nganion,Swift Bison,23,1997,30.34,0.44,0.87,0.34,1,0.89,0.21,0.15,0.4,25.74,0.22,0.13,0.35,0.33,0.13,0.01,0.01,-0.04,E,2021,9803634527
344,f.fujihara,People's Land of Maneau,Swift Musketeers,23,1997,29.36,0.08,0.69,0.19,1,0.59,0.32,0,0.07,18.06,0.02,0.01,0.07,0.06,0.02,0.14,-0.07,-0.14,A,2021,9764817459
260,j.mukalazi,People's Land of Maneau,Silver Heels,22,1998,28.33,0.2,1.39,0.55,1,1.28,0.55,0.07,0.38,21.07,0.21,0.06,0.03,0.15,0.07,0.13,-0.01,0.13,A,2021,9764385094
1447,m.addai,Esia,Wicked Gentlefolk,24,1996,30.06,0.1,0.47,0.16,1,0.31,0.19,0,0.02,14.26,0,0,0,0.11,0,0.12,-0.04,-0.12,C,2021,9710155023
618,f.bello,Dosqaly,Overconfident Kangaroos,26,1994,28.3,0.29,2.35,0.92,1,2.27,0.76,0.07,0.32,20.9,0.29,0,0.08,0.23,0.15,0.19,0.07,-0.05,B,2021,9708240598
79,c.muyama,People's Land of Maneau,Green Fleet,25,1995,29.52,0.09,0.34,0.1,1,0.4,0.3,0.04,0.27,18,0.06,0.08,0.1,0,0,0.14,0,0.07,A,2021,9692988406
25,d.ikeda,People's Land of Maneau,Fighting Cougars,28,1991,32.6,0.22,0.99,0.49,1,0.87,0.48,0.25,0.3,12.25,0.13,0,0.02,0.17,0.13,0.01,0.15,0.17,A,2021,9661114345
503,t.orishaba,Dosqaly,Grotesque Rocks,26,1993,29.13,0.17,1.65,0.49,1,1.65,0.51,0.03,0.27,16.41,0,0.07,0.03,0.29,0.21,0.23,-0.02,0.01,B,2021,9629487332
1844,g.hungwe,Sobianitedrucy,Remarkable Flames,24,1996,28.93,0.14,2.5,0.99,1,2.48,0.94,0.07,0.22,19.41,0.26,0,0.07,0.31,0.21,0.06,-0.03,0.01,D,2021,9611999471
2245,y.sen,Dosqaly,Mad Kingsmen,32,1987,32.26,0.76,3.77,1.53,1,3.76,1.51,0.26,0.49,15.19,0.27,0.03,0,0.57,0.45,0.21,0.13,0.07,E,2021,9611521633
2598,k.mawanda,Varijitri Isles,Black Coyotes,26,1994,28.96,0.09,2.92,0.76,1,2.91,0.77,0.12,0.19,22.97,0.51,0,0.07,0.2,0.19,0.1,-0.03,-0.02,RFL,2021,9543590128
1096,e.nabaasa,Giumle Lizeibon,Little Lollipops,27,1992,30.79,0.1,0.68,0.19,1,0.74,0.23,0.07,0.26,15.31,0,0,0.06,0.03,0.08,0.13,0.04,0.04,C,2021,9489676630
372,e.nakayiza,Mico,Weak Tornadoes,24,1996,30.33,0.06,0.51,0.15,1,0.5,0.16,0.16,0.3,15.49,0,0.05,0.1,0,0,0.03,0.09,0.09,A,2021,9448578892
2780,a.tindimwebwa,Rarita,Wild Hornets,20,2000,28.28,0.21,2.06,0.81,1,2.07,0.64,0.05,0.28,18.76,0.06,0,0,0.12,0.22,0.18,0.06,-0.08,RFL,2021,9394717132
837,h.nyombi,Southern Ristan,Unaccountable Foxes,25,1995,29.1,0.05,0.26,0.1,1,0.19,0,0.24,1.08,16.86,0,0,0.04,0,0.02,0.19,-0.05,-0.04,B,2021,9375411612
1576,z.krajnc,Lefghau,Fighting Wave,29,1991,32.33,0.06,0.62,0.04,1,0.5,0.05,0.14,0.5,21.23,0,0,0,0.03,0.1,0.15,0,-0.01,D,2021,9248119627
2317,g.namuganza,Rarita,Plane Janes,31,1989,34.62,0,0.65,0.25,1,0.77,0.23,0.18,0.38,23.09,0.13,0.07,0,0.13,0.09,0.05,0.11,0.12,E,2021,9212348281
2407,j.abdel,Lefghau,Running Bigfoots,27,1993,31.06,0.11,0.54,0.16,1,0.55,0.09,0.14,0.24,9.82,0.05,0.06,0.09,0.12,0.11,0.12,-0.09,0.04,E,2021,9182643118
2448,k.deng,Nganion,Sassy Knights,22,1998,29.66,0.17,1.37,0.36,1,1.25,0.46,0.04,0.23,25.95,0.09,0,0,0.04,0,0,0.12,-0.05,E,2021,9174318382
1400,o.sanchez,Esia,Weak Chargers,25,1995,31.08,0,0.38,0.19,1,0.36,0.1,0.01,0.04,9.76,0.02,0,0.01,0,0.07,0.05,0.03,-0.09,C,2021,9152819511
433,o.wagner,Dosqaly,Glistening Paladins,25,1994,30.17,0.14,0.59,0.4,1,0.58,0.32,0.08,0.27,11.2,0,0,0.1,0.17,0.17,0.11,0.05,0.11,B,2021,9097640773
2610,x.thomas,Rarita,Educated Avengers,28,1991,30.43,0.4,2.2,1.24,1,2.2,1.25,0.12,0.18,13.04,0,0.05,0.1,0.46,0.4,0.18,-0.07,0,RFL,2021,8914110717
2174,o.okamoto,Dosqaly,Horrible Bison,23,1996,30.41,0,0.66,0.01,1,0.59,0.02,0.04,0.09,10.64,0,0.09,0,0.01,0.13,0.07,-0.03,-0.02,E,2021,8912311044
2367,k.roger,Nganion,Punctual Leopards,26,1994,31.68,0.05,0.42,0.16,1,0.57,0.04,0,0.05,21.83,0,0,0.07,0.08,0.02,0,0.05,-0.05,E,2021,8894306311
1254,i.khalili,Esia,Silver Frogs,22,1998,29.81,0.25,1.08,0.42,1,1.19,0.41,0.28,0.46,18.31,0,0.05,0,0.08,0.14,0.08,0.16,0.03,C,2021,8845559011
115,q.gunther,Esia,Horrible Grizzlies,24,1996,28.83,0.31,2.83,1.11,1,2.78,1.14,0.15,0.09,13.89,0,0,0,0.37,0.39,0.17,-0.14,-0.12,A,2021,8831288459
476,m.muwanga,Manlisgamncent,Golden Rustlers,23,1996,28.99,0.14,1.51,0.6,1,1.55,0.57,0.05,0.33,20.93,0.27,0,0,0.09,0.21,0.11,-0.04,0.05,B,2021,8789186822
2648,a.katusiime,Greri Landmoslands,Mad Wolverines,24,1996,28.51,0.33,2.08,0.8,1,2.05,0.78,0.2,0.28,21.62,0.44,0.13,0.22,0.31,0.09,0,0.21,0.16,RFL,2021,8730425423
374,h.byamugisha,Republic of Denand Landsa,Weak Tornadoes,23,1996,29.52,0.17,0.46,0.1,1,0.44,0.1,0.17,0.52,25.23,0.07,0.02,0,0,0.02,0.12,0.1,-0.03,A,2021,8715499903
2642,j.chao,People's Land of Maneau,Mad Wolverines,20,2000,28.1,0.07,1.03,0.26,1,0.94,0.34,0.06,0.38,20.73,0,0,0.02,0,0,0.13,0.08,0.07,RFL,2021,8650288010
1262,k.lawino,Giumle Lizeibon,Silver Frogs,22,1997,29.1,0.15,1.61,0.13,1,1.72,0.21,0.13,0.56,20.95,0.07,0,0.06,0.05,0.08,0.02,0.01,-0.08,C,2021,8609247729
14,w.lew,Nganion,Fanatical Outlaws,24,1996,28.54,0.1,1.71,0.46,1,1.7,0.45,0.12,0.36,15.69,0.08,0,0,0.23,0.17,0.15,-0.09,-0.04,A,2021,8401206723
1110,m.chan,Esia,Little Lollipops,23,1997,29.18,0.17,1.74,0.65,1,1.59,0.62,0.16,0.42,23.26,0.09,0.08,0,0.17,0.16,0.06,0.14,0.03,C,2021,8378925391
886,s.parisi,Dosqaly,Villainous Eagles,32,1988,33.68,0.11,0.42,0.27,1,0.48,0.16,0.25,0.51,9.36,0.02,0.04,0,0.12,0.14,0.23,-0.03,0.04,B,2021,8357502704
811,u.musa,Esia,Swift Rustlers,28,1992,30.8,0.5,1.84,1.05,1,1.86,1.02,0.25,0.61,12.48,0,0.07,0,0.36,0.4,0.15,0.25,0.11,B,2021,8304187936
406,h.robert,Dosqaly,Flawless Cows,21,1998,26.42,1.07,3.74,1.75,1,3.78,1.79,0.22,0.48,14.98,0.11,0.32,0.32,0.97,0.74,0.28,0.08,0.01,B,2021,8295695075
2373,h.ziegler,Nganion,Punctual Leopards,23,1997,29.78,0.38,1.62,0.66,1,1.64,0.69,0.24,0.39,15.77,0.08,0,0.03,0.26,0.26,0.05,0.02,-0.03,E,2021,8231872278
1248,m.nakkazi,Slandsganiamayotteque,Silver Frogs,27,1993,30.82,0,0.61,0.15,1,0.59,0.14,0.02,0.57,9.68,0.09,0.07,0,0,0.12,0.03,0.09,0.09,C,2021,8165709190
2363,i.ademovi,Former Maneau,Punctual Leopards,25,1995,30.1,0.09,0.54,0.23,1,0.65,0.08,0.09,0,18.91,0.09,0,0,0.08,0.02,0.09,-0.04,0.03,E,2021,8091948570
1670,d.adu,Esia,Marvelous Heels,26,1994,28.09,0.46,1.86,0.61,1,1.72,0.75,0.1,0.42,11.53,0.01,0.03,0.01,0.28,0.18,0.18,0.02,0.13,D,2021,8088780752
2307,j.chou,Nganion,Plane Janes,28,1992,29.67,0.78,2.87,1.16,1,2.87,1.09,0.2,0.35,15.79,0.08,0.41,0.39,0.63,0.37,0.07,0.12,-0.02,E,2021,8069755027
2187,b.male,Nganion,Horrible Bison,23,1997,26.73,0.47,2.1,0.9,1,2.22,0.88,0,0.31,19.34,0.16,0.29,0.23,0.34,0.26,0.2,0.07,-0.11,E,2021,7976192208
2715,v.persson,Kani,Serious Buffaloes,29,1990,31.53,0.13,0.71,0.31,1,0.74,0.16,0.15,0.26,18.27,0,0,0,0.13,0.11,0.16,-0.06,0.12,RFL,2021,7954651686
560,z.robin,Reugha,Mean Colts,20,2000,29.25,0,1.24,0.12,1,1.15,0.13,0.14,0.34,23.71,0,0.09,0,0,0,0.02,0.13,-0.02,B,2021,7915340538
2234,v.andersson,Dosqaly,Mad Kingsmen,27,1993,30.17,0.03,0.46,0.1,1,0.66,0.18,0.16,0.5,8.82,0,0,0.03,0.09,0.08,0.12,0.02,-0.04,E,2021,7875451251
2674,t.nakirijja,Nganion,Marvelous Coyotes,24,1996,30.46,0,1.03,0.28,1,1.05,0.24,0.03,0.06,19.42,0,0.01,0,0.06,0.11,0,-0.01,-0.04,RFL,2021,7859553539
679,q.kaseke,Central Diasongo,Simple Jayhawks,24,1996,29.89,0.09,0.88,0.19,1,0.82,0.12,0.13,0.17,17.94,0,0,0,0.04,0.12,0.09,0.01,0.01,B,2021,7850804633
1142,q.fathi,Esia,Mean Trolls,22,1997,29.05,0,0.49,0.19,1,0.52,0.06,0.14,0.35,11.19,0,0,0.07,0.13,0.11,0.11,-0.02,0,C,2021,7832433166
2774,d.nasser,Nganion,Wild Hornets,24,1996,29.4,0.14,1.52,0.48,1,1.55,0.34,0.09,0.15,19.38,0,0,0,0,0.15,0.08,0.02,-0.03,RFL,2021,7818690261
1140,q.tushabe,Byasier Pujan,Mean Trolls,29,1991,31.54,0.06,0.18,0.01,1,0.12,0.1,0.2,0.6,22.52,0.09,0.03,0,0,0,0.12,0.02,0.09,C,2021,7802392831
1184,a.popovi,Esia,Punctual Archers,25,1994,28.17,0.16,1.51,0.37,1,1.38,0.3,0.11,0.64,22.26,0.22,0.05,0.03,0.08,0.11,0.12,0.15,0.18,C,2021,7774897608
1790,m.rashid,Sobianitedrucy,Red Rangers,22,1997,28.93,0.12,1.25,0.53,1,1.22,0.49,0.09,0.32,20.46,0.29,0,0.03,0,0.13,0.03,0.19,0.03,D,2021,7689421773
1569,c.muhammadu,Nganion,Fighting Clippers,24,1996,28.44,0.08,1.55,0.43,1,1.59,0.57,0.09,0.17,21.37,0.02,0.05,0.03,0.01,0.05,0.07,-0.09,0.09,D,2021,7662596655
171,g.dijkstra,People's Land of Maneau,Mighty Jays,18,2001,28.31,0.15,2.18,0.74,1,2.09,0.65,0.13,0.18,15.7,0.07,0.02,0.04,0.19,0.29,0.15,-0.07,0,A,2021,7570245196
665,l.masaba,Nancipenuaroe,Simple Jayhawks,33,1987,33.71,0.05,0.3,0.05,1,0.34,0.01,0.05,0.42,8.41,0,0,0,0.03,0.09,0.24,-0.06,0.02,B,2021,7548830886
1812,j.chew,Sobianitedrucy,Red Rangers,25,1995,29.03,0.19,1,0.49,1,1.12,0.43,0.16,0.34,18.26,0.09,0.06,0.09,0.22,0.21,0.15,0.01,0.09,D,2021,7503829419
1072,p.ategeka,Saintswacroa,Horrible Flames,21,1999,29.55,0,0.62,0.07,1,0.53,0.09,0.07,0.13,12.96,0.07,0,0,0.08,0.11,0.06,-0.08,-0.1,C,2021,7414067315
768,g.jesus,Dosqaly,Somber Stallions,29,1990,32.07,0.02,0.57,0.31,1,0.55,0.27,0,0.04,13.8,0,0.1,0,0.03,0.02,0.02,-0.09,-0.07,B,2021,7360178186
212,a.tumuhaise,People's Land of Maneau,Punctual Rustlers,22,1998,29.87,0.1,0.52,0,1,0.45,0.07,0,0,15.11,0.02,0,0,0.01,0.08,0.01,-0.06,0.05,A,2021,7302989044
50,d.daniel,People's Land of Maneau,Great Galactic Gorgons,27,1993,30.97,0.03,0.34,0,1,0.32,0.1,0.03,0,16.56,0.08,0.04,0,0.01,0,0.05,-0.09,-0.13,A,2021,7300341965
1911,q.abo,Imaar Vircoand,Strange Pioneers,29,1991,30.47,0.01,0.69,0.17,1,0.63,0.02,0.14,0.51,9.77,0,0,0.06,0.06,0.03,0.14,-0.09,-0.1,D,2021,7221439686
1869,c.arineitwe,Nganion,Serious Ranchers,27,1992,29.03,0.4,2.3,1.05,1,2.47,0.97,0.04,0.41,20.3,0.15,0,0.07,0.11,0.23,0.03,0.19,0.16,D,2021,7219561329
39,l.wafula,Dosqaly,Fighting Cougars,23,1996,27.86,0.21,2.44,0.79,1,2.43,0.79,0,0.19,14.16,0,0.12,0.07,0.48,0.25,0.08,-0.27,-0.23,A,2021,7209793552
2580,s.rizzo,Sobianitedrucy,Black Coyotes,23,1996,29.49,0.03,0.85,0.3,1,0.85,0.25,0.16,0.32,21.29,0,0.08,0,0.11,0.04,0.02,0.03,-0.05,RFL,2021,7193573556
881,h.isa,Central Diasongo,Villainous Eagles,33,1986,33.34,0.11,0.38,0.09,1,0.37,0.17,0.25,0.54,9.3,0,0,0,0.13,0,0.21,0.03,0.1,B,2021,7135925426
2095,v.nazziwa,Nganion,Festive Governors,31,1989,33.7,0.03,0.7,0.28,1,0.74,0.27,0.03,0.24,19.57,0,0.07,0,0.03,0.09,0.01,-0.08,0.08,E,2021,7133811488
1570,q.liang,Nkasland Cronestan,Fighting Clippers,26,1994,27.92,0.19,2.24,0.88,1,2.08,0.79,0.15,0.29,18.36,0,0,0.04,0.15,0.2,0.15,0.04,0.19,D,2021,7065080623
1857,q.henriksen,Sobianitedrucy,Serious Ranchers,26,1993,28.99,0,0.91,0.29,1,0.82,0.17,0.03,0.42,19.12,0,0,0,0.17,0.17,0.17,-0.02,0.07,D,2021,7039168824
1260,g.foong,Esia,Silver Frogs,26,1994,28.76,0.17,1.83,0.49,1,1.8,0.65,0.04,0.27,28.48,0.34,0.09,0.06,0.03,0.1,0.04,0.13,0.04,C,2021,7021717427
1671,b.bintiothman,Imaar Vircoand,Marvelous Heels,22,1998,28.22,0.05,0.46,0.3,1,0.58,0.25,0.14,0.23,9.36,0,0.08,0.04,0.05,0.12,0.15,-0.05,0.04,D,2021,6978749505
615,y.ademovi,Dosqaly,Overconfident Kangaroos,31,1988,32.35,0,0.57,0.04,1,0.54,0.14,0,0.23,15.96,0,0,0,0,0.01,0.1,-0.02,0.06,B,2021,6974065678
2604,v.mansoor,Rarita,Educated Avengers,31,1989,33.96,0.11,0.69,0.13,1,0.63,0.12,0.02,0.24,23.83,0.04,0.03,0.1,0.03,0.12,0,-0.08,-0.03,RFL,2021,6967968050
41,f.cho,Southern Ristan,Fighting Cougars,25,1994,29.03,0.22,2.05,0.87,1,2.06,0.76,0.12,0.15,17.66,0.08,0,0.04,0.09,0.25,0.06,-0.08,-0.02,A,2021,6955678767
1285,v.namayanja,Ledian,Spicy Gophers,25,1994,28.12,0.35,1.76,0.47,1,1.58,0.54,0,0.25,21.72,0.19,0.2,0.19,0.23,0.04,0,0.03,-0.05,C,2021,6938155596
992,r.mbeiza,Slandsganiamayotteque,Awkward Trailblazers,20,2000,27.77,0.26,1.55,0.75,1,1.62,0.71,0.06,0.27,14.56,0.01,0.06,0.05,0.28,0.2,0.1,-0.02,-0.02,C,2021,6933365131
2357,p.aydn,Nganion,Punctual Leopards,32,1987,31.84,0.35,1.31,0.62,1,1.41,0.72,0.17,0.35,15.6,0.2,0.09,0.14,0.43,0.29,0.27,0.13,0.03,E,2021,6925606787
2355,e.kalungi,Western Niasland,Punctual Leopards,28,1992,30.09,0.17,0.19,0.05,1,0.29,0.17,0.3,0.74,8.61,0.05,0,0,0.06,0,0.11,0.08,0.01,E,2021,6886102149
