"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"109","y.eyotaru","Mico","Horrible Grizzlies",24,1996,15.19,66.43,71.53,1,1403.53,378.53,19.37,20.83,1,36.22,38,1,10.43,12.03,1,0.05,0.11,0,0.39,2.93,0.25,0,2.99,"A",2021,79695599.7127768
"110","d.martini","Nganion","Horrible Grizzlies",29,1990,10.71,45.19,55.36,1,759.31,267.87,22.27,25.06,1,19.2,22.46,1,3.09,5.73,1,0.02,0,0,1.19,1.71,0.77,0.2,4.56,"A",2021,18248590.8739932
"111","s.namugere","Nganion","Horrible Grizzlies",30,1989,24.26,72.56,82.98,1,1266.31,455.05,30.9,33.05,1,35.95,39.25,1,4.89,8.3,1,0.18,0.21,0,1.14,5.42,1.08,0.17,4.72,"A",2021,502317316.749742
"112","f.kalule","People's Land of Maneau","Horrible Grizzlies",23,1996,25.44,55.83,71.15,1,946.45,317.43,27.93,30.73,1,21.87,26.92,1,4.71,10.26,1,0.18,0.01,0.1,1.24,3.46,1.02,0.48,4.98,"A",2021,890440736.723937
"113","t.nouri","People's Land of Maneau","Horrible Grizzlies",22,1997,0.53,54.07,58.06,1,1147.99,321.93,12.08,12.01,1,34.02,36.04,1,7.94,10.06,1,0,0,0.05,0.05,0,0.06,0.04,0,"A",2021,2784688.73384996
"114","v.thompson","People's Land of Maneau","Horrible Grizzlies",20,1999,26.45,63.96,75.29,1,1190.7,305.62,27.93,30.26,1,27.69,30.94,1,7.68,11.88,1,0.16,0.06,0,1.46,2.99,1.71,0.91,4.28,"A",2021,1558958116.98381
"115","v.binali","Sobianitedrucy","Horrible Grizzlies",25,1994,0.95,50.94,63.06,1,926.94,203.08,26.96,27.91,1,14.93,19.01,1,7.97,10.98,1,0,0.01,0,0.05,0.92,1.08,0.96,0.06,"A",2021,2907619.17138088
"116","s.mlakar","Dosqaly","Horrible Grizzlies",33,1986,8.21,19.44,26.01,1,241.1,30.21,13.44,17.46,1,3.4,4.89,1,0.94,1.01,1,0.01,0.03,0,0.9,0.83,0.15,0.01,0.84,"A",2021,6510283.2636708
"117","q.gunther","Esia","Horrible Grizzlies",24,1996,28.82,22.15,28.52,1,332.4,65.54,12.08,14.75,1,8.35,9.59,1,0.85,1.86,1,0.36,0.22,0.16,1.13,1.05,0.82,0.27,1.98,"A",2021,2066032461.82324
"118","j.wan","People's Land of Maneau","Horrible Grizzlies",24,1996,0.61,15.78,22.81,1,237.15,31.34,8.49,8.67,1,5.7,7.24,1,1.48,4.36,1,0.09,0,0.04,0,1.52,0.01,0.02,1.39,"A",2021,2751876.5756405
"119","z.makore","People's Land of Maneau","Horrible Grizzlies",22,1997,11.69,12.9,18.84,1,177.29,28.27,7.94,10.19,1,3.32,5.45,1,0.7,1.38,1,0.09,0.16,0.1,0.72,1.09,0.16,0,0.99,"A",2021,46273815.5551205
"120","n.nantege","People's Land of Maneau","Horrible Grizzlies",19,2000,11.78,45.83,55.82,1,767.42,182.21,25.85,29.03,1,14.46,17.01,1,4.92,7.86,1,0.33,0.18,0.09,2.59,2.08,3.24,0.98,4.65,"A",2021,91296558.466282
"121","a.olobo","Biarizea","Horrible Grizzlies",27,1993,13.09,42.2,56.57,1,724.12,196.25,20.98,24.33,1,15.3,18.28,1,4.86,10.8,1,0.3,0.24,0,2.55,3.65,2.54,0.4,5.45,"A",2021,64606043.6822414
"122","d.kayira","Slandsganiamayotteque","Horrible Grizzlies",21,1998,19.28,28.55,35.86,1,432.92,95.21,16.95,19.83,1,9.29,11.69,1,1.61,2.38,1,0.06,0.12,0,1.26,1.56,2.14,0.03,3.34,"A",2021,349397623.045019
"123","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",28,1992,30.46,27.81,33.07,1,682.09,338.03,6.92,6.9,1,13.71,13.82,1,7.04,12.05,1,0.08,0,0,0,0.15,0,0.07,0,"A",2021,1249511285.19056
"124","r.wanyama","Imaar Vircoand","Horrible Grizzlies",38,1981,0.98,23.96,26,1,496.08,301.9,8.1,8.06,1,13.07,12.93,1,3.04,5.08,1,0,0.03,0,0.03,0,0.09,0.06,0.07,"A",2021,644003.940683373
"125","j.nkrumah","Nganion","Horrible Grizzlies",25,1994,6.59,30.58,37.35,1,801.48,403.32,7.61,7.89,1,13.7,13.68,1,9.22,15.82,1,0.01,0.02,0,0.09,0.36,0,0,0.24,"A",2021,8080247.01591932
"126","m.matsumoto","Dosqaly","Horrible Grizzlies",29,1991,23.77,54.68,63.27,1,1002.9,221.26,22.52,25.38,1,25.59,28.18,1,5.55,7.64,1,0.07,0.09,0,0.96,4.23,0.52,0.12,4.17,"A",2021,386572437.203115
"127","c.nyesiga","Manlisgamncent","Horrible Grizzlies",26,1994,20.29,78.12,86.04,1,1528.71,367.19,30.66,32.96,1,35.85,38.2,1,10.79,13.27,1,0.05,0.08,0.05,1.11,8.07,1.24,0,8.19,"A",2021,292815274.005444
"128","y.diallo","Ngoque Blicri","Horrible Grizzlies",19,2001,2.88,66.22,74.03,1,1291.64,183.19,26.23,27.51,1,30.06,33.49,1,9.69,12.32,1,0,0.09,0,1.05,5.14,0.39,0,3.06,"A",2021,8286310.0955085
"129","g.baey","People's Land of Maneau","Horrible Grizzlies",26,1993,0.56,43.94,52.03,1,882.05,143.97,20,26.02,1,15.9,17.96,1,7.92,7.95,1,0,0.17,0,1.98,4.09,1.98,0,4.1,"A",2021,3952640.44274941
"130","i.makavan","Sobianitedrucy","Horrible Grizzlies",28,1991,22.36,69.93,78.05,1,1253.74,292.66,31.78,33.89,1,29.98,32.86,1,7.12,9.72,1,0,0.12,0,1.07,6.27,0.8,0,5.21,"A",2021,360042566.709353
"131","h.alobo","Esia","Horrible Grizzlies",21,1999,16.92,38.94,45.31,1,566.35,86.13,23.15,25.46,1,11.84,13.52,1,2.47,2.97,1,0.11,0.08,0.03,1.06,1.96,1.18,0.09,2.44,"A",2021,174291402.346428
"132","o.nampeera","People's Land of Maneau","Horrible Grizzlies",21,1999,32.03,48.24,58.64,1,854.68,230.58,23.79,26.33,1,16.97,19.4,1,6.12,9.33,1,0.21,0.33,0,2.82,4.45,1.74,0.28,5.68,"A",2021,7348985970.01232
"133","b.longoli","Djipines","Horrible Storm",31,1989,0.27,50.06,54.94,1,599.98,144.97,39.97,40.09,1,10.09,15.04,1,0.03,0,0,0.04,0,0.09,0.07,0.02,0.01,0,0.08,"A",2021,1279362.22120231
"134","a.tay","Frenchdo Stanser","Horrible Storm",32,1987,9.33,49.8,63.91,1,954.69,391.42,20.89,22.57,1,21.46,27.62,1,7.03,12.12,1,0.08,0.05,0,1.37,3.96,2.71,0.85,5.14,"A",2021,14172991.4115922
"135","d.yusof","Nkasland Cronestan","Horrible Storm",22,1997,26.44,36.33,49.17,1,705.23,263.8,14.98,16.62,1,15.59,19.65,1,5.38,11.61,1,0.09,0.12,0,0.91,2.92,0.95,0.56,2.5,"A",2021,1279566205.92582
"136","b.stewart","People's Land of Maneau","Horrible Storm",24,1995,37.85,43.6,56.89,1,814.34,404.93,19.53,21.77,1,17.36,21.9,1,5.72,10.64,1,0.01,0.12,0,1.08,4.15,1.35,0.32,5.88,"A",2021,15644308720.9934
"137","h.steiner","People's Land of Maneau","Horrible Storm",22,1997,35.49,30.31,35.04,1,684.84,168.39,7.02,8,1,17.27,18.42,1,5.72,7.82,1,0,0,0.03,0,1.01,0.02,0.03,1,"A",2021,7026664006.81397
"138","k.mirkovi","People's Land of Maneau","Horrible Storm",27,1993,35.45,35.44,44.55,1,841.12,333.07,8.11,9.21,1,19.98,21.52,1,7.23,12.92,1,0.11,0,0.03,0.22,3.32,0.23,0.01,3.13,"A",2021,4944276124.54819
"139","y.aidoo","People's Land of Maneau","Horrible Storm",25,1995,7.07,24.07,30.85,1,564.39,178.94,5.55,6.71,1,12.99,14.68,1,5.25,8.88,1,0,0,0,0,1.52,0,0,1.5,"A",2021,10067664.8283741
"140","h.nsamba","Byasier Pujan","Horrible Storm",25,1995,17.84,24.17,34.21,1,390.77,108.24,13.46,16.33,1,7.53,10.29,1,2.23,4.59,1,0,0.17,0,1.4,1.6,1.01,0.53,2.21,"A",2021,160812069.581762
"141","e.estrada","Frenchdo Stanser","Horrible Storm",25,1994,13.05,17.57,25.26,1,290.82,84.81,8.27,10.86,1,6.68,9.3,1,1.67,3.14,1,0.1,0.09,0,0.87,1.78,0.54,0.31,2.07,"A",2021,48859818.0595322
"142","a.popescu","People's Land of Maneau","Horrible Storm",24,1995,36.95,16.43,22.42,1,221.33,39.21,10.63,13.77,1,4.49,5.92,1,0.6,1.08,1,0.09,0.05,0.01,1.15,1,0.63,0.05,1.28,"A",2021,10322237774.7369
"143","x.yau","People's Land of Maneau","Horrible Storm",18,2002,0.03,1.95,4.01,1,37.94,0,0.95,3.03,1,1.03,0.9,1,0.03,0,0,0.08,0.07,0.05,0.1,0.05,0,0,0.02,"A",2021,3915240.11986692
"144","k.aliyu","Saintswacroa","Horrible Storm",24,1995,25.73,22.03,31.09,1,422.38,102.64,9.69,11.83,1,8.36,10.74,1,3.67,6.92,1,0.3,0.18,0.18,1.22,1.04,1.02,0.26,2.51,"A",2021,969132297.21422
"145","k.muhumuza","People's Land of Maneau","Horrible Storm",22,1998,3.16,18.8,25.43,1,271.99,45.45,11.68,12.91,1,6.23,9.26,1,0.71,1.24,1,0.31,0.11,0.07,1.61,0.25,1.05,0.05,0.99,"A",2021,7255483.47423222
"146","k.namuwaya","People's Land of Maneau","Horrible Storm",24,1995,24.36,35.59,45.34,1,605.86,208.4,18.06,21.26,1,12.6,14.91,1,3.72,6.38,1,0.46,0.27,0,3.42,3.39,3.05,0.15,6.92,"A",2021,1189344021.15133
"147","n.bondarenko","People's Land of Maneau","Horrible Storm",16,2004,0.27,25.05,39.94,1,439.99,49.95,15.05,15.01,1,4.94,10,1,4.95,9.94,1,0,0.04,0,0.02,0,0,0.03,0,"A",2021,4030241.11216186
"148","s.tamale","Imaar Vircoand","Horrible Storm",27,1992,37.92,22.24,34.19,1,763.17,496.71,2.74,2.83,1,10.27,10.22,1,9.38,20.99,1,0,0.06,0,0.08,0.68,0,0,0,"A",2021,7092025873.4354
"149","k.makaza","Dosqaly","Horrible Storm",25,1994,3.3,37.08,48.78,1,633.01,156.49,16.93,20.05,1,15.84,18.28,1,3.27,7.6,1,0.05,0,0,0.31,2.09,0.37,0.05,2.78,"A",2021,4796220.22536743
"150","r.akech","Eastern Covaki","Horrible Storm",26,1994,8.34,28.22,32.88,1,511.25,114.51,11.86,13.58,1,11.92,13.31,1,3.55,5.27,1,0.06,0.05,0.07,0.16,1.87,0,0,1.14,"A",2021,13641188.255157
"151","l.egger","Lefghau","Horrible Storm",22,1998,30.91,39.31,46.22,1,814.05,183.59,13.89,15.38,1,17.32,19.4,1,7.39,9.8,1,0.02,0.03,0,0.58,4.17,0.42,0.09,3.38,"A",2021,3149612658.25532
"152","z.cher","Ngoque Blicri","Horrible Storm",25,1994,37.1,29.17,37.86,1,641.33,208.34,9.81,11.25,1,12.63,15.3,1,6.18,9.45,1,0.17,0,0,1.14,4.9,1.22,0.23,4.9,"A",2021,11069945706.346
"153","g.baey","People's Land of Maneau","Horrible Storm",26,1993,17.08,36.47,44.9,1,670.03,171.03,17.19,19.47,1,13.46,15.64,1,5.09,7.91,1,0.14,0.23,0,2.34,2.63,1.54,0.08,4.5,"A",2021,144575241.232915
"154","t.nkhoma","Southslands","Horrible Storm",29,1991,2.48,46.36,62.01,1,1001.23,222.81,12.46,14.02,1,20.86,25.61,1,10.84,18.32,1,0.35,0.29,0.05,1.67,7.3,0.75,0.41,3.7,"A",2021,4434696.28006478
"155","q.mbambu","Lefghau","Horrible Storm",23,1996,0.17,20.1,20.09,1,150.07,0,15.07,15.02,1,0,0.1,0,0,0.02,0,0.01,0.05,0,0,0,0,0.07,0.02,"A",2021,2764560.79283245
"156","y.nabulo","People's Land of Maneau","Horrible Storm",19,2001,7.05,26.82,31.3,1,479.91,102.45,12.3,14.1,1,10.09,11.45,1,3.52,4.32,1,0.09,0.01,0,0.92,2.21,0.05,0.07,2.09,"A",2021,17515885.6379765
"157","z.chipeta","Esia","Mighty Jays",28,1992,0.47,81.94,95.9,1,2199.99,419.97,3.94,4.08,1,62.03,67.95,1,16.09,23.99,1,0,0.09,0.02,0.06,3.93,0.02,0,8.01,"A",2021,1828759.52704603
"158","d.asaba","Greri Landmoslands","Mighty Jays",28,1991,8.36,42.24,55.71,1,691.15,253.04,24.03,27.34,1,14.11,18.7,1,3.58,7.48,1,0.07,0.11,0.02,0.65,3.46,0.85,0.21,3.33,"A",2021,14405548.676456
"159","s.chided","Lefghau","Mighty Jays",22,1997,22.22,57.8,67.2,1,1216.66,352.33,16.93,18.52,1,30.33,32.53,1,9.84,14.83,1,0,0,0.04,0,3.72,0.11,0.13,2.39,"A",2021,391031229.255001
"160","s.kaggwa","Lefghau","Mighty Jays",33,1987,15.5,52.07,62.23,1,1208.81,339.72,11.47,12.44,1,28.56,30.51,1,11.82,18.07,1,0.06,0,0.05,0.04,4.36,0.46,0,3.87,"A",2021,32331204.6396794
"161","e.ta","Nganion","Mighty Jays",26,1993,9.93,53.8,59.19,1,1097.78,275.4,16.26,16.9,1,29.3,30.16,1,7.68,11.21,1,0.03,0,0,0.1,1.94,0.06,0,1.81,"A",2021,17432568.9166067
"162","z.semakula","Nganion","Mighty Jays",25,1995,23.12,46.46,56.08,1,781.8,221.9,21.41,24.75,1,21.47,24.71,1,2.8,4.4,1,0,0.2,0,0.9,2.72,1.33,0.41,3.76,"A",2021,593396398.600808
"163","q.aini","Ngoque Blicri","Mighty Jays",23,1997,25.53,44.46,58.31,1,818.23,237.95,18.78,21.59,1,20.46,24.58,1,5.07,10.67,1,0.15,0.1,0,1.26,2.25,1.4,0.53,3.76,"A",2021,992010488.666845
"164","e.ramezani","People's Land of Maneau","Mighty Jays",24,1995,28.43,55.66,62.39,1,1250.58,347.76,13.72,14.57,1,30.32,32.38,1,11.16,14.83,1,0.02,0,0.05,0.11,4.3,0.2,0,3.47,"A",2021,1380128063.19246
"165","v.ram","People's Land of Maneau","Mighty Jays",25,1995,8.32,54.96,68.47,1,988.26,284.39,24.5,27.41,1,24.34,28.63,1,5.67,10.04,1,0.27,0.2,0.15,1.3,2.92,1.09,0.55,2.78,"A",2021,20230647.8200484
"166","z.nakagawa","People's Land of Maneau","Mighty Jays",22,1997,5.46,41.87,53.35,1,746.86,204.06,20.29,23.27,1,17.28,20.1,1,4.11,7.86,1,0.07,0.12,0,0.57,2.72,0.6,0.15,2.61,"A",2021,11889822.5009667
"167","a.akoth","Unicorporated Tiagascar","Mighty Jays",27,1993,1.01,54.09,64.02,1,800.96,177.04,29.9,34.93,1,22.02,23.95,1,0.94,3.02,1,0.04,0,0.01,0.05,2.95,0.97,0,4.08,"A",2021,2889092.50465369
"168","g.siddiqui","Central Diasongo","Mighty Jays",25,1995,18.06,28.28,37.47,1,413.67,81.46,16.47,19.58,1,9.49,11.69,1,1.56,3.3,1,0.12,0,0.03,0.64,0.94,0.85,0.16,2.12,"A",2021,136097659.017371
"169","u.nalumansi","Czechnor","Mighty Jays",31,1989,25.95,19.96,26.63,1,304.42,58.25,11.23,13.67,1,7.02,9.16,1,1.09,2.01,1,0.06,0.1,0.09,0.82,0.64,1.07,0.27,1.99,"A",2021,504241103.668954
"170","f.heng","Dosqaly","Mighty Jays",29,1991,21.42,19.11,24.46,1,283.46,58.24,10.44,13.14,1,6.22,7.4,1,1.19,2.13,1,0.12,0.05,0,0.77,1.12,0.95,0,2.11,"A",2021,216024959.464447
"171","i.kakuru","Lefghau","Mighty Jays",19,2001,6.59,19.49,24.4,1,286.57,64.85,11.43,13.41,1,7.17,8.67,1,0.56,1.22,1,0.16,0.31,0,1.4,0.23,1.14,0.54,1.23,"A",2021,23941495.6919183
"172","c.ssentamu","People's Land of Maneau","Mighty Jays",21,1999,4.64,15.59,18.83,1,215.6,21.68,10.22,12.6,1,4.17,5.17,1,0.62,0.61,1,0.21,0.22,0.11,1.06,0.71,0.49,0.01,0.63,"A",2021,11526269.9153369
"173","i.nugraha","People's Land of Maneau","Mighty Jays",20,1999,0.86,21.25,37.49,1,398.73,117.45,11.26,11.24,1,7.44,11.33,1,2.54,11.38,1,0,0.08,0.05,0,2.43,1.21,0,2.59,"A",2021,4919705.76413329
"174","g.dijkstra","People's Land of Maneau","Mighty Jays",18,2001,28.35,30.46,40.65,1,471.38,121.12,17.03,19.86,1,10.55,12.94,1,2,5.41,1,0.08,0.15,0,1.31,1.88,1.07,0.22,2.15,"A",2021,2769175270.2601
"175","u.chio","Lefghau","Mighty Jays",31,1988,15.6,39.9,50.43,1,755.44,147.36,18,20.28,1,16.21,19.37,1,5.44,9.65,1,0.39,0.1,0.18,1.9,2.19,1.99,0.62,3.18,"A",2021,57071121.2131159
"176","z.marini","Central Republic of Boekrainego","Mighty Jays",28,1992,2.98,20.77,22.3,1,511.63,264.65,4.38,4.41,1,10.62,10.73,1,5.42,6.97,1,0,0,0,0.01,0.07,0.01,0.02,0.01,"A",2021,2950685.95232141
"177","x.adikini","Cuandbo","Mighty Jays",25,1995,0.29,35.06,55.08,1,629.97,255.01,10.09,9.99,1,24.97,24.97,1,0,20.08,0.1,0,0,0.06,0,0.05,0,0,0.03,"A",2021,1822649.39359329
"178","v.kumwenda","Esia","Mighty Jays",28,1992,34.87,26.43,33.12,1,632.3,320.4,7.58,7.59,1,13.11,13.12,1,5.67,12.15,1,0,0,0,0,0.23,0.07,0.07,0.12,"A",2021,3371448890.56845
"179","j.rolland","Frenchdo Stanser","Mighty Jays",28,1992,17.19,54.57,58.36,1,1074.19,213.41,19.36,20.38,1,26.55,27.78,1,7.94,9.09,1,0.02,0,0.04,0.29,4.4,0.5,0,3.4,"A",2021,89030221.274175
"180","m.kusiima","Nancipenuaroe","Mighty Jays",27,1993,17.04,56.77,65.46,1,1102.72,301.17,22.44,24.5,1,24.8,27.48,1,8.33,11.47,1,0.08,0.12,0.14,0.63,7.25,0.55,0,6.42,"A",2021,120060194.816588
"181","a.vang","Nganion","Mighty Jays",23,1996,17.97,62.17,71.78,1,1230.55,289.6,23.28,25.56,1,28.58,31.19,1,9.62,12.72,1,0.2,0.23,0,1.58,7.36,1.25,0.27,6.02,"A",2021,256695630.991208
"182","y.ferrara","People's Land of Maneau","Mighty Jays",20,1999,2.52,26.45,34.96,1,414.54,107.24,13.43,16.13,1,10.86,13.13,1,1.07,3.54,1,0,0.08,0,0.67,3.53,1.61,0.41,2.24,"A",2021,8694657.26643746
"183","h.david","Redohrainbri","Mighty Jays",21,1998,9.67,46.84,54.27,1,762.42,185.06,23.28,24.49,1,17.36,19.63,1,4.24,7.06,1,0.22,0.24,0.02,2.12,3.59,1.91,0.08,4.94,"A",2021,47124970.2535044
"184","k.abalo","Quewenia","Mighty Jays",27,1992,27.92,69.49,77.28,1,1405.44,366.32,25.08,27.4,1,32.55,34.82,1,11.02,13.44,1,0.04,0,0.01,0.68,9.55,0.95,0.07,7.69,"A",2021,1372697878.47631
"185","e.nakanjako","Rarita","Mighty Jays",20,2000,16.1,39.67,45.25,1,595.76,112.13,21.82,24.17,1,14.77,16.12,1,1.85,2.41,1,0.31,0.2,0.13,1.54,2.36,0.84,0.17,2.69,"A",2021,172190987.292686
"186","v.garcia","Byasier Pujan","Old Mustangs",29,1991,4.04,72.27,80.2,1,1726.34,514.39,14.85,15.86,1,42.98,45.39,1,14.44,18.72,1,0,0.1,0,0,6.36,0,0,4.97,"A",2021,4392178.75256551
"187","a.sihombing","Central Namemo Laand","Old Mustangs",28,1991,7.66,60.57,68.37,1,1305.42,335.68,16.59,17.75,1,33.18,35.25,1,10.38,14.85,1,0.35,0.13,0.11,0.23,3.86,0.05,0,1.9,"A",2021,10470964.6064797
"188","f.nassolo","Djipines","Old Mustangs",19,2001,2.78,55.76,76,1,910.05,311.47,28.8,32.4,1,19.33,23.56,1,5.07,11.75,1,0,0.12,0,1.06,3.57,0.38,0.4,6.09,"A",2021,7808419.09272745
"189","m.tumuramye","Ngoque Blicri","Old Mustangs",26,1994,37.69,68.29,85.58,1,1252.75,423.33,29.57,33.52,1,31,35.74,1,6.78,13.84,1,0.16,0.25,0.09,1.76,4.75,1.83,0.69,7.09,"A",2021,15467318012.8981
"190","e.ruzvidzo","People's Land of Maneau","Old Mustangs",19,2001,7.26,56.7,61.7,1,1284.06,317.34,12.54,13.78,1,31.17,32.69,1,12.62,14.65,1,0.03,0,0.02,0.25,2.79,0.19,0,1.74,"A",2021,16915394.7904202
"191","i.kabagenyi","People's Land of Maneau","Old Mustangs",23,1997,16.14,57.04,65.26,1,1231.08,380.32,16.35,17.87,1,30.43,32.31,1,9.77,14.33,1,0.03,0.1,0.05,0.43,4.95,0.07,0.08,3.77,"A",2021,110096866.478004
"192","t.chebet","People's Land of Maneau","Old Mustangs",23,1997,6.66,72.99,80.74,1,1728.15,464.63,15.07,16.2,1,42.24,45.01,1,15.05,18.63,1,0.06,0.09,0,0.05,4.53,0.09,0,5.67,"A",2021,12414325.8217357
"193","z.rojas","People's Land of Maneau","Old Mustangs",21,1998,33.76,65.9,87.3,1,1409.9,578.67,23.34,26.39,1,29.56,35.33,1,12.33,23.2,1,0.27,0.34,0.03,2.27,6.15,2.96,0.97,8.25,"A",2021,12049645056.9079
"194","i.ssentongo","Varijitri Isles","Old Mustangs",20,2000,8.92,56.46,62.1,1,1164.69,301.42,18.7,20.04,1,28.9,29.91,1,8.48,12.01,1,0,0,0.03,0.02,1.88,0,0,1.65,"A",2021,21965227.3480121
"195","x.nazari","Ingre","Old Mustangs",24,1996,0.16,59.96,80.07,1,1180.03,0,39.95,39.97,1,10.06,19.91,1,10.03,20.1,1,0,0,0,0.09,0,0,0.03,0,"A",2021,1932539.2062425
"196","m.carpentier","Lefghau","Old Mustangs",26,1993,28.47,65.58,71.85,1,1339.22,347.19,20.73,22.11,1,34.47,36.51,1,9.51,12.3,1,0.08,0,0.08,0.18,3.82,0.5,0,3.6,"A",2021,1232973148.95623
"197","y.niemi","Coastpa Barleslands","Old Mustangs",28,1992,31.3,25.79,34.15,1,433.37,92.12,13.02,16.19,1,9.27,11.7,1,2.77,3.96,1,0.26,0.28,0.13,1.83,1.11,2.15,0.35,3.44,"A",2021,3173115701.96062
"198","y.wood","Frenchdo Stanser","Old Mustangs",28,1992,34.28,31.25,37.74,1,474.22,113.47,18.52,20.5,1,10.03,12.06,1,1.92,2.99,1,0.09,0.15,0.03,1.5,1.74,2.15,0.25,4,"A",2021,5599345355.86997
"199","e.alowo","Greri Landmoslands","Old Mustangs",23,1996,12.42,26.34,36.3,1,433.56,99.06,14.6,17.75,1,9,12.3,1,2.44,3.87,1,0,0.07,0,1.06,2.61,1.12,0.04,3.76,"A",2021,55145673.3127534
"200","f.njoku","Lefghau","Old Mustangs",28,1991,31.5,33.19,41.47,1,498.67,125.2,18.74,21.96,1,11.07,13.66,1,1.97,2.94,1,0.16,0.15,0,1.54,2.63,1.34,0.05,4.26,"A",2021,2794635331.68395
"201","w.kayange","Southern Ristan","Old Mustangs",25,1995,2,21.9,28.64,1,268.68,36.64,12.33,14.35,1,7.23,9.46,1,0,0.92,0.05,0,0.06,0,0.89,1.04,0.04,0.03,0.44,"A",2021,3723446.70697717
"202","l.edwards","People's Land of Maneau","Old Mustangs",26,1993,2.8,37.16,49.39,1,780.32,162.83,13.61,17.92,1,15.47,19.37,1,6.81,7.91,1,0.29,0.11,0.19,0.75,6.02,0.65,0,5.43,"A",2021,5495873.57698985
"203","u.nakazibwe","Lefghau","Old Mustangs",27,1992,32.93,29.21,34.52,1,766.97,404.38,4.73,4.91,1,15.9,16.13,1,8.54,13.21,1,0,0.1,0,0.08,0.12,0.08,0.03,0.08,"A",2021,2630020460.64388
"204","f.walker","Nganion","Old Mustangs",33,1987,3.04,25.34,32.91,1,676.92,378.32,5.37,5.42,1,12.23,12.76,1,6.94,14.21,1,0,0.06,0.1,0,0.01,0.04,0,0,"A",2021,1732252.68760842
"205","p.tetteh","Southslands","Old Mustangs",21,1998,2.1,25.48,31.09,1,729.58,366.06,3,3.05,1,13.04,13.03,1,9.51,15.07,1,0.04,0,0.09,0,0,0,0,0,"A",2021,3977449.03532019
"206","v.waswa","Byasier Pujan","Old Mustangs",29,1990,32.74,49.87,53.45,1,857.72,165.96,23.82,25.18,1,20.29,21.4,1,4.62,5.22,1,0,0.05,0,0.72,4.2,0.66,0,2.77,"A",2021,2851571981.11004
"207","v.mattila","Iverde","Old Mustangs",25,1995,5.84,53.58,61.36,1,918.64,205.19,24.8,28.51,1,22.96,24.32,1,4.61,6.05,1,0.05,0.22,0,1.08,5.28,1.66,0.11,5.46,"A",2021,15137306.0301899
"208","i.aidoo","Nganion","Old Mustangs",29,1991,20.6,72.67,81.33,1,1533.78,399.6,25.36,27.35,1,32.59,35.22,1,13.42,16.39,1,0,0.1,0,1.42,10.09,1.25,0,8.99,"A",2021,255782056.509967
"209","q.johnsen","People's Land of Maneau","Old Mustangs",19,2001,13.06,67.89,74.57,1,1145.99,244.43,33.15,35.44,1,27.03,28.56,1,6.46,8.08,1,0.06,0.21,0.07,0.96,7.47,1.67,0.07,4.98,"A",2021,127327542.531531
"210","h.twongirwe","People's Land of Maneau","Old Mustangs",30,1990,18.99,83.17,95.86,1,1735.52,455.9,27.41,29.65,1,41.15,43.55,1,13.79,20.68,1,0,0.06,0,0.53,10.82,1.55,0.03,7.65,"A",2021,159538514.801045
"211","p.saputra","People's Land of Maneau","Old Mustangs",34,1986,11.95,65.3,76.88,1,1232.33,356.46,27.87,30.39,1,27.89,31,1,8.87,12.34,1,0.1,0.14,0.04,1.06,6.49,2.1,0.42,7.48,"A",2021,22743560.5860312
"212","a.logose","Lylimi","Old Mustangs",25,1995,3.24,33.56,42.03,1,481.44,100.64,20.05,22.08,1,12.04,14.71,1,0.98,3.62,1,0,0.09,0,0.07,3.27,0.52,0,1.14,"A",2021,5874688.25434292
"213","q.nakityo","Quewenia","Old Mustangs",28,1991,6.29,57.35,68.79,1,1013.28,249.94,26.64,29.41,1,21.34,24.79,1,7.38,10.28,1,0.35,0.56,0,2.99,3.99,4.19,0.81,6.35,"A",2021,23558398.3666374
"214","n.kamusiime","Dosqaly","Punctual Rustlers",27,1993,29.76,41.12,56.63,1,739.79,298.66,19.45,22.27,1,16.4,21.13,1,4.57,10.22,1,0.22,0.28,0,1.5,2.01,1.31,0.94,3.55,"A",2021,2124542981.44958
"215","a.tumuhaise","People's Land of Maneau","Punctual Rustlers",22,1998,29.81,37.05,43.73,1,728.46,192.5,12.72,14.42,1,18.93,20.8,1,4.53,6.97,1,0,0,0.1,0,2,0.07,0.05,1.68,"A",2021,2119758228.08597
"216","h.farina","People's Land of Maneau","Punctual Rustlers",23,1996,25.44,37.22,47.28,1,862.76,299.89,9.64,11.04,1,19.13,22.11,1,8.26,13.17,1,0,0,0.06,0.33,2.42,0.55,0.09,2.6,"A",2021,757330895.334324
"217","s.debnath","People's Land of Maneau","Punctual Rustlers",27,1993,33.26,49.16,55.25,1,1115.45,354.74,10.79,11.74,1,28.28,29.88,1,9.34,12.5,1,0,0.02,0,0.29,3.04,0.09,0,2.66,"A",2021,3014814294.71764
"218","i.namugosa","Western Niasland","Punctual Rustlers",25,1994,21.52,51.97,57.11,1,1072.27,296.08,13.7,14.59,1,29.51,30.87,1,7.41,9.94,1,0.05,0.07,0.03,0,2.31,0,0.02,2.08,"A",2021,274938893.795372
