,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
94,t.ichikawa,People's Land of Maneau,1,0,0,0,Green Fleet,21,1997,29.39,0.47,0.19,0.07,0.32,0.18,0.24,0.88,24.94,0.72,12.93,3.51,27.09,1.11,6.0,5.82,0.97,0.1,-0.04,0.9,0.19,0.71,0.69,0.0,A,2020
95,z.nabaweesi,People's Land of Maneau,1,0,0,0,Green Fleet,17,2001,14.69,1.36,0.94,0.5,0.46,0.47,0.57,1.43,33.3,0.91,12.84,4.23,32.04,3.47,5.1,4.47,1.06,-0.02,-0.08,1.03,0.58,1.83,0.33,-0.06,A,2020
96,n.gheorghe,Republic of Denand Landsa,1,0,0,0,Green Fleet,30,1989,1.01,1.79,1.8,-0.06,1.81,-0.01,0.98,1.78,49.97,0.82,20.85,4.59,21.76,3.74,5.4,11.83,1.76,1.01,0.07,0.94,0.09,1.84,-0.01,0.1,A,2020
97,q.scott,Byasier Pujan,1,0,1,0,Green Fleet,19,1999,0.32,-0.01,-0.07,-0.03,0.02,-0.02,-0.04,-0.08,,0.09,37.57,10.1,26.6,9.96,7.59,20.0,0.09,0.04,0.1,-0.03,2.55,2.43,-0.02,-0.09,A,2020
98,g.mwebaze,Nganion,0,0,0,1,Green Fleet,28,1990,37.9,0.04,-0.04,0.04,-0.04,0.07,0.1,-0.07,,0.0,0.12,-0.09,0.01,0.07,-0.07,0.02,-0.06,-0.09,0.07,-0.04,-0.03,0.1,-0.07,-0.03,A,2020
99,j.rukundo,Dosqaly,0,1,0,0,Green Fleet,26,1993,13.36,1.85,1.15,0.9,0.75,0.28,0.55,1.32,44.42,0.77,12.3,4.42,35.21,4.53,5.29,2.37,1.43,0.49,0.07,0.99,0.38,2.13,1.06,0.15,A,2020
100,c.ji,Greri Landmoslands,0,1,0,0,Green Fleet,24,1994,13.2,1.41,1.08,0.5,0.57,0.3,0.4,2.56,14.62,2.17,19.72,4.85,25.08,4.43,9.4,5.93,1.15,-0.03,0.07,1.09,0.54,1.95,0.96,-0.09,A,2020
101,q.nabutono,Lefghau,0,1,0,0,Green Fleet,26,1993,23.94,3.2,2.15,1.74,1.39,0.31,1.26,4.13,29.65,2.86,29.42,8.13,27.44,12.07,13.69,3.83,2.75,0.26,-0.01,2.26,1.09,4.44,1.13,-0.07,A,2020
102,p.bauri,Ngoque Blicri,0,1,0,0,Green Fleet,22,1996,19.64,2.45,1.62,1.1,1.25,0.12,0.78,1.84,44.63,0.99,13.27,4.29,32.18,4.75,7.03,1.5,1.91,0.3,0.05,1.77,1.19,3.72,2.54,-0.04,A,2020
103,h.kamugisha,People's Land of Maneau,0,1,0,0,Green Fleet,18,2001,0.14,-0.06,-0.01,0.04,0.01,-0.01,-0.08,10.09,0.02,9.98,19.98,-0.09,-0.09,0.08,19.92,-0.08,0.1,-0.08,0.0,0.05,0.09,-0.03,10.06,-0.01,A,2020
104,u.garcia,People's Land of Maneau,0,1,0,0,Green Fleet,18,2000,0.16,-0.09,-0.05,0.01,0.03,0.09,0.09,0.09,,-0.06,54.93,5.02,9.07,30.07,19.97,5.06,4.96,-0.02,0.02,4.97,-0.06,-0.05,0.0,0.0,A,2020
105,a.miura,Rosvi,0,1,0,0,Green Fleet,30,1988,17.54,2.41,1.2,1.02,1.26,0.0,0.42,1.79,27.31,1.31,15.69,4.49,28.56,5.78,8.55,1.19,1.79,0.58,0.07,1.33,0.96,3.3,1.94,-0.03,A,2020
106,s.avraham,Nganion,1,1,0,0,Green Fleet,31,1988,8.42,0.98,0.79,0.18,0.38,0.28,0.24,1.54,15.46,1.35,14.04,4.24,29.76,2.06,6.6,5.42,0.84,0.15,0.06,0.81,0.2,1.06,0.04,-0.05,A,2020
107,e.taylor,People's Land of Maneau,1,1,0,0,Green Fleet,26,1992,10.38,1.32,0.94,0.56,0.12,0.56,0.46,1.53,26.7,1.06,32.3,7.67,23.77,5.97,16.59,9.78,0.91,0.05,0.03,0.72,0.62,1.75,0.04,0.01,A,2020
108,y.torres,Rarita,1,1,0,0,Green Fleet,23,1996,16.5,1.34,0.78,0.23,0.65,0.43,0.65,2.51,23.81,1.9,25.98,6.99,26.53,4.77,14.21,6.95,1.43,0.07,-0.02,1.43,0.58,1.95,0.27,-0.08,A,2020
109,a.haruna,Dosqaly,0,0,1,0,Horrible Grizzlies,24,1994,26.05,1.26,0.72,0.93,0.33,-0.06,0.16,0.32,37.45,0.26,6.81,2.07,31.09,3.99,2.86,0.13,1.29,0.54,0.06,0.79,0.96,2.3,7.0,0.08,A,2020
110,d.svensson,Esia,0,0,1,0,Horrible Grizzlies,26,1993,19.0,2.28,1.19,1.51,0.73,0.08,0.75,1.16,61.92,0.35,8.76,3.28,38.54,5.16,3.35,0.21,1.45,0.36,0.05,1.09,0.07,2.5,5.66,0.07,A,2020
111,y.eyotaru,Mico,0,0,1,0,Horrible Grizzlies,23,1996,19.59,2.02,0.95,1.33,0.62,0.09,0.5,1.17,45.78,0.76,8.04,2.92,36.41,4.67,3.15,0.18,1.12,0.48,0.07,0.73,0.73,2.81,5.42,0.01,A,2020
112,d.martini,Nganion,0,0,1,0,Horrible Grizzlies,28,1990,15.8,1.79,1.28,1.02,0.43,0.19,0.32,1.82,17.95,1.39,13.42,5.57,40.94,5.56,5.21,2.71,1.88,0.02,0.06,1.84,0.84,2.53,3.09,0.07,A,2020
113,s.namugere,Nganion,0,0,1,0,Horrible Grizzlies,29,1989,35.85,2.9,1.74,1.49,1.04,0.36,1.12,2.03,50.09,1.09,15.71,5.16,32.67,6.97,6.17,2.79,2.19,0.48,-0.09,1.77,1.06,3.92,4.0,-0.04,A,2020
114,t.nouri,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,21,1997,14.24,2.12,1.0,1.39,0.67,-0.02,0.47,0.96,53.8,0.45,10.4,3.35,32.13,5.66,4.43,0.3,2.04,0.59,0.06,1.48,1.09,3.22,6.58,0.23,A,2020
115,u.ortiz,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,18,2000,0.42,4.96,0.0,2.54,2.43,-0.06,5.04,4.98,99.95,0.06,7.44,7.59,100.08,2.57,2.43,2.59,-0.06,0.03,-0.08,-0.02,-0.01,5.08,0.05,0.02,A,2020
116,v.thompson,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,19,1999,16.84,2.41,1.4,1.21,1.05,0.23,0.83,1.77,45.12,0.99,16.09,4.28,26.99,7.38,6.75,2.01,2.68,0.43,0.0,2.29,0.75,3.42,2.37,-0.07,A,2020
117,v.binali,Sobianitedrucy,0,0,1,0,Horrible Grizzlies,24,1994,11.37,1.94,0.68,0.77,0.98,0.23,0.46,1.17,46.12,0.6,11.18,3.95,34.81,3.33,5.34,2.51,2.78,0.18,0.03,2.45,0.87,2.87,1.88,0.04,A,2020
118,s.mlakar,Dosqaly,1,0,0,0,Horrible Grizzlies,32,1986,10.97,0.36,0.32,0.08,0.35,0.04,-0.02,0.96,-0.08,0.84,18.36,5.37,28.61,0.98,8.96,8.49,1.78,0.61,0.04,1.22,0.15,0.55,1.2,0.05,A,2020
119,u.chio,Lefghau,1,0,0,0,Horrible Grizzlies,30,1988,28.97,1.47,0.99,0.42,0.83,0.33,0.37,1.76,21.58,1.38,18.29,5.13,28.66,3.37,8.91,5.71,0.85,-0.04,0.08,0.69,0.55,2.05,0.33,0.08,A,2020
120,m.abur,Moaithe,1,0,0,0,Horrible Grizzlies,17,2001,0.17,0.1,-0.06,0.04,-0.1,0.0,-0.08,0.0,,0.08,29.91,0.03,0.03,-0.03,19.91,9.97,0.07,0.01,-0.02,0.06,-0.01,-0.03,0.01,-0.07,A,2020
121,f.pellegrini,Nganion,1,0,0,0,Horrible Grizzlies,32,1987,7.31,2.38,1.29,1.0,0.88,0.32,0.36,2.5,16.74,1.97,20.88,6.66,32.3,4.56,10.11,5.94,0.95,-0.04,0.06,0.95,0.55,2.91,0.12,0.0,A,2020
122,g.adriko,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,17,2001,0.3,4.95,-0.02,5.04,-0.07,0.09,0.04,0.1,,0.09,9.93,5.01,49.95,-0.1,9.93,0.05,4.91,0.05,-0.07,4.95,-0.09,5.09,0.01,0.01,A,2020
123,n.nantege,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,18,2000,9.57,0.83,0.45,0.46,0.16,0.17,0.11,1.18,9.02,1.06,12.55,3.04,24.07,2.38,6.17,4.17,1.89,0.05,-0.01,1.95,-0.02,0.88,0.68,-0.09,A,2020
124,z.makore,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,21,1997,24.6,0.61,0.34,0.18,0.23,0.17,0.09,0.56,24.95,0.41,17.51,5.33,30.11,0.83,6.85,9.76,0.94,0.23,0.04,0.65,0.13,0.76,0.97,-0.06,A,2020
125,d.kayira,Slandsganiamayotteque,1,0,0,0,Horrible Grizzlies,20,1998,19.15,1.66,0.98,0.85,0.45,0.28,0.53,1.84,31.34,1.18,19.75,5.88,29.24,4.73,9.05,6.15,1.21,-0.05,0.01,1.13,0.09,1.77,0.5,-0.04,A,2020
126,x.nakanwagi,Southern Ristan,1,0,0,0,Horrible Grizzlies,25,1993,2.68,0.72,0.28,0.65,0.01,0.07,-0.04,0.71,-0.01,0.66,26.79,6.34,23.68,1.93,12.64,12.11,1.52,0.68,0.02,0.73,0.03,0.79,0.46,0.01,A,2020
127,r.wanyama,Imaar Vircoand,0,0,0,1,Horrible Grizzlies,37,1981,5.1,-0.06,0.08,-0.04,-0.09,0.05,-0.01,0.08,,-0.09,0.02,-0.04,,0.02,-0.08,0.04,0.07,-0.09,0.06,0.01,-0.08,0.09,0.29,0.05,A,2020
128,j.nkrumah,Nganion,0,0,0,1,Horrible Grizzlies,24,1994,33.01,0.05,-0.08,0.1,-0.08,0.06,-0.09,0.08,0.03,0.06,0.08,0.07,33.32,0.16,-0.08,-0.08,0.1,-0.08,-0.09,0.05,0.08,0.05,0.02,0.07,A,2020
129,m.matsumoto,Dosqaly,0,1,0,0,Horrible Grizzlies,28,1991,19.13,3.07,2.17,1.5,1.17,0.43,0.61,1.69,36.43,1.09,22.81,7.27,32.2,8.02,9.85,4.96,2.24,0.26,-0.05,2.16,1.49,4.43,1.76,0.07,A,2020
130,c.nyesiga,Manlisgamncent,0,1,0,0,Horrible Grizzlies,25,1994,23.08,3.52,2.44,1.45,1.83,0.39,1.3,3.48,38.4,2.17,23.15,7.57,32.43,6.78,12.02,4.35,1.2,0.15,0.07,1.18,0.58,4.0,0.66,-0.03,A,2020
131,y.diallo,Ngoque Blicri,0,1,0,0,Horrible Grizzlies,18,2001,2.23,2.71,1.83,1.87,0.99,0.0,1.29,2.65,49.96,1.43,16.32,6.31,38.97,6.77,9.08,0.49,2.65,0.09,0.02,2.73,0.87,3.71,0.43,-0.01,A,2020
132,g.baey,People's Land of Maneau,0,1,0,0,Horrible Grizzlies,25,1993,12.37,1.36,0.91,0.49,0.71,0.16,0.42,1.41,23.55,1.14,13.77,4.0,28.64,1.28,7.9,4.41,0.95,0.33,0.02,0.57,0.59,1.7,1.03,-0.01,A,2020
133,i.makavan,Sobianitedrucy,0,1,0,0,Horrible Grizzlies,27,1991,26.32,2.58,1.62,0.92,1.31,0.4,1.1,3.16,31.89,2.28,20.96,6.09,29.22,7.13,11.19,2.48,1.63,0.22,-0.01,1.39,1.55,4.19,1.25,-0.02,A,2020
134,j.wan,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,23,1996,2.32,0.02,0.08,-0.04,0.09,-0.04,-0.04,0.46,-0.05,0.36,9.08,4.35,47.68,3.46,1.72,3.91,1.28,0.46,-0.03,0.84,0.01,0.03,1.4,-0.09,A,2020
135,o.nampeera,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,20,1999,31.86,1.42,0.97,0.39,0.6,0.42,0.48,1.38,27.68,1.13,22.76,6.38,28.2,3.79,10.61,8.39,0.75,0.04,0.05,0.69,0.54,1.89,0.59,-0.01,A,2020
136,b.longoli,Djipines,0,0,1,0,Horrible Storm,30,1989,12.01,1.64,0.77,1.25,0.49,-0.01,0.74,1.76,45.43,1.02,10.01,2.65,27.2,5.02,4.3,0.58,3.21,0.4,-0.07,2.76,0.97,2.58,2.7,0.01,A,2020
137,f.shkreli,Dosqaly,0,0,1,0,Horrible Storm,24,1994,22.61,3.67,1.69,2.15,0.9,0.35,1.57,3.26,45.98,1.78,18.28,5.06,27.57,10.04,5.87,2.46,2.96,0.48,0.03,2.29,1.26,4.9,3.82,0.04,A,2020
138,a.tay,Frenchdo Stanser,0,0,1,0,Horrible Storm,31,1987,11.47,2.23,1.39,1.41,0.6,0.26,0.79,1.85,45.42,0.95,9.42,2.48,25.62,4.91,3.53,1.11,1.05,0.44,0.0,0.46,0.42,2.63,2.59,0.01,A,2020
139,b.stewart,People's Land of Maneau,0,0,1,0,Horrible Storm,23,1995,25.56,2.3,1.31,1.49,0.65,0.18,0.8,2.2,35.72,1.47,14.63,4.34,29.33,7.15,5.64,1.73,2.58,0.43,-0.03,2.39,0.75,3.0,3.48,0.12,A,2020
140,h.steiner,People's Land of Maneau,0,0,1,0,Horrible Storm,21,1997,22.65,1.22,0.79,0.84,0.27,0.05,0.21,0.62,37.48,0.39,8.59,2.73,32.54,4.74,2.94,0.88,2.42,1.1,0.06,1.43,0.62,1.76,3.61,0.14,A,2020
141,k.mirkovi,People's Land of Maneau,0,0,1,0,Horrible Storm,26,1993,32.26,0.72,0.52,0.56,0.28,0.01,0.25,0.56,55.68,0.16,5.05,2.11,41.38,3.33,1.32,0.42,2.27,1.7,0.0,0.5,0.54,1.37,6.96,0.18,A,2020
142,y.aidoo,People's Land of Maneau,0,0,1,0,Horrible Storm,24,1995,17.29,1.66,1.27,1.4,0.17,0.08,0.57,1.44,47.86,0.78,10.69,4.27,40.08,6.54,3.45,0.62,2.65,1.38,-0.01,1.34,0.57,2.12,6.65,0.26,A,2020
143,c.nyaketcho,Southern Ristan,0,0,1,0,Horrible Storm,24,1994,16.0,0.5,0.33,0.51,0.14,-0.07,0.31,0.73,45.44,0.34,5.02,1.87,35.87,3.3,1.67,0.07,1.61,1.26,-0.07,0.48,0.68,1.26,6.82,0.18,A,2020
144,q.mbambu,Lefghau,1,0,0,0,Horrible Storm,22,1996,19.83,0.71,0.5,0.06,0.28,0.27,-0.03,0.32,0.08,0.32,15.79,3.92,24.91,0.78,7.4,7.55,0.81,0.21,0.08,0.7,0.21,0.91,1.31,-0.04,A,2020
145,k.muhumuza,People's Land of Maneau,1,0,0,0,Horrible Storm,21,1998,6.05,0.24,0.34,0.02,0.25,-0.02,-0.01,0.52,0.07,0.44,14.45,3.15,21.56,0.48,8.11,5.71,0.91,0.11,0.04,0.71,0.07,0.35,0.55,-0.02,A,2020
146,m.adoch,United Provinces of Somoe,1,0,0,0,Horrible Storm,26,1992,10.6,0.85,0.63,0.03,0.47,0.21,0.03,0.87,11.01,0.83,16.41,4.21,25.95,0.65,7.99,7.86,0.71,0.09,-0.05,0.64,-0.03,0.85,0.63,-0.03,A,2020
147,h.nsamba,Byasier Pujan,1,1,0,0,Horrible Storm,24,1995,22.73,0.81,0.5,0.53,0.14,0.03,0.19,0.99,20.81,0.81,15.48,3.22,21.19,3.13,7.1,5.17,0.79,0.13,0.02,0.79,0.38,1.15,0.59,-0.01,A,2020
148,r.dijkstra,Central Diasongo,1,1,0,0,Horrible Storm,29,1989,1.23,0.07,-0.01,-0.06,-0.01,0.07,-0.05,0.75,0.07,0.7,25.32,7.01,27.22,4.66,11.58,9.24,1.44,1.53,-0.08,0.09,-0.06,-0.04,1.51,-0.06,A,2020
149,e.estrada,Frenchdo Stanser,1,1,0,0,Horrible Storm,24,1994,21.8,1.93,1.35,0.92,0.69,0.4,0.3,1.95,16.79,1.56,24.41,5.96,24.22,7.64,10.67,6.36,1.87,0.16,0.03,1.89,0.77,2.82,0.73,0.07,A,2020
150,e.amponsah,Nganion,1,1,0,0,Horrible Storm,28,1991,3.76,0.74,0.56,0.28,0.24,0.27,0.64,2.38,22.26,1.84,32.24,4.55,14.31,11.8,13.79,6.4,0.75,0.03,0.07,0.88,0.63,1.28,1.55,0.02,A,2020
151,k.namuwaya,People's Land of Maneau,1,1,0,0,Horrible Storm,23,1995,36.0,0.96,0.7,0.31,0.45,0.15,0.25,0.78,25.88,0.67,15.91,4.34,26.75,4.46,6.36,5.05,1.62,0.37,-0.01,1.23,0.51,1.37,0.34,0.03,A,2020
152,c.quartey,Slandsganiamayotteque,1,1,0,0,Horrible Storm,18,2001,0.58,1.65,1.59,0.08,1.72,-0.07,-0.05,1.61,-0.06,1.65,39.96,11.64,29.27,4.9,11.76,23.22,0.02,-0.03,0.08,0.07,0.0,1.6,0.06,0.01,A,2020
153,j.turyasingura,Nganion,0,0,0,1,Horrible Storm,36,1982,11.92,0.05,-0.08,0.04,0.06,0.01,-0.05,0.0,0.02,0.07,0.26,0.09,25.02,0.38,-0.01,-0.06,-0.07,0.01,0.06,0.01,0.01,0.04,0.04,0.24,A,2020
154,k.lin,People's Land of Maneau,0,0,0,1,Horrible Storm,26,1992,0.06,0.04,-0.08,0.08,0.02,0.06,0.06,-0.03,,-0.04,-0.06,0.07,,-0.04,-0.1,-0.07,0.04,-0.03,-0.05,-0.1,-0.03,0.05,-0.05,-0.01,A,2020
155,s.herrera,People's Land of Maneau,0,0,0,1,Horrible Storm,33,1986,19.88,-0.09,-0.08,0.09,0.07,-0.1,-0.01,0.19,0.03,0.04,0.17,0.09,-0.03,0.12,0.04,-0.03,-0.08,0.01,0.01,0.01,-0.08,-0.02,-0.04,-0.07,A,2020
156,m.alzahrani,Redohrainbri,0,0,0,1,Horrible Storm,28,1990,5.96,-0.05,0.01,-0.01,0.02,0.05,-0.03,0.07,,0.03,0.08,0.03,,0.0,-0.01,0.04,-0.06,-0.07,-0.08,-0.08,-0.05,-0.06,0.23,0.12,A,2020
157,r.akech,Eastern Covaki,0,1,0,0,Horrible Storm,25,1994,20.34,3.12,2.28,1.66,1.33,0.18,0.64,3.37,22.08,2.64,24.04,8.18,34.24,10.37,11.63,1.99,2.99,0.59,-0.08,2.53,1.31,4.49,1.58,0.13,A,2020
158,l.egger,Lefghau,0,1,0,0,Horrible Storm,21,1998,28.92,1.83,1.17,1.19,0.45,0.17,0.7,2.2,28.9,1.6,20.35,5.32,26.13,9.07,9.1,2.34,2.15,0.53,0.11,1.67,0.7,2.55,1.61,-0.01,A,2020
159,z.cher,Ngoque Blicri,0,1,0,0,Horrible Storm,24,1994,25.7,2.35,1.57,0.84,0.91,0.56,0.88,2.67,30.22,1.77,19.85,5.69,28.25,5.31,9.85,4.62,1.3,-0.02,0.03,1.13,0.71,2.98,0.72,-0.05,A,2020
160,p.shehu,People's Land of Maneau,0,1,0,0,Horrible Storm,29,1990,2.81,3.01,1.81,2.16,0.73,0.37,0.26,4.4,7.74,4.04,36.67,7.62,20.75,12.41,20.03,4.22,1.11,0.03,0.08,0.96,2.34,5.56,1.48,0.34,A,2020
161,t.nkhoma,Southslands,0,1,0,0,Horrible Storm,28,1991,16.9,1.16,0.73,0.26,0.74,0.23,0.38,1.47,33.33,1.0,13.19,2.2,17.03,4.08,5.96,3.06,1.66,0.25,0.03,1.16,0.24,1.32,1.47,0.01,A,2020
162,h.shoko,Nganion,1,1,0,0,Horrible Storm,26,1992,0.29,0.08,-0.02,0.05,0.08,-0.04,0.03,10.08,-0.01,10.07,49.99,4.98,9.98,0.0,45.09,5.04,4.92,0.04,0.09,4.92,-0.03,-0.05,5.02,5.09,A,2020
163,c.awad,People's Land of Maneau,1,1,0,0,Horrible Storm,28,1990,2.29,2.19,0.85,1.43,0.54,0.5,-0.02,1.83,-0.05,1.81,27.63,8.18,29.42,10.93,8.28,8.66,2.7,-0.1,-0.03,2.76,-0.05,2.34,0.43,-0.03,A,2020
164,z.chipeta,Esia,0,0,1,0,Mighty Jays,27,1992,13.41,1.03,0.67,0.71,0.21,0.11,0.22,0.91,15.35,0.81,8.03,2.72,33.29,3.93,3.65,0.37,1.03,0.49,0.07,0.54,0.6,1.63,8.18,0.2,A,2020
165,d.asaba,Greri Landmoslands,0,0,1,0,Mighty Jays,27,1991,2.76,2.06,1.73,0.79,1.37,-0.02,0.64,1.81,40.06,1.02,19.59,5.39,27.38,8.19,9.36,2.16,3.54,0.04,-0.08,3.59,1.13,3.18,0.77,-0.03,A,2020
166,d.wolf,Ingre,0,0,1,0,Mighty Jays,31,1988,18.72,1.21,0.65,0.86,0.26,0.13,0.64,1.23,44.01,0.67,9.58,2.63,28.2,6.38,2.93,0.36,2.22,1.16,0.02,1.04,0.16,1.34,5.78,-0.02,A,2020
167,s.kaggwa,Lefghau,0,0,1,0,Mighty Jays,32,1987,31.22,0.96,0.64,0.7,0.38,0.05,0.29,0.92,38.43,0.47,6.1,2.02,34.69,4.59,1.32,0.16,2.07,1.31,0.09,0.79,0.71,1.65,5.78,0.08,A,2020
168,c.nakitto,Nganion,0,0,1,0,Mighty Jays,33,1986,3.0,1.36,1.29,0.99,0.39,0.09,0.31,1.08,33.39,0.6,11.36,3.26,29.47,6.24,4.39,0.75,1.0,0.31,0.03,0.76,1.32,2.75,5.58,0.08,A,2020
169,e.ta,Nganion,0,0,1,0,Mighty Jays,25,1993,1.34,2.36,0.86,1.52,0.68,-0.05,0.68,1.62,50.05,0.69,8.43,2.21,27.36,4.64,3.06,0.77,0.75,0.09,-0.02,0.81,1.61,3.76,10.8,-0.04,A,2020
170,z.semakula,Nganion,0,0,1,0,Mighty Jays,24,1995,12.8,1.81,1.27,0.9,0.63,0.32,0.74,2.48,28.95,1.79,14.29,3.58,25.13,5.46,6.8,1.89,2.12,0.4,-0.09,1.82,0.84,2.58,2.72,0.07,A,2020
171,q.aini,Ngoque Blicri,0,0,1,0,Mighty Jays,22,1997,11.07,1.96,0.97,1.07,0.49,0.36,0.85,1.27,66.6,0.38,11.58,3.47,31.08,5.63,4.64,1.27,2.03,0.27,0.09,1.67,0.94,2.78,3.92,0.07,A,2020
172,e.ramezani,People's Land of Maneau,0,0,1,0,Mighty Jays,23,1995,6.45,0.83,0.46,0.76,0.08,-0.05,0.25,0.45,66.62,0.24,7.29,2.14,29.8,4.87,1.5,0.72,2.94,0.93,-0.01,1.92,0.52,1.47,6.84,0.24,A,2020
173,v.ram,People's Land of Maneau,0,0,1,0,Mighty Jays,24,1995,12.25,1.96,1.57,1.15,0.64,0.16,0.73,0.93,74.92,0.15,11.74,4.12,35.75,6.24,3.34,2.08,1.74,0.53,-0.02,1.09,0.97,3.03,5.01,0.06,A,2020
174,z.nakagawa,People's Land of Maneau,0,0,1,0,Mighty Jays,21,1997,15.43,2.61,1.79,1.88,0.61,0.17,0.91,2.73,33.39,1.87,19.34,5.43,28.33,11.7,5.63,2.12,1.8,0.28,-0.03,1.52,1.18,3.78,2.64,0.08,A,2020
175,a.akoth,Unicorporated Tiagascar,0,0,1,0,Mighty Jays,26,1993,18.98,1.92,1.0,1.16,0.25,0.36,0.67,1.36,47.98,0.6,12.28,3.57,29.16,6.22,4.33,1.81,1.2,0.16,0.09,0.9,0.7,2.75,2.43,0.09,A,2020
176,g.dijkstra,People's Land of Maneau,1,0,1,0,Mighty Jays,17,2001,19.56,1.94,1.14,1.12,0.5,0.35,0.67,1.73,39.45,1.03,14.88,4.21,29.19,5.29,5.46,3.86,1.3,0.22,-0.03,1.01,0.55,2.5,1.0,0.15,A,2020
177,g.siddiqui,Central Diasongo,1,0,0,0,Mighty Jays,24,1995,22.33,1.4,0.78,0.55,0.62,0.14,0.56,1.04,47.7,0.47,15.82,3.96,25.06,4.3,7.08,4.64,0.88,0.0,0.03,0.84,0.49,1.81,0.12,0.1,A,2020
178,u.nalumansi,Czechnor,1,0,0,0,Mighty Jays,30,1989,34.77,1.05,0.73,0.46,0.45,0.34,0.4,1.47,24.09,1.18,16.53,3.76,22.66,3.17,7.37,5.94,1.69,0.13,-0.05,1.61,0.27,1.42,0.52,0.04,A,2020
179,f.heng,Dosqaly,1,0,0,0,Mighty Jays,28,1991,20.71,1.13,0.94,0.31,0.67,0.31,0.15,0.77,23.49,0.57,22.31,5.46,24.63,2.6,10.67,9.05,0.54,0.04,-0.06,0.65,0.46,1.54,0.74,-0.04,A,2020
180,b.asiedu,Isle of Lababwe,1,0,0,0,Mighty Jays,30,1989,1.12,-0.05,-0.04,0.07,-0.07,0.07,-0.07,2.4,0.0,2.51,26.68,6.75,24.94,3.31,13.27,10.04,1.68,0.03,0.0,1.61,0.77,0.93,0.9,0.07,A,2020
181,i.kakuru,Lefghau,1,0,0,0,Mighty Jays,18,2001,7.36,3.19,1.81,1.58,1.27,0.27,0.71,2.17,31.35,1.5,33.41,9.25,27.82,11.93,13.69,7.81,2.62,0.1,-0.08,2.51,0.28,3.36,0.99,0.01,A,2020
182,c.ssentamu,People's Land of Maneau,1,0,0,0,Mighty Jays,20,1999,7.03,1.51,1.03,0.61,0.63,0.23,0.38,0.97,28.56,0.74,23.31,5.63,23.88,1.52,11.15,10.65,0.69,-0.01,0.05,0.66,0.77,2.19,0.56,0.0,A,2020
183,i.nugraha,People's Land of Maneau,1,0,0,0,Mighty Jays,19,1999,6.98,1.78,0.82,1.22,0.42,0.2,1.11,1.91,57.14,0.88,23.3,4.35,18.81,7.36,9.96,6.16,1.88,0.22,0.09,1.75,0.62,2.34,0.31,-0.06,A,2020
184,v.kumwenda,Esia,0,0,0,1,Mighty Jays,27,1992,29.34,0.09,-0.05,0.04,-0.01,-0.01,0.1,0.19,0.06,0.08,0.01,0.05,0.05,0.06,0.05,-0.04,0.01,0.08,0.01,0.08,-0.08,-0.04,0.08,-0.06,A,2020
185,s.tamale,Imaar Vircoand,0,0,0,1,Mighty Jays,26,1992,8.63,0.05,0.02,-0.08,-0.02,-0.1,0.02,0.04,,0.03,0.08,0.04,-0.08,0.11,0.04,0.02,0.06,0.05,0.05,0.09,0.05,0.03,0.01,0.24,A,2020
186,s.tenywa,Dosqaly,0,1,0,0,Mighty Jays,20,1999,19.42,1.23,0.61,0.6,0.55,0.27,0.52,1.79,27.83,1.35,19.82,5.61,28.39,8.19,8.98,2.69,2.0,0.4,0.09,1.65,1.2,2.37,2.47,-0.06,A,2020
187,e.boadu,Esia,0,1,0,0,Mighty Jays,30,1988,16.08,0.83,0.63,0.57,0.28,-0.05,0.15,1.14,10.46,1.05,19.0,3.92,20.62,4.23,11.18,3.81,0.6,0.08,0.03,0.56,0.22,0.93,0.11,0.08,A,2020
188,t.robert,Janmico,0,1,0,0,Mighty Jays,23,1996,16.88,2.27,1.5,1.05,0.92,0.18,0.71,1.87,36.3,1.18,24.02,6.04,25.26,9.25,11.82,2.73,1.78,0.52,0.01,1.26,1.37,3.56,1.77,-0.01,A,2020
189,a.vang,Nganion,0,1,0,0,Mighty Jays,22,1996,18.78,2.69,1.59,1.42,0.84,0.39,0.82,3.34,27.4,2.4,23.69,6.35,27.04,10.51,10.24,3.07,1.56,0.14,-0.01,1.42,1.05,3.58,1.26,0.04,A,2020
190,k.abalo,Quewenia,0,1,0,0,Mighty Jays,26,1992,28.73,1.51,0.87,0.96,0.52,0.09,0.65,1.95,32.65,1.25,15.14,4.39,29.09,5.53,8.01,1.61,2.01,0.63,-0.03,1.29,0.32,2.08,3.06,0.0,A,2020
