,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,League,Year
98,g.mwebaze,Nganion,0,0,0,1,Green Fleet,28,1990,37.99,19.05,24.58,77.65,496.62,290.09,4.92,5.08,100.0,8.99,9.04,98.57,5.17,10.3,49.49,0.07,-0.01,0.07,-0.06,0.07,0.1,0.1,-0.01,A,2020
99,j.rukundo,Dosqaly,0,1,0,0,Green Fleet,26,1993,13.44,65.72,76.67,85.9,1325.2,357.54,27.96,31.29,89.44,26.05,29.36,89.09,10.8,13.75,78.86,0.18,0.27,-0.03,1.96,8.88,2.07,0.01,8.14,A,2020
100,c.ji,Greri Landmoslands,0,1,0,0,Green Fleet,24,1994,13.13,46.08,64.57,71.25,886.13,244.94,21.61,25.76,84.15,16.63,21.52,77.57,7.26,14.58,50.54,0.62,0.13,0.4,2.56,5.53,1.8,0.21,6.08,A,2020
101,q.nabutono,Lefghau,0,1,0,0,Green Fleet,26,1993,23.99,60.9,71.45,85.43,1226.41,302.81,23.27,25.73,90.67,26.22,28.65,91.25,10.56,14.6,71.64,0.05,0.07,-0.18,1.51,6.4,0.68,0.15,5.41,A,2020
102,p.bauri,Ngoque Blicri,0,1,0,0,Green Fleet,22,1996,19.67,41.42,50.57,81.93,842.64,207.31,15.85,18.87,83.8,17.8,20.61,86.75,7.35,9.67,74.98,-0.04,0.13,0.1,0.62,4.44,0.6,0.01,4.21,A,2020
103,h.kamugisha,People's Land of Maneau,0,1,0,0,Green Fleet,18,2001,0.16,149.91,150.02,100.09,2530.03,439.99,90.05,89.96,99.96,49.97,49.93,100.03,10.03,10.01,100.07,0.06,-0.1,0.09,0.07,9.9,-0.02,0.02,10.02,A,2020
104,u.garcia,People's Land of Maneau,0,1,0,0,Green Fleet,18,2000,0.16,55.07,65.07,84.55,1175.02,414.98,15.07,19.91,75.01,20.09,24.92,80.08,15.09,15.07,99.92,-0.07,0.42,-0.57,9.94,4.94,9.99,-0.04,14.98,A,2020
105,a.miura,Rosvi,0,1,0,0,Green Fleet,30,1988,17.59,62.2,70.54,88.21,1147.01,289.23,27.1,29.5,91.84,27.17,29.34,92.64,7.55,10.14,73.6,0.04,-0.02,0.15,0.9,6.65,0.68,0.11,5.56,A,2020
106,s.avraham,Nganion,1,1,0,0,Green Fleet,31,1988,8.36,52.5,62.23,84.54,834.64,193.48,30.74,32.28,95.14,16.34,19.32,84.05,4.89,7.82,63.05,0.23,0.22,-0.03,2.24,4.91,2.19,0.18,4.83,A,2020
107,e.taylor,People's Land of Maneau,1,1,0,0,Green Fleet,26,1992,10.43,33.82,39.37,85.74,495.77,95.71,18.85,21.06,89.08,11.71,13.21,88.39,1.75,2.63,70.48,0.03,0.11,-0.07,1.67,2.91,0.93,0.06,2.93,A,2020
108,y.torres,Rarita,1,1,0,0,Green Fleet,23,1996,16.5,34.31,46.73,73.57,598.45,167.45,16.8,19.53,86.29,12.62,16.47,77.49,3.92,8.56,46.87,0.15,0.24,-0.04,1.79,3.36,1.04,0.27,3.93,A,2020
109,a.haruna,Dosqaly,0,0,1,0,Horrible Grizzlies,24,1994,25.92,68.16,76.18,89.47,1586.08,401.12,16.08,17.2,92.46,37.22,39.65,93.68,14.8,18.24,80.17,0.05,0.05,-0.01,0.01,4.09,0.07,-0.07,3.09,A,2020
110,d.svensson,Esia,0,0,1,0,Horrible Grizzlies,26,1993,18.98,66.98,76.37,87.84,1596.67,438.05,13.45,14.84,90.44,37.77,39.66,95.25,15.31,20.89,73.44,0.09,-0.07,0.03,0.3,6.2,0.33,0.03,3.63,A,2020
111,y.eyotaru,Mico,0,0,1,0,Horrible Grizzlies,23,1996,19.53,59.85,64.57,92.73,1363.7,329.75,13.77,14.56,95.39,33.59,34.89,96.26,12.27,14.31,84.31,0.1,0.02,-0.09,0.17,4.26,0.17,0.09,2.45,A,2020
112,d.martini,Nganion,0,0,1,0,Horrible Grizzlies,28,1990,15.99,57.69,69.8,82.72,1020.02,312.79,24.89,27.77,89.02,26.85,31.07,86.2,5.33,8.29,63.14,0.07,0.18,-0.08,1.69,2.25,1.85,0.83,4.46,A,2020
113,s.namugere,Nganion,0,0,1,0,Horrible Grizzlies,29,1989,35.95,63.19,79.04,79.95,1124.4,431.4,26.55,29.98,88.8,30.14,35.69,84.7,5.21,10.3,51.2,0.22,0.24,-0.04,1.23,4.09,1.6,0.71,5.16,A,2020
114,t.nouri,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,21,1997,14.33,68.68,76.8,89.3,1473.9,410.26,17.32,18.54,93.68,40.08,42.35,94.68,10.85,14.79,73.69,-0.04,-0.08,0.0,0.32,3.96,0.36,0.02,2.64,A,2020
115,u.ortiz,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,18,2000,0.39,30.0,35.05,85.61,587.48,200.01,9.92,12.45,79.91,20.1,20.03,100.01,-0.1,0.08,,-0.04,0.23,-0.26,2.55,-0.02,2.53,-0.04,2.41,A,2020
116,v.thompson,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,19,1999,16.81,62.76,75.48,83.18,1153.14,342.02,27.66,30.37,91.64,26.97,31.11,86.26,7.42,11.54,63.69,0.08,0.16,0.0,1.38,3.42,1.75,0.8,4.9,A,2020
117,v.binali,Sobianitedrucy,0,0,1,0,Horrible Grizzlies,24,1994,11.42,61.94,74.86,82.88,998.94,275.18,33.73,37.63,89.66,22.53,27.01,83.11,4.61,8.1,56.41,-0.09,0.1,-0.11,1.66,2.51,0.7,0.52,2.86,A,2020
118,s.mlakar,Dosqaly,1,0,0,0,Horrible Grizzlies,32,1986,10.91,18.83,27.81,67.51,228.83,26.74,13.22,18.11,72.93,3.86,6.01,64.24,0.47,0.91,54.52,0.04,0.1,-0.09,0.63,0.65,0.38,-0.09,0.46,A,2020
119,u.chio,Lefghau,1,0,0,0,Horrible Grizzlies,30,1988,28.96,43.15,55.39,77.95,777.07,178.67,22.03,25.42,86.84,14.12,17.29,82.75,5.86,10.2,57.6,0.22,0.14,-0.09,2.56,2.51,2.37,0.37,5.06,A,2020
120,m.abur,Moaithe,1,0,0,0,Horrible Grizzlies,17,2001,0.16,19.91,20.05,100.04,130.0,0.05,10.05,10.08,99.96,-0.05,-0.09,,-0.03,0.01,,-0.04,0.08,0.08,-0.03,-0.07,-0.09,0.09,-0.02,A,2020
121,f.pellegrini,Nganion,1,0,0,0,Horrible Grizzlies,32,1987,7.22,35.54,45.27,78.2,583.75,132.94,19.69,22.56,87.23,12.06,15.25,79.33,2.78,5.16,56.75,0.08,0.09,0.04,2.39,1.3,1.71,0.13,2.96,A,2020
122,g.adriko,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,17,2001,0.1,35.08,35.04,100.09,605.01,70.04,14.94,15.01,99.97,20.09,19.91,100.09,0.02,-0.06,,0.08,-0.04,0.07,-0.02,5.1,0.0,0.08,0.07,A,2020
123,n.nantege,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,18,2000,9.56,39.92,49.65,80.68,750.72,155.34,19.66,22.44,87.95,13.26,15.62,85.26,6.18,9.23,68.21,0.48,0.23,0.16,2.29,1.82,3.14,1.11,3.82,A,2020
124,z.makore,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,21,1997,24.62,11.64,16.72,69.93,171.36,32.99,6.43,8.95,71.58,3.2,4.11,76.23,0.97,1.41,74.39,0.12,0.06,0.04,0.65,0.61,0.11,-0.04,1.21,A,2020
125,d.kayira,Slandsganiamayotteque,1,0,0,0,Horrible Grizzlies,20,1998,19.06,28.56,36.57,78.03,440.84,84.84,16.6,19.44,85.53,9.07,11.17,80.34,2.1,3.53,60.83,0.26,0.17,-0.03,1.61,1.56,1.5,0.11,3.16,A,2020
126,x.nakanwagi,Southern Ristan,1,0,0,0,Horrible Grizzlies,25,1993,2.73,22.61,28.13,80.25,286.66,31.49,13.8,16.75,82.12,5.85,6.58,88.96,1.1,1.57,75.0,0.28,0.02,0.33,1.14,0.44,-0.06,-0.06,0.41,A,2020
127,r.wanyama,Imaar Vircoand,0,0,0,1,Horrible Grizzlies,37,1981,4.95,24.18,33.04,73.25,680.53,435.43,4.56,4.51,99.9,11.0,10.97,100.01,8.59,17.46,49.37,-0.06,-0.07,0.04,0.08,-0.07,0.04,0.0,0.08,A,2020
128,j.nkrumah,Nganion,0,0,0,1,Horrible Grizzlies,24,1994,32.99,26.51,32.91,80.78,717.48,372.02,3.39,3.29,99.18,15.32,15.5,98.89,7.95,14.09,56.54,0.01,-0.02,-0.03,0.05,0.12,0.1,0.05,0.09,A,2020
129,m.matsumoto,Dosqaly,0,1,0,0,Horrible Grizzlies,28,1991,19.28,50.82,59.37,85.49,903.03,217.02,22.84,25.96,87.86,20.8,23.37,88.92,5.64,6.9,82.63,-0.09,0.06,-0.11,1.35,5.49,1.53,0.44,4.96,A,2020
130,c.nyesiga,Manlisgamncent,0,1,0,0,Horrible Grizzlies,25,1994,22.95,72.43,80.38,90.13,1411.48,345.59,29.68,31.3,94.45,30.71,33.23,92.31,11.02,13.74,80.02,0.07,0.02,0.02,1.21,7.71,1.06,0.12,7.19,A,2020
131,y.diallo,Ngoque Blicri,0,1,0,0,Horrible Grizzlies,18,2001,2.14,68.58,76.71,89.23,1314.4,274.55,29.93,34.12,88.01,26.42,29.05,90.55,9.97,11.36,87.99,-0.05,0.0,-0.11,1.82,2.81,-0.08,-0.04,3.64,A,2020
132,g.baey,People's Land of Maneau,0,1,0,0,Horrible Grizzlies,25,1993,12.37,43.85,50.09,87.63,840.72,158.7,19.07,21.97,86.71,16.8,18.32,92.5,6.95,8.23,86.04,0.29,0.16,0.11,2.08,4.37,1.53,0.05,3.93,A,2020
133,i.makavan,Sobianitedrucy,0,1,0,0,Horrible Grizzlies,27,1991,26.34,74.11,84.04,88.1,1421.45,345.08,30.91,33.39,92.54,30.72,34.4,89.88,10.98,14.27,76.95,0.15,0.03,-0.04,0.9,9.02,1.1,0.1,7.12,A,2020
134,j.wan,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,23,1996,2.24,50.44,57.03,88.47,798.67,146.94,26.92,30.37,88.68,17.76,20.1,89.01,4.39,4.74,90.83,0.44,0.04,0.34,0.42,4.69,0.95,-0.02,3.44,A,2020
135,o.nampeera,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,20,1999,31.85,34.96,43.2,80.97,559.34,148.64,19.36,21.17,91.73,10.47,13.03,80.27,3.51,6.21,57.66,0.21,0.18,0.03,1.61,3.27,1.07,0.14,3.17,A,2020
136,b.longoli,Djipines,0,0,1,0,Horrible Storm,30,1989,12.02,33.83,42.41,79.98,566.71,238.14,15.94,17.24,92.83,15.63,18.49,84.3,1.6,4.94,33.92,0.02,-0.07,0.06,0.45,1.82,0.31,-0.01,3.18,A,2020
137,f.shkreli,Dosqaly,0,0,1,0,Horrible Storm,24,1994,22.62,30.21,45.13,67.09,585.1,244.68,12.24,15.11,80.54,13.34,18.17,73.34,4.4,9.78,44.44,0.1,0.06,0.01,0.56,2.97,1.1,0.58,3.41,A,2020
138,a.tay,Frenchdo Stanser,0,0,1,0,Horrible Storm,31,1987,11.43,42.17,55.06,76.47,811.65,322.95,18.35,20.29,90.91,16.39,21.03,78.31,6.79,11.94,56.52,0.1,0.22,-0.23,1.56,3.93,1.95,1.42,3.82,A,2020
139,b.stewart,People's Land of Maneau,0,0,1,0,Horrible Storm,23,1995,25.54,35.13,47.73,73.32,646.0,287.34,16.49,18.58,88.84,14.1,18.29,76.64,4.05,8.89,44.68,0.11,0.06,-0.1,1.02,3.0,1.13,0.45,4.66,A,2020
140,h.steiner,People's Land of Maneau,0,0,1,0,Horrible Storm,21,1997,22.67,29.68,37.57,78.99,613.44,217.18,10.03,11.12,89.92,14.33,16.92,84.62,4.92,8.73,57.36,0.08,0.11,0.12,0.31,2.02,0.26,0.06,1.9,A,2020
141,k.mirkovi,People's Land of Maneau,0,0,1,0,Horrible Storm,26,1993,32.24,32.81,41.37,79.09,812.59,257.5,6.78,7.73,89.55,17.0,18.34,92.42,8.65,14.56,60.19,0.03,0.05,0.05,0.31,1.95,0.04,0.13,1.62,A,2020
142,y.aidoo,People's Land of Maneau,0,0,1,0,Horrible Storm,24,1995,17.17,34.46,45.98,74.91,719.44,284.5,12.08,14.05,84.73,15.62,18.84,83.33,6.33,11.54,54.28,-0.08,0.02,0.06,0.05,2.35,0.01,0.0,2.34,A,2020
143,c.nyaketcho,Southern Ristan,0,0,1,0,Horrible Storm,24,1994,16.1,31.29,37.59,83.15,740.81,240.93,7.76,8.83,87.85,16.27,17.96,91.03,6.92,10.39,67.27,-0.05,0.04,0.09,0.05,2.96,0.11,0.01,2.2,A,2020
144,q.mbambu,Lefghau,1,0,0,0,Horrible Storm,22,1996,19.9,13.91,18.96,73.55,223.16,30.99,7.46,9.77,75.42,4.78,6.3,77.92,1.1,1.79,67.58,0.03,0.04,-0.06,0.63,1.06,0.12,0.03,0.62,A,2020
145,k.muhumuza,People's Land of Maneau,1,0,0,0,Horrible Storm,21,1998,6.05,17.5,23.25,75.43,241.79,32.99,10.62,13.42,79.39,4.88,6.76,73.19,1.19,1.39,87.6,0.04,0.01,-0.02,1.24,1.11,0.35,-0.09,1.32,A,2020
146,m.adoch,United Provinces of Somoe,1,0,0,0,Horrible Storm,26,1992,10.49,12.05,17.0,70.86,179.23,26.98,7.42,9.59,79.0,3.44,4.91,69.21,0.94,1.46,56.21,0.08,0.05,0.06,0.67,0.62,0.34,0.11,0.86,A,2020
147,h.nsamba,Byasier Pujan,1,1,0,0,Horrible Storm,24,1995,22.87,17.61,27.0,65.37,299.01,85.74,9.74,11.98,81.29,4.98,7.93,63.41,2.36,4.68,48.62,0.19,0.2,-0.03,1.44,0.61,1.05,0.59,1.93,A,2020
148,r.dijkstra,Central Diasongo,1,1,0,0,Horrible Storm,29,1989,1.4,14.56,23.16,63.21,237.7,6.08,6.91,11.5,59.96,7.63,10.73,71.33,-0.06,0.1,,-0.04,0.06,0.02,-0.02,0.81,0.08,0.06,-0.03,A,2020
149,e.estrada,Frenchdo Stanser,1,1,0,0,Horrible Storm,24,1994,21.7,13.66,20.53,66.3,218.77,59.23,7.57,9.05,82.1,4.68,6.92,68.89,0.96,3.2,32.83,0.03,0.04,0.06,0.87,0.63,0.59,0.31,1.48,A,2020
150,e.amponsah,Nganion,1,1,0,0,Horrible Storm,28,1991,3.62,19.64,26.51,74.49,380.59,168.89,9.54,10.87,87.45,7.27,9.9,73.08,2.79,4.55,58.76,0.32,0.21,0.09,1.42,2.99,1.67,-0.03,5.16,A,2020
151,k.namuwaya,People's Land of Maneau,1,1,0,0,Horrible Storm,23,1995,35.84,33.87,42.74,79.03,645.06,178.98,13.75,15.79,87.52,14.43,16.81,86.69,4.74,7.95,58.55,0.11,0.2,0.04,2.61,2.71,2.24,0.15,4.82,A,2020
152,c.quartey,Slandsganiamayotteque,1,1,0,0,Horrible Storm,18,2001,0.63,13.23,18.27,72.66,133.24,6.61,10.01,13.22,75.05,1.71,1.57,99.93,-0.09,-0.05,,-0.08,-0.06,0.01,-0.06,-0.01,0.02,-0.02,0.01,A,2020
153,j.turyasingura,Nganion,0,0,0,1,Horrible Storm,36,1982,12.06,22.69,32.97,68.99,842.21,572.87,1.99,1.9,99.97,8.06,8.1,98.95,12.27,22.34,54.97,0.01,0.05,-0.1,-0.04,0.27,0.0,0.07,-0.09,A,2020
154,k.lin,People's Land of Maneau,0,0,0,1,Horrible Storm,26,1992,0.14,9.99,20.06,50.05,259.99,90.05,-0.09,-0.1,,10.03,9.99,100.07,-0.02,10.08,-0.04,-0.01,-0.05,-0.09,-0.03,0.04,0.08,0.02,-0.01,A,2020
155,s.herrera,People's Land of Maneau,0,0,0,1,Horrible Storm,33,1986,19.89,17.64,30.89,57.09,645.75,475.92,2.17,2.03,99.98,7.59,7.67,98.63,7.77,20.99,37.22,0.04,-0.08,-0.08,0.0,0.5,0.09,0.09,-0.04,A,2020
156,m.alzahrani,Redohrainbri,0,0,0,1,Horrible Storm,28,1990,5.97,17.52,30.35,57.66,646.78,466.59,1.38,1.59,88.89,7.89,7.93,97.88,8.4,20.77,40.08,-0.06,0.01,-0.05,0.03,0.55,0.06,-0.05,0.21,A,2020
157,r.akech,Eastern Covaki,0,1,0,0,Horrible Storm,25,1994,20.5,32.76,38.82,84.46,612.56,129.85,13.62,15.91,86.15,14.26,15.8,90.79,4.19,5.93,71.14,0.05,0.1,-0.02,0.54,1.75,0.17,0.09,1.79,A,2020
158,l.egger,Lefghau,0,1,0,0,Horrible Storm,21,1998,29.01,33.85,41.99,80.94,719.61,166.04,12.35,14.17,86.76,14.62,17.16,84.93,6.7,9.83,68.79,0.17,0.15,-0.04,0.58,3.92,0.73,0.24,3.4,A,2020
159,z.cher,Ngoque Blicri,0,1,0,0,Horrible Storm,24,1994,25.79,22.67,29.97,75.57,530.24,151.01,7.34,8.69,84.08,9.42,11.43,82.52,5.36,8.48,64.74,0.21,0.04,-0.07,1.58,2.74,1.24,0.35,3.42,A,2020
160,p.shehu,People's Land of Maneau,0,1,0,0,Horrible Storm,29,1990,2.98,46.88,57.63,81.32,909.73,194.77,19.66,24.46,80.32,17.6,18.55,94.39,9.03,12.18,74.36,0.07,0.05,-0.05,0.34,5.56,0.3,0.09,3.41,A,2020
161,t.nkhoma,Southslands,0,1,0,0,Horrible Storm,28,1991,17.03,31.98,42.49,75.2,609.02,190.25,12.23,14.48,85.38,14.9,17.43,85.81,3.78,8.68,44.43,0.2,0.21,0.02,2.19,2.91,0.77,0.33,2.64,A,2020
162,h.shoko,Nganion,1,1,0,0,Horrible Storm,26,1992,0.16,19.95,24.9,79.97,404.91,139.95,9.95,14.96,66.7,0.04,0.02,,9.96,9.93,100.05,0.03,0.0,-0.01,0.04,5.04,0.01,0.08,10.01,A,2020
163,c.awad,People's Land of Maneau,1,1,0,0,Horrible Storm,28,1990,2.24,27.23,36.86,74.14,597.78,115.4,11.37,13.21,86.26,9.93,14.98,66.69,5.44,7.35,75.05,0.05,0.11,-0.04,0.98,4.11,0.0,0.01,2.26,A,2020
164,z.chipeta,Esia,0,0,1,0,Mighty Jays,27,1992,13.47,49.41,59.06,83.98,1166.39,344.86,10.22,11.88,85.51,27.26,29.95,90.56,11.93,15.73,75.71,-0.03,-0.08,0.01,0.07,3.6,0.09,0.02,3.13,A,2020
165,d.asaba,Greri Landmoslands,0,0,1,0,Mighty Jays,27,1991,2.89,33.52,47.56,70.61,622.86,185.68,13.19,16.39,80.34,15.69,21.04,74.67,3.5,7.43,47.66,-0.04,-0.06,0.05,0.42,1.81,0.76,0.34,4.01,A,2020
166,d.wolf,Ingre,0,0,1,0,Mighty Jays,31,1988,18.88,46.49,51.72,89.72,1017.71,292.92,13.67,14.39,94.15,23.36,24.22,96.55,9.06,12.36,73.73,-0.08,-0.06,-0.03,-0.05,1.45,0.02,-0.05,1.27,A,2020
167,s.kaggwa,Lefghau,0,0,1,0,Mighty Jays,32,1987,31.11,47.41,54.87,86.52,1178.82,341.36,9.04,9.72,91.76,25.49,26.4,96.07,12.76,17.91,70.87,0.09,0.06,-0.08,0.05,3.24,0.26,0.01,2.4,A,2020
168,c.nakitto,Nganion,0,0,1,0,Mighty Jays,33,1986,2.97,60.69,66.99,90.46,894.78,376.63,35.3,37.21,94.54,22.01,23.73,93.09,2.07,3.99,50.05,0.06,0.2,-0.04,0.91,2.66,0.35,0.01,2.3,A,2020
169,e.ta,Nganion,0,0,1,0,Mighty Jays,25,1993,1.4,62.31,69.95,89.09,1343.13,278.42,22.3,23.05,96.78,27.78,27.62,100.09,12.39,17.76,69.67,0.06,-0.1,0.07,0.09,3.12,-0.07,0.06,3.06,A,2020
170,z.semakula,Nganion,0,0,1,0,Mighty Jays,24,1995,12.92,43.24,53.1,81.39,712.2,213.59,20.55,23.11,88.83,19.2,22.61,84.68,2.79,4.51,61.31,-0.01,0.06,-0.03,0.15,2.39,0.58,0.12,2.87,A,2020
171,q.aini,Ngoque Blicri,0,0,1,0,Mighty Jays,22,1997,11.07,37.63,49.49,76.15,729.81,233.49,15.65,17.99,87.88,16.56,20.64,79.78,4.91,8.84,56.79,0.1,0.14,-0.11,0.58,1.92,0.74,0.43,3.69,A,2020
172,e.ramezani,People's Land of Maneau,0,0,1,0,Mighty Jays,23,1995,6.42,44.88,51.96,86.44,1004.86,265.21,9.58,10.09,95.4,27.75,29.84,93.29,7.26,11.49,63.52,-0.05,0.0,0.0,-0.04,2.08,0.21,0.09,1.95,A,2020
173,v.ram,People's Land of Maneau,0,0,1,0,Mighty Jays,24,1995,12.2,57.58,70.98,81.27,1169.54,354.66,18.52,21.06,87.67,29.5,33.39,88.48,8.89,13.74,64.23,0.06,0.09,-0.02,0.39,2.94,0.37,0.22,3.79,A,2020
174,z.nakagawa,People's Land of Maneau,0,0,1,0,Mighty Jays,21,1997,15.37,53.58,64.82,82.67,916.88,309.21,25.5,28.45,89.69,21.6,24.97,85.93,5.4,8.85,61.88,0.17,0.18,0.12,0.59,3.25,0.76,0.39,3.34,A,2020
175,a.akoth,Unicorporated Tiagascar,0,0,1,0,Mighty Jays,26,1993,18.9,46.04,54.58,84.4,758.07,234.25,23.05,25.31,91.1,19.93,23.6,84.58,2.63,3.97,63.29,0.09,0.02,0.01,0.5,2.77,0.85,0.2,3.4,A,2020
176,g.dijkstra,People's Land of Maneau,1,0,1,0,Mighty Jays,17,2001,19.46,33.87,43.35,78.03,551.82,160.69,17.2,19.55,87.9,13.8,16.83,82.35,2.02,4.35,48.8,0.28,0.1,0.02,1.09,1.97,1.17,0.31,3.15,A,2020
177,g.siddiqui,Central Diasongo,1,0,0,0,Mighty Jays,24,1995,22.27,27.64,36.07,76.78,442.55,106.51,15.86,17.77,89.18,8.74,11.08,79.11,2.44,5.24,47.13,0.28,0.29,0.16,1.67,1.14,1.51,0.33,2.14,A,2020
178,u.nalumansi,Czechnor,1,0,0,0,Mighty Jays,30,1989,34.73,17.58,25.46,68.82,269.54,74.22,9.9,12.47,79.33,6.44,9.2,68.76,0.99,2.03,45.19,0.01,0.16,-0.05,0.6,0.68,1.39,0.42,2.34,A,2020
179,f.heng,Dosqaly,1,0,0,0,Mighty Jays,28,1991,20.75,18.62,24.07,77.56,282.02,51.19,10.66,12.28,86.73,5.49,6.81,79.61,1.57,2.68,57.06,0.12,0.14,-0.01,1.09,1.34,1.15,0.33,1.47,A,2020
180,b.asiedu,Isle of Lababwe,1,0,0,0,Mighty Jays,30,1989,1.26,48.29,64.17,75.26,781.66,184.2,24.99,26.75,93.87,16.77,22.44,74.06,4.94,9.18,54.55,0.03,0.09,-0.07,1.67,2.4,1.58,0.08,5.03,A,2020
181,i.kakuru,Lefghau,1,0,0,0,Mighty Jays,18,2001,7.42,11.68,18.67,62.3,168.01,50.47,7.74,10.3,76.39,2.64,5.35,48.74,0.88,1.26,69.97,0.03,0.12,-0.08,0.25,0.33,0.81,0.14,1.35,A,2020
182,c.ssentamu,People's Land of Maneau,1,0,0,0,Mighty Jays,20,1999,6.91,15.94,19.92,79.38,238.3,35.38,9.29,10.75,86.72,5.56,6.8,83.08,0.7,1.2,62.57,-0.02,0.13,-0.04,0.66,0.77,0.34,-0.08,1.38,A,2020
183,i.nugraha,People's Land of Maneau,1,0,0,0,Mighty Jays,19,1999,7.01,26.57,33.39,79.59,418.83,115.82,15.24,17.47,87.74,7.79,9.16,85.8,2.45,4.52,54.82,-0.05,0.1,-0.09,1.39,1.31,1.25,0.5,2.35,A,2020
184,v.kumwenda,Esia,0,0,0,1,Mighty Jays,27,1992,29.41,25.12,33.75,74.93,622.35,333.37,5.81,5.79,99.46,13.28,13.49,98.47,5.86,14.03,42.08,-0.06,0.09,-0.08,-0.08,0.12,-0.08,-0.04,0.04,A,2020
185,s.tamale,Imaar Vircoand,0,0,0,1,Mighty Jays,26,1992,8.66,24.78,34.19,72.38,670.38,367.65,5.06,5.07,99.94,12.46,12.8,97.28,6.57,15.7,42.49,-0.08,-0.04,-0.07,0.08,0.7,0.1,0.1,0.0,A,2020
186,s.tenywa,Dosqaly,0,1,0,0,Mighty Jays,20,1999,19.32,52.5,59.01,88.97,1036.33,282.02,20.09,21.76,92.45,23.37,25.17,92.72,8.26,9.95,82.94,-0.01,-0.04,-0.06,0.76,6.72,1.01,-0.01,6.35,A,2020
187,e.boadu,Esia,0,1,0,0,Mighty Jays,30,1988,15.97,47.04,55.77,84.58,781.29,210.98,23.93,25.91,92.49,17.96,19.67,90.86,4.54,8.28,55.67,0.2,0.18,-0.05,2.3,3.67,1.63,-0.03,5.54,A,2020
188,t.robert,Janmico,0,1,0,0,Mighty Jays,23,1996,16.79,47.15,53.96,87.43,934.39,196.79,15.53,17.1,90.53,23.92,26.29,90.98,7.21,8.96,80.81,0.02,0.0,-0.06,0.82,2.62,0.27,-0.04,3.33,A,2020
189,a.vang,Nganion,0,1,0,0,Mighty Jays,22,1996,18.8,58.32,69.11,84.26,1175.93,294.85,22.21,24.03,92.59,25.74,28.18,91.29,10.09,14.85,68.04,0.03,0.03,-0.06,1.53,6.41,1.59,0.07,5.59,A,2020
190,k.abalo,Quewenia,0,1,0,0,Mighty Jays,26,1992,28.72,57.62,65.61,87.73,1195.4,297.49,19.5,21.6,89.75,27.73,30.22,91.34,10.05,12.52,79.82,0.06,0.07,-0.05,0.5,6.64,0.87,0.13,5.65,A,2020
191,e.nakanjako,Rarita,0,1,0,0,Mighty Jays,19,2000,1.1,27.24,32.67,83.28,355.49,59.0,17.2,19.03,90.41,8.23,8.21,99.93,0.87,2.71,33.32,0.0,0.07,0.05,0.06,2.75,-0.03,0.01,0.1,A,2020
192,y.ferrara,People's Land of Maneau,1,1,0,0,Mighty Jays,19,1999,9.45,31.49,38.77,81.23,548.9,152.46,15.14,17.44,86.07,11.91,13.77,86.95,3.24,5.64,58.55,0.1,0.15,0.07,1.25,3.32,0.77,0.23,3.49,A,2020
193,c.carvalho,Byasier Pujan,0,0,1,0,Odd Ducks,24,1995,27.75,37.49,42.52,88.05,780.1,252.78,10.9,11.89,91.74,20.3,21.89,92.5,5.91,8.15,74.18,0.12,-0.04,0.06,0.19,2.3,0.39,-0.04,2.07,A,2020
194,n.dekker,Djipines,0,0,1,0,Odd Ducks,21,1997,10.03,41.02,47.88,85.68,869.3,277.76,11.33,12.62,89.87,22.8,25.19,90.63,6.55,9.12,71.01,0.0,-0.09,0.02,0.18,1.59,-0.06,0.05,2.21,A,2020
195,v.nalukwago,Nganion,0,0,1,0,Odd Ducks,26,1993,25.93,39.07,57.31,68.16,749.05,405.53,15.28,17.91,84.45,17.18,22.98,74.79,5.8,13.26,44.24,0.1,0.2,0.03,1.36,4.0,1.27,0.5,4.92,A,2020
196,c.hasanovi,People's Land of Maneau,0,0,1,0,Odd Ducks,23,1995,0.57,28.23,36.69,77.33,548.29,240.04,13.29,18.36,72.63,11.62,11.65,100.06,3.43,3.4,99.98,-0.08,-0.08,-0.07,0.08,3.25,1.58,0.06,4.91,A,2020
197,c.perkovi,People's Land of Maneau,0,0,1,0,Odd Ducks,32,1986,1.36,24.93,35.05,71.32,500.05,232.95,9.26,10.04,92.95,9.32,12.97,72.21,4.34,10.1,42.89,0.1,-0.03,-0.07,1.52,2.9,0.72,0.76,1.4,A,2020
198,d.lejeune,People's Land of Maneau,0,0,1,0,Odd Ducks,34,1985,10.77,39.44,50.49,78.16,827.84,315.97,13.09,15.21,86.12,19.74,22.67,87.33,6.33,11.82,54.36,0.04,0.11,0.04,0.32,2.45,0.49,0.43,2.58,A,2020
