,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
115,u.ortiz,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,18,2000,0.32,0.08,0.04,-0.08,,-0.03,-0.04,,,,-0.08,0.09,-0.08,-0.04,0.04,,-0.1,0.09,A,2020
116,v.thompson,People's Land of Maneau,0,0,1,0,Horrible Grizzlies,19,1999,16.86,0.0,1.02,0.12,16.75,1.06,0.24,-0.07,-0.08,20.11,0.06,0.09,-0.03,0.13,0.06,0.09,0.02,-0.11,A,2020
117,v.binali,Sobianitedrucy,0,0,1,0,Horrible Grizzlies,24,1994,11.46,0.04,1.17,0.69,53.8,1.23,0.64,-0.08,-0.07,19.94,0.03,-0.09,-0.03,0.1,0.14,0.15,-0.08,-0.07,A,2020
118,s.mlakar,Dosqaly,1,0,0,0,Horrible Grizzlies,32,1986,11.05,0.66,3.65,1.81,48.64,3.62,1.66,0.29,0.5,10.97,0.02,-0.05,0.07,0.7,0.57,0.25,0.16,0.03,A,2020
119,u.chio,Lefghau,1,0,0,0,Horrible Grizzlies,30,1988,28.95,0.35,2.28,0.89,38.77,2.33,0.87,0.0,0.26,19.58,0.2,0.23,0.23,0.26,0.06,-0.02,-0.03,0.08,A,2020
120,m.abur,Moaithe,1,0,0,0,Horrible Grizzlies,17,2001,0.1,0.03,-0.07,0.05,,0.0,-0.04,,,,0.05,-0.03,0.08,-0.03,0.0,,-0.05,-0.07,A,2020
121,f.pellegrini,Nganion,1,0,0,0,Horrible Grizzlies,32,1987,7.27,0.05,3.24,1.26,39.07,3.05,1.15,0.08,0.1,15.71,-0.1,0.0,0.04,0.46,0.47,0.16,-0.19,-0.31,A,2020
122,g.adriko,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,17,2001,0.23,-0.08,4.92,-0.04,0.04,4.44,-0.07,-0.08,,31.38,-0.07,0.02,-0.05,-0.06,-0.08,-0.07,0.07,-0.08,A,2020
123,n.nantege,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,18,2000,9.59,0.13,2.24,0.39,18.11,2.24,0.34,0.11,0.15,17.4,0.08,-0.04,-0.06,0.23,0.09,0.17,-0.15,-0.12,A,2020
124,z.makore,People's Land of Maneau,1,0,0,0,Horrible Grizzlies,21,1997,24.64,0.62,3.59,1.52,39.83,3.5,1.4,0.24,0.48,11.05,0.09,0.08,-0.03,0.64,0.63,0.18,0.13,0.04,A,2020
125,d.kayira,Slandsganiamayotteque,1,0,0,0,Horrible Grizzlies,20,1998,19.08,0.5,3.35,1.41,40.27,3.29,1.33,0.22,0.4,13.24,-0.05,0.0,-0.04,0.41,0.48,0.2,-0.03,-0.05,A,2020
126,x.nakanwagi,Southern Ristan,1,0,0,0,Horrible Grizzlies,25,1993,2.69,0.31,5.62,0.75,13.33,5.59,0.7,0.14,0.51,13.01,-0.04,0.04,-0.01,0.88,0.88,0.16,-0.4,-0.44,A,2020
127,r.wanyama,Imaar Vircoand,0,0,0,1,Horrible Grizzlies,37,1981,5.0,0.08,0.02,0.05,,0.08,0.05,,,,0.02,-0.01,-0.08,0.05,-0.06,,-0.04,0.04,A,2020
128,j.nkrumah,Nganion,0,0,0,1,Horrible Grizzlies,24,1994,33.04,0.0,0.09,-0.07,,0.04,0.1,,,,0.06,-0.01,0.03,0.02,0.08,,-0.06,0.05,A,2020
129,m.matsumoto,Dosqaly,0,1,0,0,Horrible Grizzlies,28,1991,19.12,0.22,0.87,0.25,33.4,0.94,0.36,0.07,0.51,19.89,0.09,-0.01,0.01,0.16,0.11,0.01,0.0,0.09,A,2020
130,c.nyesiga,Manlisgamncent,0,1,0,0,Horrible Grizzlies,25,1994,22.99,0.14,0.83,0.28,23.8,0.87,0.2,0.09,0.21,19.22,-0.03,-0.04,-0.01,0.12,-0.03,0.11,-0.05,0.01,A,2020
131,y.diallo,Ngoque Blicri,0,1,0,0,Horrible Grizzlies,18,2001,2.17,0.1,0.44,0.03,-0.01,0.53,0.05,0.04,,23.98,-0.07,-0.06,0.06,-0.04,0.07,0.02,0.01,-0.02,A,2020
132,g.baey,People's Land of Maneau,0,1,0,0,Horrible Grizzlies,25,1993,12.31,0.11,3.19,1.06,30.04,3.23,1.02,0.02,0.0,21.9,0.41,-0.06,0.01,0.2,0.1,0.13,-0.13,-0.11,A,2020
133,i.makavan,Sobianitedrucy,0,1,0,0,Horrible Grizzlies,27,1991,26.4,0.24,0.32,0.04,10.01,0.37,0.13,0.07,1.01,24.03,0.07,0.21,0.18,0.08,0.07,0.18,0.06,-0.06,A,2020
134,j.wan,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,23,1996,2.33,-0.03,1.83,0.02,0.01,1.63,0.01,0.08,,9.07,0.07,0.01,0.03,0.19,0.32,0.04,-0.32,-0.28,A,2020
135,o.nampeera,People's Land of Maneau,1,1,0,0,Horrible Grizzlies,20,1999,31.98,0.31,2.4,0.99,37.29,2.45,0.92,0.0,0.25,20.38,0.34,0.08,0.07,0.33,0.14,0.01,-0.07,-0.01,A,2020
136,b.longoli,Djipines,0,0,1,0,Horrible Storm,30,1989,12.11,-0.04,0.33,-0.04,0.01,0.32,-0.04,0.03,,15.08,-0.09,0.08,0.05,-0.02,0.11,0.16,0.03,-0.07,A,2020
137,f.shkreli,Dosqaly,0,0,1,0,Horrible Storm,24,1994,22.61,0.08,0.31,0.19,37.43,0.28,0.16,-0.05,0.03,22.13,-0.06,0.09,-0.05,0.04,0.02,0.1,0.07,-0.1,A,2020
138,a.tay,Frenchdo Stanser,0,0,1,0,Horrible Storm,31,1987,11.55,0.02,0.48,0.16,19.91,0.4,0.18,0.17,0.96,11.18,0.03,-0.07,-0.02,0.11,0.04,0.12,0.1,0.09,A,2020
139,b.stewart,People's Land of Maneau,0,0,1,0,Horrible Storm,23,1995,25.56,0.14,0.32,0.15,57.1,0.24,0.12,0.08,0.16,16.41,-0.05,-0.05,-0.05,0.03,0.08,0.14,0.12,-0.05,A,2020
140,h.steiner,People's Land of Maneau,0,0,1,0,Horrible Storm,21,1997,22.74,0.08,0.44,0.2,36.45,0.55,0.23,-0.01,0.3,11.73,-0.02,0.08,0.01,0.0,0.13,0.17,-0.06,0.03,A,2020
141,k.mirkovi,People's Land of Maneau,0,0,1,0,Horrible Storm,26,1993,32.11,0.0,0.31,0.11,44.47,0.27,0.08,0.18,0.43,9.09,0.04,-0.09,0.08,0.07,0.02,0.16,0.08,-0.07,A,2020
142,y.aidoo,People's Land of Maneau,0,0,1,0,Horrible Storm,24,1995,17.23,0.09,1.17,0.07,15.03,1.12,0.16,0.14,0.41,7.47,0.02,0.03,0.04,0.12,0.21,0.06,-0.03,-0.14,A,2020
143,c.nyaketcho,Southern Ristan,0,0,1,0,Horrible Storm,24,1994,16.08,0.12,0.38,-0.02,14.38,0.36,0.06,0.05,1.03,6.18,0.09,-0.09,-0.02,0.08,0.02,0.2,0.05,0.01,A,2020
144,q.mbambu,Lefghau,1,0,0,0,Horrible Storm,22,1996,19.89,0.3,1.68,0.87,48.52,1.85,0.94,0.17,0.27,11.99,-0.02,0.09,0.05,0.24,0.18,0.16,-0.1,0.03,A,2020
145,k.muhumuza,People's Land of Maneau,1,0,0,0,Horrible Storm,21,1998,6.08,0.06,2.66,0.85,31.23,2.71,0.85,-0.05,-0.04,9.37,-0.02,0.05,-0.03,0.38,0.34,0.18,-0.27,-0.32,A,2020
146,m.adoch,United Provinces of Somoe,1,0,0,0,Horrible Storm,26,1992,10.58,0.18,1.71,0.33,17.68,1.62,0.28,0.13,0.25,10.08,0.03,0.07,-0.02,0.25,0.18,0.15,-0.15,0.0,A,2020
147,h.nsamba,Byasier Pujan,1,1,0,0,Horrible Storm,24,1995,22.75,0.13,2.21,0.76,38.09,2.19,0.84,0.06,0.21,18.12,0.21,-0.01,0.01,0.21,0.31,0.04,-0.13,-0.2,A,2020
148,r.dijkstra,Central Diasongo,1,1,0,0,Horrible Storm,29,1989,1.21,-0.06,1.48,-0.1,-0.06,1.61,0.0,0.0,,19.68,-0.04,-0.07,-0.04,0.06,0.11,-0.02,-0.07,-0.15,A,2020
149,e.estrada,Frenchdo Stanser,1,1,0,0,Horrible Storm,24,1994,21.61,0.26,2.27,0.87,34.03,2.37,0.68,0.13,0.44,17.15,0.11,0.02,-0.03,0.22,0.1,0.07,0.17,0.03,A,2020
150,e.amponsah,Nganion,1,1,0,0,Horrible Storm,28,1991,3.61,-0.06,1.64,0.34,16.69,1.59,0.37,-0.02,-0.07,19.56,-0.02,-0.07,0.09,0.14,-0.02,0.05,-0.15,-0.09,A,2020
151,k.namuwaya,People's Land of Maneau,1,1,0,0,Horrible Storm,23,1995,35.93,0.32,2.11,0.7,30.56,2.06,0.54,0.09,0.27,18.0,0.06,0.09,0.03,0.17,0.14,0.08,-0.04,0.07,A,2020
152,c.quartey,Slandsganiamayotteque,1,1,0,0,Horrible Storm,18,2001,0.61,0.09,1.74,-0.02,-0.03,1.82,-0.02,-0.06,,21.47,-0.06,0.03,0.09,-0.04,0.01,0.02,-0.01,0.07,A,2020
153,j.turyasingura,Nganion,0,0,0,1,Horrible Storm,36,1982,12.03,-0.02,0.08,0.02,,-0.01,-0.04,,,,0.08,-0.04,0.04,0.1,-0.01,,0.06,-0.02,A,2020
154,k.lin,People's Land of Maneau,0,0,0,1,Horrible Storm,26,1992,0.05,-0.08,-0.09,0.0,,0.03,-0.03,,,,-0.08,0.05,0.0,0.04,-0.02,,0.01,-0.08,A,2020
155,s.herrera,People's Land of Maneau,0,0,0,1,Horrible Storm,33,1986,19.91,-0.02,0.05,-0.02,,0.0,0.02,,,,-0.08,0.06,0.05,0.04,-0.05,,0.08,0.08,A,2020
156,m.alzahrani,Redohrainbri,0,0,0,1,Horrible Storm,28,1990,6.07,-0.02,0.01,-0.07,,0.04,0.01,,,,-0.09,0.05,-0.09,0.08,0.07,,-0.05,0.04,A,2020
157,r.akech,Eastern Covaki,0,1,0,0,Horrible Storm,25,1994,20.31,-0.06,0.25,0.01,14.32,0.37,0.01,-0.01,0.05,28.15,-0.01,-0.08,-0.04,0.02,0.0,0.01,0.07,0.03,A,2020
158,l.egger,Lefghau,0,1,0,0,Horrible Storm,21,1998,29.06,0.04,1.32,0.42,30.79,1.36,0.37,0.02,0.35,23.0,0.14,0.0,0.0,-0.01,0.04,0.13,0.04,-0.05,A,2020
159,z.cher,Ngoque Blicri,0,1,0,0,Horrible Storm,24,1994,25.72,0.03,2.22,0.77,34.56,2.12,0.8,0.05,0.26,20.43,-0.09,-0.01,-0.05,0.16,0.09,0.09,-0.02,-0.06,A,2020
160,p.shehu,People's Land of Maneau,0,1,0,0,Horrible Storm,29,1990,2.95,0.02,0.64,-0.09,0.01,0.71,0.08,0.04,,19.6,-0.05,0.03,0.05,0.01,0.1,0.14,0.05,-0.1,A,2020
161,t.nkhoma,Southslands,0,1,0,0,Horrible Storm,28,1991,17.07,0.18,1.65,0.68,34.59,1.66,0.68,0.01,0.29,20.58,0.17,0.02,0.03,0.14,0.07,0.15,0.14,0.13,A,2020
162,h.shoko,Nganion,1,1,0,0,Horrible Storm,26,1992,0.21,-0.03,0.09,-0.08,,-0.05,-0.1,,,,-0.07,-0.09,-0.01,-0.05,0.04,,0.03,-0.08,A,2020
163,c.awad,People's Land of Maneau,1,1,0,0,Horrible Storm,28,1990,2.16,-0.09,0.95,0.08,0.03,0.86,0.01,-0.05,,18.93,0.05,-0.09,-0.03,0.01,0.1,0.12,-0.05,-0.06,A,2020
164,z.chipeta,Esia,0,0,1,0,Mighty Jays,27,1992,13.5,-0.06,0.73,0.26,27.21,0.87,0.17,-0.1,0.01,8.67,-0.03,0.06,0.02,0.07,0.15,0.12,0.02,-0.06,A,2020
165,d.asaba,Greri Landmoslands,0,0,1,0,Mighty Jays,27,1991,2.84,0.43,0.43,0.39,99.99,0.43,0.35,0.98,0.92,23.91,0.03,0.03,0.07,-0.08,-0.07,0.0,0.34,0.39,A,2020
166,d.wolf,Ingre,0,0,1,0,Mighty Jays,31,1988,18.71,0.1,0.45,0.07,28.69,0.34,0.2,0.32,1.04,8.69,-0.03,-0.05,-0.08,0.13,0.05,0.16,0.1,0.1,A,2020
167,s.kaggwa,Lefghau,0,0,1,0,Mighty Jays,32,1987,31.24,0.14,0.72,0.25,30.36,0.66,0.22,0.05,0.26,20.09,0.25,-0.05,0.02,0.04,0.14,0.02,-0.03,-0.06,A,2020
168,c.nakitto,Nganion,0,0,1,0,Mighty Jays,33,1986,3.08,0.05,0.31,0.04,-0.03,0.34,-0.05,0.01,,9.18,-0.04,0.09,0.04,0.0,-0.06,0.2,-0.12,-0.01,A,2020
169,e.ta,Nganion,0,0,1,0,Mighty Jays,25,1993,1.22,-0.08,0.03,-0.07,,0.1,0.01,,,,-0.08,-0.06,0.0,-0.06,0.1,,0.1,0.04,A,2020
170,z.semakula,Nganion,0,0,1,0,Mighty Jays,24,1995,12.87,0.15,0.47,0.07,28.57,0.57,0.22,0.11,0.51,16.97,0.0,0.06,0.03,0.13,-0.06,0.11,0.0,0.07,A,2020
171,q.aini,Ngoque Blicri,0,0,1,0,Mighty Jays,22,1997,10.96,0.09,0.58,0.09,33.39,0.49,0.28,0.21,0.5,19.75,-0.02,0.0,-0.06,-0.01,0.05,0.11,0.01,0.03,A,2020
172,e.ramezani,People's Land of Maneau,0,0,1,0,Mighty Jays,23,1995,6.56,-0.01,0.09,-0.04,0.02,0.2,0.08,-0.02,,5.84,-0.09,-0.03,0.1,0.05,0.12,0.01,-0.02,-0.04,A,2020
173,v.ram,People's Land of Maneau,0,0,1,0,Mighty Jays,24,1995,12.17,0.17,0.92,0.09,16.62,1.03,0.14,-0.01,0.56,11.56,0.1,0.03,0.05,-0.04,0.0,0.08,0.1,0.01,A,2020
174,z.nakagawa,People's Land of Maneau,0,0,1,0,Mighty Jays,21,1997,15.49,-0.08,0.22,-0.03,25.03,0.25,0.02,0.05,-0.02,18.19,-0.08,0.09,0.07,-0.03,0.03,0.04,-0.04,-0.09,A,2020
175,a.akoth,Unicorporated Tiagascar,0,0,1,0,Mighty Jays,26,1993,18.96,0.09,0.2,-0.09,0.09,0.18,-0.01,0.03,,12.42,-0.04,0.01,-0.1,0.08,0.14,0.19,-0.12,-0.07,A,2020
176,g.dijkstra,People's Land of Maneau,1,0,1,0,Mighty Jays,17,2001,19.56,-0.01,0.7,0.13,30.71,0.59,0.19,0.02,0.16,17.5,0.07,0.05,-0.01,0.15,0.11,0.11,-0.06,0.04,A,2020
177,g.siddiqui,Central Diasongo,1,0,0,0,Mighty Jays,24,1995,22.36,0.15,2.29,0.73,32.75,2.27,0.8,0.1,0.28,19.33,0.27,0.06,0.05,0.29,0.11,0.11,-0.07,0.04,A,2020
178,u.nalumansi,Czechnor,1,0,0,0,Mighty Jays,30,1989,34.82,0.65,2.63,1.22,44.41,2.61,1.2,0.24,0.5,15.37,0.0,-0.03,-0.04,0.46,0.44,0.24,0.17,0.11,A,2020
179,f.heng,Dosqaly,1,0,0,0,Mighty Jays,28,1991,20.88,0.39,2.64,1.2,49.08,2.5,1.15,0.1,0.36,11.91,0.23,-0.08,0.06,0.31,0.32,0.13,0.0,0.06,A,2020
180,b.asiedu,Isle of Lababwe,1,0,0,0,Mighty Jays,30,1989,1.18,-0.07,1.62,-0.1,-0.02,1.65,-0.05,-0.02,,14.55,-0.06,0.05,-0.05,0.33,0.18,0.17,-0.18,-0.23,A,2020
181,i.kakuru,Lefghau,1,0,0,0,Mighty Jays,18,2001,7.39,0.36,1.53,0.63,41.75,1.6,0.67,0.15,0.65,13.12,0.09,0.01,-0.04,0.36,0.21,0.21,0.13,0.13,A,2020
182,c.ssentamu,People's Land of Maneau,1,0,0,0,Mighty Jays,20,1999,7.03,0.32,2.16,0.71,33.37,2.17,0.67,0.13,0.34,12.39,-0.07,0.03,-0.1,0.42,0.42,0.27,-0.22,-0.09,A,2020
183,i.nugraha,People's Land of Maneau,1,0,0,0,Mighty Jays,19,1999,6.98,0.18,1.6,0.63,36.3,1.57,0.66,0.11,0.27,16.82,0.07,-0.08,-0.07,0.16,0.12,0.11,-0.08,0.0,A,2020
184,v.kumwenda,Esia,0,0,0,1,Mighty Jays,27,1992,29.38,0.05,-0.01,0.1,,0.01,-0.01,,,,-0.05,0.0,-0.02,0.1,-0.03,,0.05,-0.08,A,2020
185,s.tamale,Imaar Vircoand,0,0,0,1,Mighty Jays,26,1992,8.68,-0.04,-0.1,-0.02,,-0.01,-0.06,,,,-0.05,-0.09,-0.02,0.05,0.07,,0.03,0.06,A,2020
186,s.tenywa,Dosqaly,0,1,0,0,Mighty Jays,20,1999,19.37,-0.06,0.66,0.18,45.56,0.56,0.23,-0.09,0.06,21.67,0.05,-0.02,-0.01,0.07,0.1,-0.04,-0.07,0.01,A,2020
187,e.boadu,Esia,0,1,0,0,Mighty Jays,30,1988,16.05,0.03,0.62,0.11,33.4,0.49,0.14,0.18,0.3,12.9,0.01,-0.06,-0.05,0.13,0.17,0.17,0.04,-0.01,A,2020
188,t.robert,Janmico,0,1,0,0,Mighty Jays,23,1996,16.84,-0.03,1.15,0.43,28.63,1.29,0.4,-0.03,0.17,17.47,-0.06,0.0,-0.09,0.15,0.0,0.04,-0.12,-0.07,A,2020
189,a.vang,Nganion,0,1,0,0,Mighty Jays,22,1996,18.88,-0.01,0.65,0.13,23.19,0.6,0.19,0.08,0.08,21.5,0.07,0.08,-0.01,-0.02,-0.03,0.12,-0.12,0.04,A,2020
190,k.abalo,Quewenia,0,1,0,0,Mighty Jays,26,1992,28.64,-0.02,0.37,0.18,27.37,0.41,0.14,0.15,0.37,23.82,0.09,0.01,0.05,-0.01,0.05,0.04,-0.05,0.04,A,2020
191,e.nakanjako,Rarita,0,1,0,0,Mighty Jays,19,2000,1.12,-0.08,0.1,0.1,,0.08,0.0,,,,-0.04,0.01,0.1,-0.08,-0.1,,0.08,-0.04,A,2020
192,y.ferrara,People's Land of Maneau,1,1,0,0,Mighty Jays,19,1999,9.56,0.14,1.45,0.38,28.54,1.48,0.35,0.17,0.24,15.36,-0.04,0.0,0.09,0.27,0.21,0.27,-0.19,-0.07,A,2020
193,c.carvalho,Byasier Pujan,0,0,1,0,Odd Ducks,24,1995,27.82,0.1,0.82,0.29,29.16,0.83,0.18,0.05,0.25,9.66,-0.03,-0.02,0.02,0.02,0.14,0.13,-0.03,0.09,A,2020
194,n.dekker,Djipines,0,0,1,0,Odd Ducks,21,1997,10.02,0.19,0.65,0.09,16.74,0.59,0.11,0.17,1.06,8.6,0.04,0.05,-0.06,0.1,-0.01,0.2,0.1,0.01,A,2020
195,v.nalukwago,Nganion,0,0,1,0,Odd Ducks,26,1993,25.93,0.0,0.41,0.03,27.22,0.34,0.13,-0.08,-0.02,26.76,0.13,0.07,-0.03,0.02,-0.06,-0.05,0.07,0.01,A,2020
196,c.hasanovi,People's Land of Maneau,0,0,1,0,Odd Ducks,23,1995,0.69,-0.03,-0.02,0.04,,0.09,-0.05,,,,0.03,0.04,0.07,-0.01,0.09,,-0.05,-0.1,A,2020
197,c.perkovi,People's Land of Maneau,0,0,1,0,Odd Ducks,32,1986,1.43,-0.01,0.1,0.0,,-0.04,0.03,,,,0.03,0.04,-0.04,0.03,-0.06,,-0.09,0.01,A,2020
198,d.lejeune,People's Land of Maneau,0,0,1,0,Odd Ducks,34,1985,10.71,-0.02,0.37,-0.04,-0.03,0.19,0.07,0.03,,12.34,-0.01,-0.09,0.07,0.1,0.09,0.07,-0.01,0.05,A,2020
199,d.mwandira,People's Land of Maneau,0,0,1,0,Odd Ducks,22,1996,2.76,0.04,0.37,0.07,-0.02,0.31,0.02,-0.08,,15.05,0.0,0.05,0.03,0.05,0.0,-0.05,0.03,-0.01,A,2020
200,f.arslan,People's Land of Maneau,0,0,1,0,Odd Ducks,28,1991,22.86,-0.06,0.14,0.13,25.0,0.12,0.01,-0.05,-0.08,17.81,-0.08,0.06,-0.04,0.02,0.03,0.22,-0.08,-0.08,A,2020
201,n.medina,People's Land of Maneau,0,0,1,0,Odd Ducks,23,1996,17.19,0.03,0.19,0.17,39.95,0.37,0.08,0.03,0.07,11.46,-0.08,-0.02,-0.01,0.0,0.07,-0.03,-0.1,-0.06,A,2020
202,o.estrada,People's Land of Maneau,0,0,1,0,Odd Ducks,28,1991,26.9,-0.02,0.42,0.1,15.38,0.58,0.13,0.14,0.51,12.17,0.04,0.05,0.07,0.06,-0.06,0.15,0.05,0.1,A,2020
203,x.sartori,People's Land of Maneau,0,0,1,0,Odd Ducks,20,1998,7.18,-0.03,0.21,0.0,0.05,0.19,0.07,0.1,,20.08,-0.09,0.06,0.03,-0.06,0.08,0.06,-0.01,0.04,A,2020
204,b.maturu,People's Land of Maneau,1,0,0,0,Odd Ducks,27,1992,32.33,0.3,1.65,0.68,40.74,1.68,0.64,0.12,0.27,11.17,-0.01,0.04,-0.02,0.28,0.36,0.24,-0.09,-0.04,A,2020
205,p.biira,People's Land of Maneau,1,1,0,0,Odd Ducks,21,1998,0.3,0.03,6.59,-0.07,-0.09,6.69,0.08,-0.05,,11.62,-0.03,-0.09,-0.05,1.33,1.25,0.21,-1.42,-1.26,A,2020
206,w.rashid,People's Land of Maneau,1,1,0,0,Odd Ducks,21,1997,18.37,0.17,1.99,0.39,22.81,1.97,0.4,0.18,0.39,13.9,0.01,0.03,-0.01,0.15,0.23,0.11,-0.03,-0.12,A,2020
207,i.mlambo,Redohrainbri,1,1,0,0,Odd Ducks,27,1992,22.25,0.26,1.08,0.48,39.11,1.03,0.48,0.15,0.42,13.3,0.03,0.08,0.2,0.33,0.25,0.24,-0.02,-0.04,A,2020
208,a.soong,People's Land of Maneau,0,0,0,1,Odd Ducks,21,1998,37.04,-0.1,0.02,0.02,,-0.08,-0.08,,,,0.0,-0.08,-0.03,0.01,-0.05,,-0.02,0.01,A,2020
209,f.malik,Southslands,0,0,0,1,Odd Ducks,20,1999,1.05,-0.03,-0.09,-0.01,,0.05,-0.05,,,,-0.02,0.06,0.08,0.03,0.06,,0.09,-0.04,A,2020
210,n.zhu,Byasier Pujan,0,1,0,0,Odd Ducks,22,1997,6.99,-0.09,1.93,0.51,30.89,1.82,0.63,-0.08,0.03,18.77,0.23,0.0,0.03,0.05,0.23,0.13,-0.16,-0.07,A,2020
211,c.mawejje,Djipines,0,1,0,0,Odd Ducks,22,1997,5.6,0.17,0.98,0.27,33.38,1.13,0.34,0.27,0.59,21.74,0.21,-0.02,0.04,0.13,0.16,0.2,0.05,0.04,A,2020
212,a.henry,Mico,0,1,0,0,Odd Ducks,23,1996,28.12,0.01,1.12,0.35,23.52,1.12,0.3,0.05,0.18,19.02,0.08,-0.08,0.03,0.01,0.0,0.09,-0.01,-0.08,A,2020
213,b.nakayiwa,People's Land of Maneau,0,1,0,0,Odd Ducks,32,1986,2.58,-0.08,0.43,0.03,-0.06,0.46,0.02,-0.07,,24.14,-0.02,-0.02,0.01,-0.04,-0.03,-0.04,-0.08,0.06,A,2020
214,f.afful,People's Land of Maneau,0,1,0,0,Odd Ducks,22,1997,14.96,-0.06,0.63,0.17,22.11,0.52,0.14,0.0,0.01,23.07,0.0,0.03,0.08,0.08,-0.01,0.0,-0.08,0.03,A,2020
215,i.ghoe,People's Land of Maneau,0,1,0,0,Odd Ducks,29,1990,13.96,0.23,0.92,0.37,49.95,0.76,0.44,0.24,0.54,10.92,0.06,-0.09,0.07,0.24,0.06,0.12,0.13,-0.02,A,2020
216,x.ferraro,Western Niasland,0,1,0,0,Odd Ducks,24,1994,30.06,-0.05,1.08,0.1,6.65,0.98,0.02,-0.05,0.52,23.3,0.02,0.03,-0.06,0.12,-0.01,-0.05,-0.08,0.06,A,2020
217,n.kaiser,People's Land of Maneau,0,1,1,0,Odd Ducks,29,1989,7.89,0.36,1.96,0.76,37.57,2.07,0.83,0.16,0.4,20.57,0.41,0.13,0.18,0.26,0.18,0.09,0.08,0.23,A,2020
218,t.cheung,Djipines,1,1,0,0,Odd Ducks,22,1997,18.25,0.35,2.91,1.08,35.27,2.92,1.1,0.22,0.29,19.72,0.7,-0.07,-0.09,0.21,0.26,0.02,0.14,0.06,A,2020
219,d.masereka,Ngoque Blicri,1,1,0,0,Odd Ducks,25,1994,22.97,0.01,1.14,0.59,44.46,1.1,0.5,-0.03,0.05,17.36,0.14,0.09,-0.03,0.13,0.16,0.12,-0.02,-0.05,A,2020
220,v.garcia,Byasier Pujan,0,0,1,0,Old Mustangs,28,1991,38.01,0.16,0.8,0.4,46.71,0.89,0.37,0.21,0.28,11.33,0.02,0.1,-0.06,0.11,0.03,0.13,0.13,-0.04,A,2020
221,a.sihombing,Central Namemo Laand,0,0,1,0,Old Mustangs,27,1991,7.72,0.17,0.59,0.03,24.99,0.52,0.22,0.29,1.06,9.33,-0.07,0.08,-0.1,0.13,-0.04,0.01,0.07,0.07,A,2020
222,f.nassolo,Djipines,0,0,1,0,Old Mustangs,18,2001,2.54,-0.05,2.71,0.37,14.28,2.76,0.32,-0.08,0.05,21.35,-0.03,-0.02,0.01,0.11,0.18,-0.01,-0.12,-0.16,A,2020
223,q.achom,Manlisgamncent,0,0,1,0,Old Mustangs,30,1989,8.56,0.08,0.59,0.2,19.91,0.57,0.1,-0.04,0.02,7.92,-0.09,0.09,-0.05,0.1,0.06,-0.02,-0.08,0.06,A,2020
224,m.tumuramye,Ngoque Blicri,0,0,1,0,Old Mustangs,25,1994,34.59,0.07,0.53,0.2,29.91,0.53,0.19,0.06,0.33,17.78,0.03,0.06,0.08,0.13,0.02,0.11,-0.02,0.11,A,2020
225,t.chebet,People's Land of Maneau,0,0,1,0,Old Mustangs,22,1997,22.38,-0.08,0.04,0.02,0.05,0.13,-0.1,0.05,,30.1,-0.02,0.05,0.09,-0.01,0.08,0.02,0.01,0.04,A,2020
226,t.syed,People's Land of Maneau,0,0,1,0,Old Mustangs,16,2003,0.11,-0.01,0.02,0.08,,-0.05,0.1,,,,0.09,0.01,0.02,0.04,-0.04,,-0.06,-0.08,A,2020
227,z.rojas,People's Land of Maneau,0,0,1,0,Old Mustangs,20,1998,35.38,0.12,1.24,0.38,29.47,1.18,0.44,0.07,0.41,22.57,0.26,0.08,-0.09,0.1,0.17,0.04,0.03,-0.06,A,2020
228,y.niemi,Coastpa Barleslands,1,0,0,0,Old Mustangs,27,1992,30.59,0.56,2.49,1.27,47.45,2.44,1.23,0.34,0.55,13.01,-0.1,-0.02,-0.08,0.5,0.44,0.1,0.15,0.06,A,2020
229,y.wood,Frenchdo Stanser,1,0,0,0,Old Mustangs,27,1992,32.02,0.6,4.06,1.77,43.08,4.15,1.74,0.08,0.27,14.77,0.09,0.02,0.18,0.56,0.5,0.21,-0.03,-0.12,A,2020
230,f.njoku,Lefghau,1,0,0,0,Old Mustangs,27,1991,33.17,0.27,3.01,1.03,37.0,2.97,1.04,0.0,0.17,13.37,-0.04,0.06,-0.09,0.31,0.5,0.07,-0.12,-0.08,A,2020
231,w.kayange,Southern Ristan,1,0,0,0,Old Mustangs,24,1995,8.08,0.6,1.72,0.79,42.83,1.8,0.83,0.26,0.61,15.98,0.07,0.05,0.0,0.29,0.33,0.1,0.17,0.3,A,2020
232,a.logose,Lylimi,1,1,0,0,Old Mustangs,24,1995,2.72,0.06,3.12,0.67,22.25,3.22,0.77,0.02,-0.01,18.13,0.06,-0.05,0.07,0.44,0.53,0.16,-0.47,-0.59,A,2020
