,Player,Nation,FW,MF,DF,GK,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Performance PK,Performance PKatt,League,Year,Standard FK,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
158,w.walsh,Cuandbo,0,1,1,0,34,1987,4.06,-0.07,-0.09,0.0,,-0.04,-0.09,,,,-0.01,-0.05,Tournament,2020,,,,,,
159,b.kor,Cuandbo,1,1,0,0,32,1989,2.06,0.04,1.56,0.07,-0.03,1.46,-0.07,0.07,,,-0.01,0.0,Tournament,2020,,,,,,
160,c.egltis,Dastatesne,0,0,1,0,23,1998,0.5,0.06,0.01,0.05,,0.05,0.06,,,,-0.02,0.07,Tournament,2020,,,,,,
161,f.tomi,Dastatesne,0,0,1,0,24,1997,-0.06,-0.08,0.04,-0.09,,-0.02,0.05,,,,-0.05,0.07,Tournament,2020,,,,,,
162,g.kennedy,Dastatesne,0,0,1,0,34,1986,2.32,-0.04,-0.08,-0.02,,-0.1,0.08,,,,-0.05,-0.09,Tournament,2020,,,,,,
163,i.acam,Dastatesne,0,0,1,0,32,1989,1.07,-0.09,-0.05,0.01,,0.0,-0.04,,,,-0.1,0.06,Tournament,2020,,,,,,
164,j.hussein,Dastatesne,0,0,1,0,33,1987,5.99,-0.06,0.08,-0.01,-0.06,0.12,-0.04,0.1,,,0.06,0.05,Tournament,2020,,,,,,
165,k.sharifi,Dastatesne,0,0,1,0,23,1998,0.44,0.01,0.01,-0.1,,-0.02,0.05,,,,0.09,0.1,Tournament,2020,,,,,,
166,n.dauda,Dastatesne,0,0,1,0,29,1992,2.3,0.04,0.01,0.03,,-0.03,0.03,,,,-0.04,-0.05,Tournament,2020,,,,,,
167,m.akpan,Dastatesne,1,0,1,0,30,1991,3.91,0.08,0.47,-0.06,0.03,0.47,0.02,0.0,,,-0.02,-0.06,Tournament,2020,,,,,,
168,p.bintiibrahim,Dastatesne,0,1,1,0,28,1992,5.84,0.02,0.36,0.19,49.94,0.32,0.15,-0.06,-0.03,,-0.02,-0.02,Tournament,2020,,,,,,
169,i.degraaf,Dastatesne,1,0,0,0,25,1996,0.85,-0.04,1.26,-0.02,0.02,1.33,-0.05,0.02,,,0.03,0.07,Tournament,2020,,,,,,
170,n.khalil,Dastatesne,1,0,0,0,29,1992,2.75,-0.07,3.01,1.07,37.58,3.07,1.06,0.08,-0.01,,0.07,-0.05,Tournament,2020,,,,,,
171,q.maturu,Dastatesne,1,0,0,0,25,1996,2.73,-0.07,1.76,0.32,20.02,1.95,0.31,0.04,0.07,,-0.05,-0.05,Tournament,2020,,,,,,
172,d.abbasi,Dastatesne,1,1,0,0,34,1987,6.07,0.89,5.44,1.92,36.39,5.42,2.03,0.25,0.46,,-0.1,0.01,Tournament,2020,,,,,,
173,y.kizza,Dastatesne,1,1,0,0,28,1992,0.25,-0.01,3.29,0.08,0.04,3.52,-0.06,-0.05,,,-0.09,0.04,Tournament,2020,,,,,,
174,r.chhang,Dastatesne,0,0,0,1,32,1989,6.03,0.03,0.06,0.1,,-0.02,-0.05,,,,0.05,-0.03,Tournament,2020,,,,,,
175,a.mugwagwa,Dastatesne,0,1,0,0,21,2000,0.29,4.98,4.91,4.92,100.01,4.54,4.57,0.94,1.06,,0.1,-0.01,Tournament,2020,,,,,,
176,d.khalid,Dastatesne,0,1,0,0,25,1996,0.08,0.09,0.03,-0.04,,-0.03,0.06,,,,-0.09,0.04,Tournament,2020,,,,,,
177,f.suad,Dastatesne,0,1,0,0,27,1993,0.74,0.01,2.43,1.18,49.97,2.66,1.29,0.02,0.09,,-0.09,0.05,Tournament,2020,,,,,,
178,h.savchenko,Dastatesne,0,1,0,0,23,1998,1.11,0.05,1.65,-0.02,0.07,1.67,0.03,0.0,,,0.09,-0.1,Tournament,2020,,,,,,
179,o.sargsyan,Dastatesne,0,1,0,0,25,1996,1.78,0.02,-0.04,0.01,,0.04,0.08,,,,-0.1,-0.06,Tournament,2020,,,,,,
180,s.goldberg,Dastatesne,0,1,0,0,21,2000,0.04,0.01,-0.08,0.01,,-0.05,0.03,,,,-0.1,-0.05,Tournament,2020,,,,,,
181,w.nakiranda,Dastatesne,0,1,0,0,33,1988,4.07,-0.08,0.43,0.0,-0.02,0.51,-0.03,0.08,,,0.04,0.07,Tournament,2020,,,,,,
182,a.ebner,Dastatesne,0,1,1,0,30,1991,2.36,0.06,0.76,0.41,49.97,0.9,0.42,0.0,0.04,,-0.03,-0.05,Tournament,2020,,,,,,
183,c.akware,Dastatesne,0,1,1,0,26,1995,2.64,-0.06,1.56,0.79,49.96,1.55,0.83,-0.07,0.01,,-0.08,0.08,Tournament,2020,,,,,,
184,c.tkachuk,Dastatesne,0,1,1,0,30,1991,3.97,-0.06,0.24,-0.05,-0.04,0.19,0.06,-0.06,,,0.02,0.06,Tournament,2020,,,,,,
185,h.lubwama,Dastatesne,1,1,0,0,22,1999,5.83,0.24,2.17,0.73,30.72,2.21,0.7,0.0,0.19,,-0.1,0.08,Tournament,2020,,,,,,
186,a.chiwaya,Deshslands Landdenhai,0,0,1,0,33,1988,2.1,-0.07,-0.1,-0.03,,0.06,-0.05,,,,0.08,0.08,Tournament,2020,,,,,,
187,a.nalunga,Deshslands Landdenhai,0,0,1,0,26,1995,1.28,0.03,-0.06,-0.09,,0.08,0.1,,,,-0.02,-0.1,Tournament,2020,,,,,,
188,a.winiewski,Deshslands Landdenhai,0,0,1,0,26,1995,0.38,-0.04,0.01,-0.01,,-0.09,0.01,,,,0.06,0.0,Tournament,2020,,,,,,
189,f.rajabi,Deshslands Landdenhai,0,0,1,0,26,1995,0.02,-0.08,0.06,0.03,,-0.06,0.03,,,,0.1,0.09,Tournament,2020,,,,,,
190,g.abdullahi,Deshslands Landdenhai,0,0,1,0,36,1985,0.81,-0.09,1.2,1.03,99.98,1.11,1.07,-0.09,-0.09,,0.06,0.02,Tournament,2020,,,,,,
191,g.greco,Deshslands Landdenhai,0,0,1,0,24,1997,5.97,-0.02,0.52,0.03,0.03,0.47,0.0,0.08,,,0.08,0.0,Tournament,2020,,,,,,
192,h.mlalazi,Deshslands Landdenhai,0,0,1,0,31,1990,4.01,0.01,-0.02,0.07,,0.06,0.08,,,,-0.07,-0.05,Tournament,2020,,,,,,
193,i.schulze,Deshslands Landdenhai,0,0,1,0,28,1993,3.64,0.07,0.04,-0.1,,-0.05,0.02,,,,-0.07,0.02,Tournament,2020,,,,,,
194,j.gumbo,Deshslands Landdenhai,0,0,1,0,32,1988,2.67,0.04,-0.01,-0.1,,-0.06,-0.05,,,,-0.08,0.08,Tournament,2020,,,,,,
195,u.binawang,Deshslands Landdenhai,0,0,1,0,30,1990,1.01,-0.07,-0.1,0.1,,-0.04,0.05,,,,0.02,0.09,Tournament,2020,,,,,,
196,x.baumgartner,Deshslands Landdenhai,0,0,1,0,29,1992,0.92,-0.08,-0.01,-0.05,,-0.06,0.06,,,,0.08,0.0,Tournament,2020,,,,,,
197,y.namukwaya,Deshslands Landdenhai,0,0,1,0,29,1992,0.94,0.04,-0.01,0.0,,-0.02,-0.01,,,,0.09,0.03,Tournament,2020,,,,,,
198,a.cho,Deshslands Landdenhai,1,0,0,0,32,1989,0.73,0.05,-0.01,0.02,,-0.05,-0.05,,,,-0.03,-0.02,Tournament,2020,,,,,,
199,b.muza,Deshslands Landdenhai,1,0,0,0,24,1997,2.06,0.0,1.6,0.0,0.05,1.47,-0.06,0.01,,,0.08,-0.06,Tournament,2020,,,,,,
200,h.akot,Deshslands Landdenhai,1,0,0,0,24,1996,1.82,0.05,1.55,0.57,33.2,1.58,0.46,0.07,-0.04,,0.01,-0.03,Tournament,2020,,,,,,
201,k.wanyenze,Deshslands Landdenhai,1,0,0,0,28,1992,1.77,0.08,1.13,-0.07,0.08,1.24,0.08,0.09,,,0.02,0.01,Tournament,2020,,,,,,
202,x.riyanto,Deshslands Landdenhai,1,0,0,0,24,1997,4.84,0.11,1.58,0.18,12.53,1.7,0.2,0.23,0.99,,0.04,0.04,Tournament,2020,,,,,,
203,h.tibesigwa,Deshslands Landdenhai,1,1,0,0,28,1993,3.08,-0.1,1.61,0.42,20.06,1.67,0.26,-0.06,-0.06,,-0.07,0.02,Tournament,2020,,,,,,
204,d.ueno,Deshslands Landdenhai,0,0,0,1,33,1988,0.91,0.1,-0.1,-0.03,,-0.1,-0.04,,,,-0.09,-0.1,Tournament,2020,,,,,,
205,h.dias,Deshslands Landdenhai,0,0,0,1,33,1988,1.97,0.06,0.07,-0.08,,0.07,-0.05,,,,-0.01,0.09,Tournament,2020,,,,,,
206,h.hendriks,Deshslands Landdenhai,0,0,0,1,28,1993,3.03,0.08,-0.09,-0.02,,-0.08,0.08,,,,0.05,-0.02,Tournament,2020,,,,,,
207,e.bwanali,Deshslands Landdenhai,0,1,0,0,27,1994,4.46,0.02,0.46,0.18,50.02,0.41,0.14,0.04,-0.08,,0.05,0.09,Tournament,2020,,,,,,
208,f.nabiryo,Deshslands Landdenhai,0,1,0,0,31,1990,2.4,-0.03,1.18,-0.02,0.04,1.24,0.04,-0.07,,,-0.05,-0.04,Tournament,2020,,,,,,
209,g.bizjak,Deshslands Landdenhai,0,1,0,0,21,2000,0.75,0.04,2.94,-0.01,-0.03,2.77,0.07,-0.01,,,0.05,-0.04,Tournament,2020,,,,,,
210,l.hartono,Deshslands Landdenhai,0,1,0,0,25,1996,3.02,0.05,1.03,0.28,33.3,0.93,0.39,-0.06,-0.04,,-0.07,-0.01,Tournament,2020,,,,,,
211,p.salo,Deshslands Landdenhai,0,1,0,0,31,1990,1.91,-0.1,0.02,0.09,,-0.09,-0.02,,,,0.03,-0.05,Tournament,2020,,,,,,
212,q.aol,Deshslands Landdenhai,0,1,0,0,24,1997,0.01,0.03,0.06,-0.07,,0.03,0.07,,,,-0.01,-0.03,Tournament,2020,,,,,,
213,r.hasegawa,Deshslands Landdenhai,0,1,0,0,33,1988,3.29,-0.01,2.44,0.83,37.48,2.36,0.94,-0.07,0.08,,0.08,0.35,Tournament,2020,,,,,,
214,r.kurt,Deshslands Landdenhai,0,1,0,0,33,1988,2.26,0.45,3.05,0.92,28.5,2.92,0.79,0.02,-0.05,,0.49,0.52,Tournament,2020,,,,,,
215,u.salimi,Deshslands Landdenhai,0,1,0,0,23,1998,0.57,-0.02,0.08,-0.05,,0.09,0.03,,,,-0.05,0.06,Tournament,2020,,,,,,
216,x.sabiiti,Deshslands Landdenhai,0,1,0,0,20,2001,0.11,-0.03,0.06,0.06,,0.01,0.04,,,,-0.1,0.06,Tournament,2020,,,,,,
217,c.ngwenya,Deshslands Landdenhai,1,1,0,0,32,1989,2.67,-0.07,0.4,0.41,99.95,0.45,0.48,0.08,-0.01,,-0.04,0.05,Tournament,2020,,,,,,
218,b.hasan,Djipines,0,0,1,0,26,1994,1.92,-0.03,-0.01,0.03,,0.02,0.02,,,,0.01,0.05,Tournament,2020,,,,,,
219,c.magombo,Djipines,0,0,1,0,24,1997,3.96,-0.07,0.77,0.09,-0.1,0.77,0.01,0.04,,,-0.09,0.08,Tournament,2020,,,,,,
220,f.nassolo,Djipines,0,0,1,0,20,2001,2.98,0.29,0.99,0.66,66.64,1.06,0.6,0.27,0.53,,0.07,0.01,Tournament,2020,,,,,,
221,h.namara,Djipines,0,0,1,0,26,1995,3.67,0.0,0.36,-0.01,-0.09,0.24,-0.07,0.01,,,-0.08,0.0,Tournament,2020,,,,,,
222,j.uddin,Djipines,0,0,1,0,21,2000,0.06,0.0,0.04,0.09,,-0.03,0.02,,,,-0.06,0.09,Tournament,2020,,,,,,
223,l.peretz,Djipines,0,0,1,0,29,1992,0.56,0.01,0.09,-0.05,,0.02,0.03,,,,-0.04,-0.08,Tournament,2020,,,,,,
224,m.tang,Djipines,0,0,1,0,28,1993,4.92,0.06,0.4,-0.01,-0.08,0.33,0.08,-0.03,,,-0.08,0.09,Tournament,2020,,,,,,
225,n.dekker,Djipines,0,0,1,0,24,1997,2.92,-0.02,0.24,-0.07,0.01,0.4,-0.02,-0.08,,,0.07,0.04,Tournament,2020,,,,,,
226,i.bintiomar,Djipines,0,1,1,0,21,2000,5.92,0.03,0.03,0.02,,0.06,0.04,,,,0.03,0.07,Tournament,2020,,,,,,
227,t.alowo,Djipines,0,1,1,0,32,1989,-0.01,-0.05,0.09,0.09,,0.07,0.01,,,,-0.07,-0.04,Tournament,2020,,,,,,
228,f.alupo,Djipines,1,0,0,0,29,1992,3.46,0.66,1.72,0.85,49.94,1.75,0.77,0.42,0.74,,0.03,0.04,Tournament,2020,,,,,,
229,l.ningsih,Djipines,1,0,0,0,22,1999,1.08,0.05,1.84,1.76,100.06,1.81,1.8,-0.01,-0.01,,-0.08,0.05,Tournament,2020,,,,,,
230,l.cauhan,Djipines,1,1,0,0,27,1994,0.26,-0.06,3.36,-0.05,-0.08,2.99,0.07,0.03,,,-0.07,-0.01,Tournament,2020,,,,,,
231,m.colombo,Djipines,1,1,0,0,21,2000,0.3,-0.04,4.97,0.09,0.08,4.88,0.04,0.01,,,-0.02,-0.01,Tournament,2020,,,,,,
232,n.hang,Djipines,1,1,0,0,32,1989,0.37,0.03,0.08,-0.01,,0.03,-0.03,,,,0.07,0.07,Tournament,2020,,,,,,
233,h.brun,Djipines,0,0,0,1,28,1993,2.07,0.03,0.09,0.08,,-0.06,0.09,,,,-0.06,-0.05,Tournament,2020,,,,,,
234,n.namugga,Djipines,0,0,0,1,29,1992,0.16,-0.09,0.09,0.05,,0.06,0.0,,,,0.02,-0.05,Tournament,2020,,,,,,
235,y.owino,Djipines,0,0,0,1,34,1987,3.92,-0.01,-0.02,0.06,,-0.07,-0.08,,,,-0.07,-0.05,Tournament,2020,,,,,,
236,i.mazza,Djipines,0,1,0,0,21,1999,2.45,0.0,0.02,-0.06,,-0.04,-0.05,,,,0.01,-0.1,Tournament,2020,,,,,,
237,k.mohammadzadeh,Djipines,0,1,0,0,30,1990,1.02,-0.03,2.96,-0.08,0.05,2.95,-0.02,0.0,,,0.09,0.09,Tournament,2020,,,,,,
238,r.samuel,Djipines,0,1,0,0,28,1993,1.05,0.95,0.99,0.97,99.95,1.01,0.99,0.95,0.97,,0.03,-0.05,Tournament,2020,,,,,,
239,t.cheung,Djipines,0,1,0,0,24,1997,3.03,0.37,1.91,1.05,49.9,2.08,1.09,0.25,0.32,,-0.1,0.0,Tournament,2020,,,,,,
240,u.hi,Djipines,0,1,0,0,22,1999,2.61,-0.02,0.83,-0.05,0.07,0.74,0.07,-0.01,,,-0.07,-0.06,Tournament,2020,,,,,,
241,w.hon,Djipines,0,1,0,0,24,1997,4.92,0.02,0.42,0.11,50.05,0.37,0.2,0.03,0.01,,-0.09,0.1,Tournament,2020,,,,,,
242,y.akampurira,Djipines,0,1,0,0,20,2000,1.41,-0.08,-0.07,0.01,,0.09,0.05,,,,-0.03,0.02,Tournament,2020,,,,,,
243,c.mawejje,Djipines,1,1,0,0,24,1997,1.93,0.44,3.09,1.43,49.93,2.97,1.41,0.25,0.36,,0.06,0.06,Tournament,2020,,,,,,
244,i.koomson,Djipines,1,1,0,0,23,1997,5.46,0.17,1.26,0.59,42.83,1.39,0.47,0.22,0.32,,0.08,-0.02,Tournament,2020,,,,,,
245,q.ariko,Djipines,1,1,0,0,32,1989,3.11,0.04,4.46,2.25,49.95,4.51,2.22,0.01,0.0,,-0.1,-0.1,Tournament,2020,,,,,,
246,a.haruna,Dosqaly,0,0,1,0,27,1994,0.41,-0.09,0.0,0.03,,0.07,-0.09,,,,0.01,-0.09,Tournament,2020,,,,,,
247,b.luki,Dosqaly,0,0,1,0,22,1998,1.95,-0.02,0.01,0.07,,-0.01,0.02,,,,0.05,-0.05,Tournament,2020,,,,,,
248,b.mangwiro,Dosqaly,0,0,1,0,25,1996,4.51,-0.01,0.15,-0.01,0.06,0.26,-0.02,0.04,,,0.01,-0.04,Tournament,2020,,,,,,
249,l.wilson,Dosqaly,0,0,1,0,26,1995,1.91,-0.05,0.51,0.01,-0.04,0.54,0.06,-0.03,,,0.07,-0.02,Tournament,2020,,,,,,
250,q.coppola,Dosqaly,0,0,1,0,26,1995,4.95,-0.06,0.13,0.1,-0.05,0.27,0.0,-0.09,,,0.09,0.0,Tournament,2020,,,,,,
251,v.andersson,Dosqaly,0,0,1,0,28,1993,6.1,-0.07,0.02,0.06,,0.02,0.0,,,,-0.08,-0.01,Tournament,2020,,,,,,
252,w.aubert,Dosqaly,0,0,1,0,23,1998,2.47,0.39,0.89,0.45,50.09,0.8,0.36,0.42,0.96,,0.0,0.04,Tournament,2020,,,,,,
253,b.klemeni,Dosqaly,0,1,1,0,25,1996,4.92,0.18,0.4,0.23,49.9,0.43,0.18,0.4,1.1,,0.05,0.0,Tournament,2020,,,,,,
254,h.robert,Dosqaly,1,0,0,0,22,1998,5.11,0.85,1.09,0.62,49.95,1.16,0.68,0.58,1.03,,0.11,0.2,Tournament,2020,,,,,,
255,l.castro,Dosqaly,1,0,0,0,31,1990,0.71,0.05,-0.04,-0.1,,0.07,0.06,,,,0.01,-0.03,Tournament,2020,,,,,,
256,l.obote,Dosqaly,1,0,0,0,25,1995,2.89,0.04,3.88,1.36,36.48,3.77,1.35,-0.03,0.1,,0.03,0.08,Tournament,2020,,,,,,
257,m.sakai,Dosqaly,1,0,0,0,25,1996,1.0,0.94,1.79,1.8,100.02,1.75,1.73,0.55,0.47,,-0.01,0.0,Tournament,2020,,,,,,
258,s.mlakar,Dosqaly,1,0,0,0,35,1986,3.25,0.91,2.96,1.82,59.96,3.1,1.84,0.16,0.4,,0.3,0.25,Tournament,2020,,,,,,
259,y.sen,Dosqaly,1,0,0,0,33,1987,2.04,0.97,-0.06,-0.07,,-0.05,0.07,,,,-0.09,-0.01,Tournament,2020,,,,,,
260,i.tukahirwa,Dosqaly,1,1,0,0,28,1993,0.13,-0.01,4.92,0.03,0.06,6.35,0.04,0.05,,,0.06,0.05,Tournament,2020,,,,,,
261,c.kakayi,Dosqaly,0,1,0,0,24,1997,2.03,0.58,0.06,0.0,,0.03,-0.04,,,,0.02,0.03,Tournament,2020,,,,,,
262,c.langa,Dosqaly,0,1,0,0,21,2000,1.21,0.05,0.05,-0.08,,0.01,0.01,,,,0.06,-0.07,Tournament,2020,,,,,,
263,h.cardoso,Dosqaly,0,1,0,0,32,1989,2.09,-0.01,0.09,-0.06,,0.04,-0.05,,,,0.04,-0.01,Tournament,2020,,,,,,
264,i.salminen,Dosqaly,0,1,0,0,18,2002,0.67,0.05,1.64,1.64,100.09,1.57,1.62,0.08,0.08,,0.06,-0.05,Tournament,2020,,,,,,
265,j.delemovi,Dosqaly,0,1,0,0,27,1994,1.12,0.0,0.02,-0.01,,-0.03,-0.09,,,,-0.04,-0.02,Tournament,2020,,,,,,
266,j.rukundo,Dosqaly,0,1,0,0,28,1993,5.2,0.05,1.35,0.54,42.82,1.25,0.67,0.05,0.02,,0.06,-0.09,Tournament,2020,,,,,,
267,k.eyotaru,Dosqaly,0,1,0,0,24,1997,1.08,0.1,2.03,-0.02,0.06,2.07,0.05,0.0,,,0.0,-0.02,Tournament,2020,,,,,,
268,k.ndiweni,Dosqaly,0,1,0,0,28,1993,0.08,0.08,-0.08,0.01,,-0.04,0.07,,,,-0.04,0.01,Tournament,2020,,,,,,
269,m.matsumoto,Dosqaly,0,1,0,0,30,1991,3.6,0.19,0.31,0.19,99.95,0.17,0.21,1.04,1.06,,0.09,-0.08,Tournament,2020,,,,,,
270,o.maulana,Dosqaly,0,1,0,0,26,1995,5.57,0.09,0.88,0.36,40.01,0.82,0.39,-0.1,-0.01,,-0.02,-0.04,Tournament,2020,,,,,,
271,u.oola,Dosqaly,0,1,0,0,27,1994,0.67,0.07,0.09,0.05,,-0.06,-0.09,,,,-0.06,-0.01,Tournament,2020,,,,,,
272,y.ademovi,Dosqaly,0,1,0,0,32,1988,2.29,-0.07,-0.03,0.1,,0.09,-0.03,,,,-0.04,-0.07,Tournament,2020,,,,,,
273,n.kamusiime,Dosqaly,0,1,1,0,28,1993,2.39,-0.06,-0.04,-0.01,,-0.01,-0.03,,,,0.03,0.03,Tournament,2020,,,,,,
274,o.seah,Dosqaly,0,1,1,0,26,1995,1.95,0.03,0.44,-0.01,0.07,0.46,-0.01,0.0,,,0.0,0.06,Tournament,2020,,,,,,
275,o.aboagye,Dosqaly,1,1,0,0,30,1991,7.67,0.2,1.36,0.49,40.07,1.22,0.51,0.22,0.52,,0.01,0.1,Tournament,2020,,,,,,
276,c.salihu,Eastern Niasland,0,0,1,0,26,1995,4.95,-0.06,0.43,0.06,0.05,0.33,-0.09,0.02,,,-0.04,0.08,Tournament,2020,,,,,,
277,k.abu,Eastern Niasland,0,0,1,0,31,1990,2.77,-0.01,0.84,-0.08,-0.05,0.67,0.04,-0.08,,,-0.03,-0.07,Tournament,2020,,,,,,
278,k.peters,Eastern Niasland,0,0,1,0,26,1995,0.35,-0.02,4.97,2.4,50.03,5.31,2.66,-0.09,-0.07,,0.1,0.04,Tournament,2020,,,,,,
279,m.schreiber,Eastern Niasland,0,0,1,0,29,1992,0.26,-0.06,0.09,-0.04,,0.08,0.02,,,,-0.01,-0.02,Tournament,2020,,,,,,
280,s.doherty,Eastern Niasland,0,0,1,0,26,1994,3.55,0.02,0.08,-0.04,,0.04,0.06,,,,-0.07,-0.02,Tournament,2020,,,,,,
281,x.mutesi,Eastern Niasland,0,0,1,0,26,1995,3.01,0.23,0.56,0.38,49.9,0.74,0.42,0.51,1.06,,-0.07,-0.09,Tournament,2020,,,,,,
282,x.foo,Eastern Niasland,0,1,1,0,29,1992,5.77,0.13,0.96,0.33,39.91,0.86,0.32,0.17,0.51,,0.08,-0.03,Tournament,2020,,,,,,
283,a.mwesige,Eastern Niasland,1,0,0,0,24,1997,1.34,0.87,3.0,2.39,75.01,3.09,2.17,0.26,0.34,,-0.04,-0.01,Tournament,2020,,,,,,
284,k.philippe,Eastern Niasland,1,0,0,0,31,1990,3.28,0.24,0.98,0.33,33.32,0.86,0.38,-0.1,0.01,,0.22,0.3,Tournament,2020,,,,,,
285,u.mohammadi,Eastern Niasland,1,0,0,0,33,1988,0.25,0.02,3.32,0.09,0.05,3.47,0.03,0.05,,,0.06,-0.07,Tournament,2020,,,,,,
286,y.gumede,Eastern Niasland,0,0,0,1,26,1995,5.24,-0.1,-0.08,0.0,,0.0,0.05,,,,-0.08,-0.1,Tournament,2020,,,,,,
287,y.nabuduwa,Eastern Niasland,0,0,0,1,27,1993,0.79,0.0,0.08,-0.07,,-0.04,-0.09,,,,-0.06,0.01,Tournament,2020,,,,,,
288,b.lunga,Eastern Niasland,0,1,0,0,29,1992,0.33,-0.02,0.1,0.05,,0.03,0.07,,,,0.0,-0.03,Tournament,2020,,,,,,
289,c.williams,Eastern Niasland,0,1,0,0,31,1990,0.13,-0.06,9.92,-0.03,0.04,12.96,0.03,-0.02,,,0.07,0.0,Tournament,2020,,,,,,
290,i.binhassan,Eastern Niasland,0,1,0,0,25,1996,2.8,-0.05,0.36,-0.03,0.03,0.38,0.0,-0.07,,,-0.08,0.05,Tournament,2020,,,,,,
291,j.purba,Eastern Niasland,0,1,0,0,29,1992,3.24,0.08,3.36,1.44,45.48,3.38,1.56,-0.07,0.08,,-0.09,-0.09,Tournament,2020,,,,,,
292,l.nangiro,Eastern Niasland,0,1,0,0,26,1995,2.56,0.09,0.85,0.01,0.05,0.87,-0.03,0.08,,,-0.02,-0.06,Tournament,2020,,,,,,
293,o.lamunu,Eastern Niasland,0,1,0,0,31,1990,2.84,0.0,1.03,-0.08,-0.05,1.02,-0.03,-0.01,,,-0.07,0.03,Tournament,2020,,,,,,
294,o.sepp,Eastern Niasland,0,1,0,0,30,1991,1.58,-0.06,0.73,0.68,100.1,0.64,0.52,-0.01,-0.05,,0.07,0.08,Tournament,2020,,,,,,
295,p.akbari,Eastern Niasland,0,1,0,0,25,1996,1.0,0.06,-0.02,0.05,,0.09,0.1,,,,0.01,0.07,Tournament,2020,,,,,,
296,q.zee,Eastern Niasland,0,1,0,0,27,1994,3.89,-0.03,1.77,0.54,28.58,1.87,0.52,0.1,-0.04,,-0.01,-0.01,Tournament,2020,,,,,,
297,v.nkala,Eastern Niasland,0,1,0,0,31,1990,0.42,0.04,0.05,0.09,,-0.02,-0.01,,,,0.06,-0.02,Tournament,2020,,,,,,
298,z.banda,Eastern Niasland,0,1,0,0,22,1999,2.98,-0.02,0.73,-0.05,-0.02,0.65,0.03,0.03,,,-0.02,0.07,Tournament,2020,,,,,,
299,c.seidu,Eastern Niasland,0,1,1,0,27,1994,2.1,0.08,0.4,0.03,-0.02,0.56,-0.08,-0.03,,,-0.03,-0.1,Tournament,2020,,,,,,
300,k.pawar,Eastern Niasland,0,1,1,0,29,1992,3.91,0.43,1.35,0.68,59.98,1.32,0.68,-0.02,0.05,,0.55,0.6,Tournament,2020,,,,,,
301,j.soares,Eastern Niasland,1,1,0,0,38,1983,2.47,0.32,1.52,0.38,25.0,1.56,0.38,0.24,0.93,,-0.1,-0.08,Tournament,2020,,,,,,
302,l.lau,Eastern Niasland,1,1,0,0,34,1987,3.68,0.19,2.17,0.9,37.43,2.24,0.77,0.15,0.35,,0.03,0.06,Tournament,2020,,,,,,
303,c.begum,Eastern Sleboube,0,0,1,0,32,1989,4.02,-0.08,0.16,-0.08,-0.09,0.15,0.02,-0.1,,,-0.02,0.07,Tournament,2020,,,,,,
304,j.alamri,Eastern Sleboube,0,0,1,0,27,1993,4.08,0.04,0.78,0.09,-0.03,0.69,0.09,-0.09,,,0.01,0.07,Tournament,2020,,,,,,
305,k.thin,Eastern Sleboube,0,0,1,0,22,1999,0.44,0.01,0.07,0.03,,0.08,-0.06,,,,-0.07,0.02,Tournament,2020,,,,,,
306,n.schumacher,Eastern Sleboube,0,0,1,0,31,1990,1.91,0.59,0.57,0.51,99.92,0.54,0.57,0.94,1.08,,-0.05,0.07,Tournament,2020,,,,,,
307,p.sullivan,Eastern Sleboube,0,0,1,0,34,1987,4.04,-0.07,-0.02,0.03,,-0.04,-0.02,,,,-0.02,0.05,Tournament,2020,,,,,,
308,q.karlsen,Eastern Sleboube,0,0,1,0,33,1988,1.0,-0.02,-0.1,0.02,,-0.06,0.05,,,,0.03,0.07,Tournament,2020,,,,,,
309,v.purwanto,Eastern Sleboube,0,0,1,0,38,1983,4.98,0.09,0.76,0.04,-0.01,0.86,0.01,0.0,,,0.03,0.1,Tournament,2020,,,,,,
310,w.tumwesige,Eastern Sleboube,0,0,1,0,22,1999,0.44,-0.1,-0.01,-0.05,,-0.03,0.05,,,,0.05,-0.06,Tournament,2020,,,,,,
311,w.nakyejwe,Eastern Sleboube,1,0,1,0,26,1995,4.07,0.18,0.53,0.59,99.96,0.5,0.56,0.43,0.46,,0.09,-0.1,Tournament,2020,,,,,,
312,p.amadi,Eastern Sleboube,0,1,1,0,33,1988,0.25,0.0,0.08,-0.08,,-0.07,0.01,,,,0.03,-0.05,Tournament,2020,,,,,,
313,d.rahmawati,Eastern Sleboube,1,0,0,0,26,1995,1.37,-0.04,0.74,0.06,-0.07,0.75,-0.06,0.0,,,-0.03,-0.06,Tournament,2020,,,,,,
314,q.kemigisa,Eastern Sleboube,1,0,0,0,24,1997,0.08,-0.02,9.97,0.0,0.06,9.09,0.02,0.01,,,-0.06,-0.02,Tournament,2020,,,,,,
315,s.yamada,Eastern Sleboube,1,0,0,0,25,1996,1.18,0.09,0.81,-0.03,-0.08,0.89,-0.09,-0.02,,,-0.09,0.0,Tournament,2020,,,,,,
