,Player,Nation,Age,FW,MF,DF,GK,Raritan,player_id
1346,m.addai,Esia,24,0,0,1,0,0,m.addai-Esia
1347,m.alharbi,Sobianitedrucy,21,0,1,0,0,0,m.alharbi-Sobianitedrucy
1348,m.amsalem,Czechnor,26,0,1,0,0,0,m.amsalem-Czechnor
1349,m.anderson,Nganion,27,1,0,0,0,0,m.anderson-Nganion
1350,m.angom,Sobianitedrucy,29,0,0,1,0,0,m.angom-Sobianitedrucy
1351,m.arifin,Unicorporated Tiagascar,26,1,0,0,0,0,m.arifin-Unicorporated Tiagascar
1352,m.asiimwe,Rarita,33,0,0,0,1,1,m.asiimwe-Rarita
1353,m.ategeka,Nganion,28,0,0,0,1,0,m.ategeka-Nganion
1354,m.atuhaire,Nancipenuaroe,31,0,0,1,0,0,m.atuhaire-Nancipenuaroe
1355,m.azulay,Dosqaly,22,0,1,0,0,0,m.azulay-Dosqaly
1356,m.bahri,Slandsganiamayotteque,25,0,0,0,1,0,m.bahri-Slandsganiamayotteque
1357,m.banda,Lefghau,29,1,0,0,0,0,m.banda-Lefghau
1358,m.begu,Dosqaly,19,0,0,1,0,0,m.begu-Dosqaly
1359,m.bonnet,Giumle Lizeibon,21,0,1,0,0,0,m.bonnet-Giumle Lizeibon
1360,m.braun,Zacia Lygia,22,0,0,1,0,0,m.braun-Zacia Lygia
1361,m.bwire,Rarita,31,0,1,0,0,1,m.bwire-Rarita
1362,m.carpentier,Lefghau,26,0,0,1,0,0,m.carpentier-Lefghau
1363,m.chan,Esia,23,0,1,0,0,0,m.chan-Esia
1364,m.chavula,Dosqaly,31,0,0,1,0,0,m.chavula-Dosqaly
1365,m.chirambo,Sobianitedrucy,35,0,1,0,0,0,m.chirambo-Sobianitedrucy
1366,m.colombo,Djipines,19,0,1,0,0,0,m.colombo-Djipines
1367,m.dbrowski,Northslands,20,1,0,0,0,0,m.dbrowski-Northslands
1368,m.dufour,Esia,30,0,0,1,0,0,m.dufour-Esia
1369,m.ebong,Esia,28,1,0,0,0,0,m.ebong-Esia
1370,m.ferrara,People's Land of Maneau,22,0,1,0,0,0,m.ferrara-People's Land of Maneau
1371,m.galli,Dosqaly,18,1,0,0,0,0,m.galli-Dosqaly
1372,m.gomez,Nganion,22,0,1,0,0,0,m.gomez-Nganion
1373,m.graham,Lefghau,26,0,1,0,0,0,m.graham-Lefghau
1374,m.guma,Dosqaly,19,0,0,1,0,0,m.guma-Dosqaly
1375,m.hasani,People's Land of Maneau,31,1,0,0,0,0,m.hasani-People's Land of Maneau
1376,m.hassan,Sobianitedrucy,28,1,0,0,0,0,m.hassan-Sobianitedrucy
1377,m.heinonen,Reugha,27,0,0,1,0,0,m.heinonen-Reugha
1378,m.hsieh,Lonnia Haba,26,0,1,0,0,0,m.hsieh-Lonnia Haba
1379,m.iqbal,Lenia Gerdanho,28,1,0,0,0,0,m.iqbal-Lenia Gerdanho
1380,m.jha,Dosqaly,30,0,1,0,0,0,m.jha-Dosqaly
1381,m.kabiru,Sobianitedrucy,23,0,1,0,0,0,m.kabiru-Sobianitedrucy
1382,m.kakaire,Sobianitedrucy,32,0,1,0,0,0,m.kakaire-Sobianitedrucy
1383,m.kamya,Dosqaly,22,0,0,1,0,0,m.kamya-Dosqaly
1384,m.kayesu,Lefghau,32,0,0,1,0,0,m.kayesu-Lefghau
1385,m.kebirungi,Nganion,22,0,1,0,0,0,m.kebirungi-Nganion
1386,m.khatun,Nganion,23,0,1,0,0,0,m.khatun-Nganion
1387,m.kiiza,Mico,24,1,0,0,0,0,m.kiiza-Mico
1388,m.knezevi,Lefghau,20,1,0,0,0,0,m.knezevi-Lefghau
1389,m.korugyendo,Nganion,29,0,1,0,0,0,m.korugyendo-Nganion
1390,m.kusiima,Nancipenuaroe,27,0,1,0,0,0,m.kusiima-Nancipenuaroe
1391,m.kyomugisha,Esia,18,0,1,0,0,0,m.kyomugisha-Esia
1392,m.li,Iverde,32,0,0,1,0,0,m.li-Iverde
1393,m.ludwig,Rarita,32,0,0,1,0,1,m.ludwig-Rarita
1394,m.lunkuse,Dosqaly,20,0,0,1,0,0,m.lunkuse-Dosqaly
1395,m.ma,Central Namemo Laand,19,0,0,1,0,0,m.ma-Central Namemo Laand
1396,m.maimon,Dosqaly,32,1,0,0,0,0,m.maimon-Dosqaly
1397,m.manda,Quewenia,20,0,1,0,0,0,m.manda-Quewenia
1398,m.mansouri,Nganion,22,1,0,0,0,0,m.mansouri-Nganion
1399,m.mizrahi,Rosvi,24,0,0,1,0,0,m.mizrahi-Rosvi
1400,m.mubangizi,Greri Landmoslands,24,1,0,0,0,0,m.mubangizi-Greri Landmoslands
1401,m.mudimba,Nganion,23,0,1,0,0,0,m.mudimba-Nganion
1402,m.mugeni,Dosqaly,20,0,1,0,0,0,m.mugeni-Dosqaly
1403,m.muhindo,Rarita,26,0,1,0,0,1,m.muhindo-Rarita
1404,m.murmu,Rosvi,28,0,0,0,1,0,m.murmu-Rosvi
1405,m.musenero,Dosqaly,21,0,1,0,0,0,m.musenero-Dosqaly
1406,m.muwanga,Manlisgamncent,23,0,1,0,0,0,m.muwanga-Manlisgamncent
1407,m.nagudi,Pitpu Biaal,26,0,0,1,0,0,m.nagudi-Pitpu Biaal
1408,m.nakaggwa,Byasier Pujan,26,0,1,0,0,0,m.nakaggwa-Byasier Pujan
1409,m.nakkazi,Slandsganiamayotteque,27,0,0,1,0,0,m.nakkazi-Slandsganiamayotteque
1410,m.nakyejwe,Varijitri Isles,23,1,0,0,0,0,m.nakyejwe-Varijitri Isles
1411,m.naluwooza,Nganion,23,0,1,0,0,0,m.naluwooza-Nganion
1412,m.namiiro,Sobianitedrucy,34,0,0,1,0,0,m.namiiro-Sobianitedrucy
1413,m.namukwaya,Ngoque Blicri,32,0,0,1,0,0,m.namukwaya-Ngoque Blicri
1414,m.namusisi,Sobianitedrucy,14,0,0,1,0,0,m.namusisi-Sobianitedrucy
1415,m.nankwanga,Central Diasongo,24,0,1,0,0,0,m.nankwanga-Central Diasongo
1416,m.nanzala,Nganion,39,0,1,0,0,0,m.nanzala-Nganion
1417,m.neo,Esia,28,1,0,0,0,0,m.neo-Esia
1418,m.nkhata,People's Land of Maneau,16,0,0,1,0,0,m.nkhata-People's Land of Maneau
1419,m.nurhayati,Nganion,24,0,0,1,0,0,m.nurhayati-Nganion
1420,m.nyamahunge,Loco Phirema,32,0,0,0,1,0,m.nyamahunge-Loco Phirema
1421,m.nyirongo,Lefghau,20,1,0,0,0,0,m.nyirongo-Lefghau
1422,m.odong,Esia,23,0,0,1,0,0,m.odong-Esia
1423,m.ojo,Dosqaly,25,0,1,0,0,0,m.ojo-Dosqaly
1424,m.okori,Dosqaly,19,0,0,1,0,0,m.okori-Dosqaly
1425,m.okori,Rarita,19,0,0,1,0,1,m.okori-Rarita
1426,m.okumu,Nganion,23,0,1,0,0,0,m.okumu-Nganion
1427,m.opoku,Lefghau,23,0,1,0,0,0,m.opoku-Lefghau
1428,m.paterson,Nganion,19,0,0,1,0,0,m.paterson-Nganion
1429,m.pedersen,Rarita,23,0,0,1,0,1,m.pedersen-Rarita
1430,m.purnomo,Central Diasongo,27,1,0,0,0,0,m.purnomo-Central Diasongo
1431,m.ramirez,Reugha,20,1,0,0,0,0,m.ramirez-Reugha
1432,m.rashid,Sobianitedrucy,22,0,0,1,0,0,m.rashid-Sobianitedrucy
1433,m.reilly,Dosqaly,18,1,0,0,0,0,m.reilly-Dosqaly
1434,m.ruggiero,Dosqaly,24,0,0,1,0,0,m.ruggiero-Dosqaly
1435,m.sardar,Sobianitedrucy,19,1,0,0,0,0,m.sardar-Sobianitedrucy
1436,m.schwartz,Slandsganiamayotteque,20,0,0,1,0,0,m.schwartz-Slandsganiamayotteque
1437,m.sinh,Loco Phirema,25,0,0,1,0,0,m.sinh-Loco Phirema
1438,m.sseguya,Nganion,36,0,0,0,1,0,m.sseguya-Nganion
1439,m.stein,Nganion,31,0,0,1,0,0,m.stein-Nganion
1440,m.takacs,Sobianitedrucy,23,0,1,0,0,0,m.takacs-Sobianitedrucy
1441,m.takata,Janmico,21,0,0,1,0,0,m.takata-Janmico
1442,m.turyamureba,Janmico,21,0,1,0,0,0,m.turyamureba-Janmico
1443,m.vasquez,Lefghau,27,0,1,0,0,0,m.vasquez-Lefghau
1444,m.wandera,Imaar Vircoand,27,0,1,0,0,0,m.wandera-Imaar Vircoand
1445,m.watson,Dosqaly,24,0,0,1,0,0,m.watson-Dosqaly
1446,m.wojcik,Dosqaly,25,1,0,0,0,0,m.wojcik-Dosqaly
1447,m.wu,Ngoque Blicri,18,0,0,1,0,0,m.wu-Ngoque Blicri
1448,m.zhou,Quewenia,32,0,0,0,1,0,m.zhou-Quewenia
1449,n.almeida,Imaar Vircoand,22,1,0,0,0,0,n.almeida-Imaar Vircoand
1450,n.alum,Imaar Vircoand,30,0,0,1,0,0,n.alum-Imaar Vircoand
1451,n.andama,Nganion,34,0,0,1,0,0,n.andama-Nganion
1452,n.bianco,Lylimi,25,0,0,1,0,0,n.bianco-Lylimi
1453,n.binhashim,Dosqaly,29,0,0,1,0,0,n.binhashim-Dosqaly
1454,n.binsulaiman,Dosqaly,33,1,0,0,0,0,n.binsulaiman-Dosqaly
1455,n.bintisulaiman,Esia,20,0,0,1,0,0,n.bintisulaiman-Esia
1456,n.bondarenko,People's Land of Maneau,16,1,0,0,0,0,n.bondarenko-People's Land of Maneau
1457,n.busingye,Sobianitedrucy,23,0,0,0,1,0,n.busingye-Sobianitedrucy
1458,n.chaw,Rarita,31,1,0,0,0,1,n.chaw-Rarita
1459,n.cheng,Sobianitedrucy,19,0,1,0,0,0,n.cheng-Sobianitedrucy
1460,n.colon,Central Diasongo,20,1,0,0,0,0,n.colon-Central Diasongo
1461,n.cudjoe,Cabral Retrea,18,0,0,1,0,0,n.cudjoe-Cabral Retrea
1462,n.dutta,Sobianitedrucy,27,0,1,0,0,0,n.dutta-Sobianitedrucy
1463,n.ferhatovi,Rosvi,19,0,0,1,0,0,n.ferhatovi-Rosvi
1464,n.garza,Greri Landmoslands,19,0,1,0,0,0,n.garza-Greri Landmoslands
1465,n.gheorghe,Republic of Denand Landsa,31,1,0,0,0,0,n.gheorghe-Republic of Denand Landsa
1466,n.grgi,Ingre,23,0,1,0,0,0,n.grgi-Ingre
1467,n.gumbo,People's Land of Maneau,19,0,0,1,0,0,n.gumbo-People's Land of Maneau
1468,n.hang,Djipines,31,1,0,0,0,0,n.hang-Djipines
1469,n.irawan,Rarita,24,0,0,0,1,1,n.irawan-Rarita
1470,n.jorgensen,Nganion,25,0,0,1,0,0,n.jorgensen-Nganion
1471,n.khalil,Dastatesne,28,1,0,0,0,0,n.khalil-Dastatesne
1472,n.kigongo,Dosqaly,23,0,1,0,0,0,n.kigongo-Dosqaly
1473,n.kiss,Esia,19,0,0,1,0,0,n.kiss-Esia
1474,n.kozowski,Ngoque Blicri,17,0,1,0,0,0,n.kozowski-Ngoque Blicri
1475,n.kumar,Nganion,19,1,0,0,0,0,n.kumar-Nganion
1476,n.kyohirwe,Dosqaly,27,0,0,0,1,0,n.kyohirwe-Dosqaly
1477,n.maeda,Dosqaly,27,0,1,0,0,0,n.maeda-Dosqaly
1478,n.magombo,Sobianitedrucy,27,1,0,0,0,0,n.magombo-Sobianitedrucy
1479,n.masango,Dosqaly,19,1,0,0,0,0,n.masango-Dosqaly
1480,n.mucunguzi,Biarizea,29,0,0,0,1,0,n.mucunguzi-Biarizea
1481,n.muhammadu,Byasier Pujan,25,0,0,1,0,0,n.muhammadu-Byasier Pujan
1482,n.mushabe,Lefghau,36,0,0,1,0,0,n.mushabe-Lefghau
1483,n.muzenda,Nganion,25,0,0,1,0,0,n.muzenda-Nganion
1484,n.nafuna,Rosvi,36,0,0,1,0,0,n.nafuna-Rosvi
1485,n.nakacwa,Central Diasongo,25,0,0,1,0,0,n.nakacwa-Central Diasongo
1486,n.nalule,Esia,31,1,0,0,0,0,n.nalule-Esia
1487,n.namataka,Janmico,18,0,1,0,0,0,n.namataka-Janmico
1488,n.namwanje,Western Niasland,29,0,1,0,0,0,n.namwanje-Western Niasland
1489,n.nantege,People's Land of Maneau,19,1,0,0,0,0,n.nantege-People's Land of Maneau
1490,n.nanziri,Esia,28,0,0,1,0,0,n.nanziri-Esia
1491,n.nassiri,Janmico,22,0,0,1,0,0,n.nassiri-Janmico
1492,n.ngabirano,Esia,18,0,1,0,0,0,n.ngabirano-Esia
1493,n.niwagaba,Nganion,33,1,0,0,0,0,n.niwagaba-Nganion
1494,n.nowak,Cuandbo,31,1,0,0,0,0,n.nowak-Cuandbo
1495,n.nwachukwu,Esia,31,1,0,0,0,0,n.nwachukwu-Esia
1496,n.nyesiga,Southslands,20,0,1,0,0,0,n.nyesiga-Southslands
1497,n.ofosu,Esia,27,0,0,1,0,0,n.ofosu-Esia
1498,n.opolot,Dosqaly,18,0,1,0,0,0,n.opolot-Dosqaly
1499,n.oyama,Dosqaly,30,0,1,0,0,0,n.oyama-Dosqaly
1500,n.quinn,Nganion,24,0,0,1,0,0,n.quinn-Nganion
1501,n.sadeghi,Imaar Vircoand,30,0,0,1,0,0,n.sadeghi-Imaar Vircoand
1502,n.sembiring,Giumle Lizeibon,28,0,1,0,0,0,n.sembiring-Giumle Lizeibon
1503,n.soto,Lenia Gerdanho,23,1,0,0,0,0,n.soto-Lenia Gerdanho
1504,n.suryani,Lefghau,25,0,0,1,0,0,n.suryani-Lefghau
1505,n.tamura,Rarita,28,0,0,1,0,1,n.tamura-Rarita
1506,n.terzi,Rarita,22,0,0,1,0,1,n.terzi-Rarita
1507,n.tkachuk,Sobianitedrucy,42,0,0,0,1,0,n.tkachuk-Sobianitedrucy
1508,n.tugumisirize,Esia,30,0,1,0,0,0,n.tugumisirize-Esia
1509,n.tumwesigye,Dosqaly,37,0,0,0,1,0,n.tumwesigye-Dosqaly
1510,n.turyasingura,Nganion,31,0,0,1,0,0,n.turyasingura-Nganion
1511,n.twesigye,Sobianitedrucy,28,1,0,0,0,0,n.twesigye-Sobianitedrucy
1512,n.von,Iverde,23,0,1,0,0,0,n.von-Iverde
1513,n.yamashita,Rarita,19,1,0,0,0,1,n.yamashita-Rarita
1514,o.acayo,Sobianitedrucy,16,1,0,0,0,0,o.acayo-Sobianitedrucy
1515,o.ahamad,Sobianitedrucy,26,0,0,1,0,0,o.ahamad-Sobianitedrucy
1516,o.akia,Nganion,28,0,0,1,0,0,o.akia-Nganion
1517,o.ali,Loco Phirema,23,0,1,0,0,0,o.ali-Loco Phirema
1518,o.alon,Dosqaly,29,0,0,1,0,0,o.alon-Dosqaly
1519,o.amanyire,Dosqaly,20,0,1,0,0,0,o.amanyire-Dosqaly
1520,o.andoh,Esia,21,0,0,1,0,0,o.andoh-Esia
1521,o.ankrah,Coastpa Barleslands,28,1,0,0,0,0,o.ankrah-Coastpa Barleslands
1522,o.arinaitwe,Central Republic of Boekrainego,24,0,1,0,0,0,o.arinaitwe-Central Republic of Boekrainego
1523,o.balog,Rarita,28,0,0,1,0,1,o.balog-Rarita
1524,o.barone,Biarizea,32,0,0,1,0,0,o.barone-Biarizea
1525,o.binabdulrahman,Imaar Vircoand,22,0,1,0,0,0,o.binabdulrahman-Imaar Vircoand
1526,o.bintimohamad,Djipines,28,0,0,1,0,0,o.bintimohamad-Djipines
1527,o.bosnjak,Northern Namemo Laand,26,0,0,1,0,0,o.bosnjak-Northern Namemo Laand
1528,o.burgos,Dosqaly,21,0,0,0,1,0,o.burgos-Dosqaly
1529,o.chelimo,Ngoque Blicri,20,1,0,0,0,0,o.chelimo-Ngoque Blicri
1530,o.ciobanu,Nganion,32,0,1,0,0,0,o.ciobanu-Nganion
1531,o.demirovi,Southslands,21,0,0,1,0,0,o.demirovi-Southslands
1532,o.farkas,Pierrema,28,0,0,1,0,0,o.farkas-Pierrema
1533,o.gamal,Sobianitedrucy,21,0,0,1,0,0,o.gamal-Sobianitedrucy
1534,o.gatti,Nganion,23,0,1,0,0,0,o.gatti-Nganion
1535,o.ghanbari,Coastpa Barleslands,23,1,0,0,0,0,o.ghanbari-Coastpa Barleslands
1536,o.guzman,Nganion,18,0,1,0,0,0,o.guzman-Nganion
1537,o.herrmann,Nganion,23,0,0,0,1,0,o.herrmann-Nganion
1538,o.isaac,Dosqaly,20,0,0,1,0,0,o.isaac-Dosqaly
1539,o.kayongo,Esia,32,1,0,0,0,0,o.kayongo-Esia
1540,o.kembabazi,Giumle Lizeibon,20,0,0,1,0,0,o.kembabazi-Giumle Lizeibon
1541,o.khainza,Lefghau,35,0,0,1,0,0,o.khainza-Lefghau
1542,o.kia,Western Niasland,21,0,1,0,0,0,o.kia-Western Niasland
1543,o.krklis,Esia,27,0,1,0,0,0,o.krklis-Esia
1544,o.kueh,Nganion,27,0,1,0,0,0,o.kueh-Nganion
1545,o.kuloba,Central Namemo Laand,25,0,0,1,0,0,o.kuloba-Central Namemo Laand
1546,o.kyomukama,Dosqaly,20,0,0,1,0,0,o.kyomukama-Dosqaly
1547,o.lombardi,Frenchdo Stanser,21,1,0,0,0,0,o.lombardi-Frenchdo Stanser
1548,o.magi,Central Diasongo,27,0,0,1,0,0,o.magi-Central Diasongo
1549,o.majhi,Dosqaly,27,0,1,0,0,0,o.majhi-Dosqaly
1550,o.manhica,Nganion,29,1,0,0,0,0,o.manhica-Nganion
1551,o.mapfumo,Biarizea,21,0,0,1,0,0,o.mapfumo-Biarizea
1552,o.martini,Tercapetralgrorus,24,1,0,0,0,0,o.martini-Tercapetralgrorus
1553,o.meszaros,Unicorporated Tiagascar,30,0,1,0,0,0,o.meszaros-Unicorporated Tiagascar
1554,o.mohammad,Nganion,23,0,0,1,0,0,o.mohammad-Nganion
1555,o.mor,Sobianitedrucy,18,1,0,0,0,0,o.mor-Sobianitedrucy
1556,o.mudzingwa,Sobianitedrucy,20,0,0,1,0,0,o.mudzingwa-Sobianitedrucy
1557,o.musiimenta,Ucame Ofne,27,1,0,0,0,0,o.musiimenta-Ucame Ofne
1558,o.musonza,Nganion,30,0,1,0,0,0,o.musonza-Nganion
1559,o.muwonge,Coastpa Barleslands,17,0,1,0,0,0,o.muwonge-Coastpa Barleslands
1560,o.nabirye,Coastpa Barleslands,28,0,1,0,0,0,o.nabirye-Coastpa Barleslands
1561,o.nabunya,Byasier Pujan,31,0,0,0,1,0,o.nabunya-Byasier Pujan
1562,o.naderi,Badad,27,0,0,1,0,0,o.naderi-Badad
1563,o.nakisige,Reugha,18,0,1,0,0,0,o.nakisige-Reugha
1564,o.nanyanzi,Lefghau,25,0,0,1,0,0,o.nanyanzi-Lefghau
1565,o.ngoma,Coastpa Barleslands,21,0,1,0,0,0,o.ngoma-Coastpa Barleslands
1566,o.night,Sobianitedrucy,23,1,0,0,0,0,o.night-Sobianitedrucy
1567,o.ninsiima,Greri Landmoslands,25,1,0,0,0,0,o.ninsiima-Greri Landmoslands
1568,o.noor,Cabral Retrea,34,0,0,0,1,0,o.noor-Cabral Retrea
1569,o.okamoto,Dosqaly,23,0,0,1,0,0,o.okamoto-Dosqaly
1570,o.oketcho,Nganion,23,0,0,1,0,0,o.oketcho-Nganion
1571,o.ortega,Imaar Vircoand,21,0,1,0,0,0,o.ortega-Imaar Vircoand
1572,o.pellegrini,Esia,27,1,0,0,0,0,o.pellegrini-Esia
1573,o.racz,Sobianitedrucy,30,0,0,1,0,0,o.racz-Sobianitedrucy
1574,o.rodrigues,Nganion,28,1,0,0,0,0,o.rodrigues-Nganion
1575,o.rosario,Republic of Denand Landsa,26,0,0,1,0,0,o.rosario-Republic of Denand Landsa
1576,o.roth,Sobianitedrucy,27,1,0,0,0,0,o.roth-Sobianitedrucy
1577,o.sanchez,Esia,25,0,0,1,0,0,o.sanchez-Esia
1578,o.seah,Dosqaly,25,0,0,1,0,0,o.seah-Dosqaly
1579,o.soleimani,Dosqaly,22,1,0,0,0,0,o.soleimani-Dosqaly
1580,o.ssenabulya,Pierrema,20,1,0,0,0,0,o.ssenabulya-Pierrema
1581,o.suzuki,Sobianitedrucy,19,1,0,0,0,0,o.suzuki-Sobianitedrucy
1582,o.szilagyi,Nganion,24,0,1,0,0,0,o.szilagyi-Nganion
1583,o.takeda,Dosqaly,17,0,0,1,0,0,o.takeda-Dosqaly
1584,o.tshuma,Rarita,25,0,0,1,0,1,o.tshuma-Rarita
1585,o.ueno,Newgan Ruland,30,0,1,0,0,0,o.ueno-Newgan Ruland
1586,o.visser,Rosvi,27,0,1,0,0,0,o.visser-Rosvi
1587,o.wagner,Dosqaly,25,0,0,1,0,0,o.wagner-Dosqaly
1588,o.wanjala,Rarita,23,0,1,0,0,1,o.wanjala-Rarita
1589,o.wong,Biarizea,23,1,0,0,0,0,o.wong-Biarizea
1590,o.zieliski,Sobianitedrucy,30,0,1,0,0,0,o.zieliski-Sobianitedrucy
1591,p.acan,Lefghau,23,0,0,1,0,0,p.acan-Lefghau
1592,p.addae,South Sati Fatina,33,0,0,0,1,0,p.addae-South Sati Fatina
1593,p.alharbi,Quewenia,19,0,1,0,0,0,p.alharbi-Quewenia
1594,p.alobo,Nganion,27,0,0,1,0,0,p.alobo-Nganion
1595,p.anderson,Esia,24,1,0,0,0,0,p.anderson-Esia
1596,p.anirwoth,Dosqaly,19,0,1,0,0,0,p.anirwoth-Dosqaly
1597,p.ategeka,Saintswacroa,21,0,0,1,0,0,p.ategeka-Saintswacroa
1598,p.atukwatse,Dosqaly,18,0,1,0,0,0,p.atukwatse-Dosqaly
1599,p.aydn,Nganion,32,1,0,0,0,0,p.aydn-Nganion
1600,p.banze,Nganion,21,0,1,0,0,0,p.banze-Nganion
1601,p.binibrahim,Nganion,26,1,0,0,0,0,p.binibrahim-Nganion
1602,p.bonnet,Sobianitedrucy,19,0,1,0,0,0,p.bonnet-Sobianitedrucy
1603,p.byamukama,People's Land of Maneau,30,0,0,1,0,0,p.byamukama-People's Land of Maneau
1604,p.byarugaba,Greri Landmoslands,20,0,1,0,0,0,p.byarugaba-Greri Landmoslands
1605,p.chew,Esia,29,0,1,0,0,0,p.chew-Esia
1606,p.chi,Rarita,30,0,0,1,0,1,p.chi-Rarita
1607,p.farina,Nganion,28,0,0,1,0,0,p.farina-Nganion
1608,p.ferri,Highhlaands,22,0,0,1,0,0,p.ferri-Highhlaands
1609,p.galli,Esia,31,0,0,0,1,0,p.galli-Esia
1610,p.giramia,Dosqaly,29,0,1,0,0,0,p.giramia-Dosqaly
1611,p.hakim,Dosqaly,16,0,1,0,0,0,p.hakim-Dosqaly
1612,p.halvorsen,Nganion,19,0,0,1,0,0,p.halvorsen-Nganion
1613,p.hassan,Northslands,24,0,0,1,0,0,p.hassan-Northslands
1614,p.hoi,People's Land of Maneau,30,0,1,0,0,0,p.hoi-People's Land of Maneau
1615,p.igwe,Dosqaly,34,0,0,1,0,0,p.igwe-Dosqaly
1616,p.jackson,Imaar Vircoand,30,1,0,0,0,0,p.jackson-Imaar Vircoand
1617,p.johansson,People's Land of Maneau,29,0,0,0,1,0,p.johansson-People's Land of Maneau
1618,p.kabugo,People's Land of Maneau,23,0,0,0,1,0,p.kabugo-People's Land of Maneau
1619,p.kamya,Dosqaly,27,1,0,0,0,0,p.kamya-Dosqaly
1620,p.kayesu,Nganion,27,0,1,0,0,0,p.kayesu-Nganion
1621,p.konadu,Giumle Lizeibon,22,0,0,1,0,0,p.konadu-Giumle Lizeibon
1622,p.kralj,Nganion,27,1,0,0,0,0,p.kralj-Nganion
1623,p.li,Dosqaly,22,1,0,0,0,0,p.li-Dosqaly
1624,p.lo,Dosqaly,26,0,1,0,0,0,p.lo-Dosqaly
1625,p.ma,Esia,26,1,0,0,0,0,p.ma-Esia
1626,p.mahmoudi,Northern Namemo Laand,18,1,0,0,0,0,p.mahmoudi-Northern Namemo Laand
1627,p.mudimba,Lylimi,22,1,0,0,0,0,p.mudimba-Lylimi
1628,p.murmu,Rarita,22,0,0,1,0,1,p.murmu-Rarita
1629,p.musiime,Lefghau,25,1,0,0,0,0,p.musiime-Lefghau
1630,p.mutonyi,Nganion,20,0,1,0,0,0,p.mutonyi-Nganion
1631,p.nabbanja,Newgan Ruland,28,0,0,1,0,0,p.nabbanja-Newgan Ruland
1632,p.nahabwe,Greri Landmoslands,20,0,0,1,0,0,p.nahabwe-Greri Landmoslands
1633,p.naiga,Xikong,34,0,0,1,0,0,p.naiga-Xikong
1634,p.nakayenga,Imaar Vircoand,34,0,1,0,0,0,p.nakayenga-Imaar Vircoand
1635,p.nakimera,Nganion,26,0,1,0,0,0,p.nakimera-Nganion
1636,p.nakubulwa,Dosqaly,23,0,0,1,0,0,p.nakubulwa-Dosqaly
1637,p.namono,Esia,30,0,1,0,0,0,p.namono-Esia
1638,p.narvaez,Imaar Vircoand,21,0,0,1,0,0,p.narvaez-Imaar Vircoand
1639,p.natukunda,Sobianitedrucy,36,0,0,1,0,0,p.natukunda-Sobianitedrucy
1640,p.nieminen,Dosqaly,33,0,1,0,0,0,p.nieminen-Dosqaly
1641,p.nkomo,Eastern Sleboube,29,1,0,0,0,0,p.nkomo-Eastern Sleboube
1642,p.nyondo,Byasier Pujan,19,1,0,0,0,0,p.nyondo-Byasier Pujan
1643,p.okoth,Nganion,30,0,0,1,0,0,p.okoth-Nganion
1644,p.oravec,Dosqaly,29,0,1,0,0,0,p.oravec-Dosqaly
1645,p.otoo,Reugha,18,0,1,0,0,0,p.otoo-Reugha
1646,p.otto,Dosqaly,30,1,0,0,0,0,p.otto-Dosqaly
1647,p.paterson,Nganion,31,0,0,1,0,0,p.paterson-Nganion
1648,p.rabiu,Rarita,27,1,0,0,0,1,p.rabiu-Rarita
1649,p.robinson,Nganion,22,0,0,0,1,0,p.robinson-Nganion
1650,p.romero,Dosqaly,27,0,1,0,0,0,p.romero-Dosqaly
1651,p.sanyu,Lefghau,29,0,0,1,0,0,p.sanyu-Lefghau
1652,p.saputra,People's Land of Maneau,34,0,1,0,0,0,p.saputra-People's Land of Maneau
1653,p.solanki,Nganion,25,0,0,0,1,0,p.solanki-Nganion
1654,p.ssempijja,Esia,31,0,0,1,0,0,p.ssempijja-Esia
1655,p.susanto,Lefghau,27,0,1,0,0,0,p.susanto-Lefghau
1656,p.takahashi,Dosqaly,29,0,1,0,0,0,p.takahashi-Dosqaly
1657,p.tetteh,Southslands,21,0,0,0,1,0,p.tetteh-Southslands
1658,p.tse,Biarizea,22,0,1,0,0,0,p.tse-Biarizea
1659,p.tumwine,Lefghau,36,0,0,1,0,0,p.tumwine-Lefghau
1660,p.turyatunga,Mico,25,0,0,1,0,0,p.turyatunga-Mico
1661,p.tzur,Sobianitedrucy,32,0,0,1,0,0,p.tzur-Sobianitedrucy
1662,p.villa,Rarita,20,0,1,0,0,1,p.villa-Rarita
1663,p.wan,Redohrainbri,35,0,0,0,1,0,p.wan-Redohrainbri
1664,p.xu,Dosqaly,18,0,0,1,0,0,p.xu-Dosqaly
1665,q.abo,Imaar Vircoand,29,0,0,1,0,0,q.abo-Imaar Vircoand
1666,q.acen,Danan Seekeeling,24,1,0,0,0,0,q.acen-Danan Seekeeling
1667,q.addo,Quewenia,28,0,1,0,0,0,q.addo-Quewenia
1668,q.ajiko,Lefghau,23,0,1,0,0,0,q.ajiko-Lefghau
1669,q.ajiko,Rarita,23,0,1,0,0,1,q.ajiko-Rarita
1670,q.alhassan,Esia,26,1,0,0,0,0,q.alhassan-Esia
1671,q.alonso,Nganion,25,0,0,1,0,0,q.alonso-Nganion
1672,q.annan,Greri Landmoslands,18,0,1,0,0,0,q.annan-Greri Landmoslands
1673,q.atiku,Sobianitedrucy,30,0,0,1,0,0,q.atiku-Sobianitedrucy
1674,q.awekonimungu,Dosqaly,24,0,1,0,0,0,q.awekonimungu-Dosqaly
